text,label,text_raw,label_gender
"It became an instant hit, it sold over 100,000 copies and it spent eight weeks at number one in her native Ireland. The album contained four Nanci Griffith songs (which were unrecorded by Nanci at the time of the release), one Vince Gill song and John Lennon's ``Intuition''. However, it was <TAG-P> her <TAG-P> cover of the <TAG-A> Christie Hennessy <TAG-A> song, ``All the Lies That You Told Me'', that received the most attention and it signalled the arrival of <TAG-B> Frances Black <TAG-B> as a major new talent.",0,"It became an instant hit, it sold over 100,000 copies and it spent eight weeks at number one in her native Ireland. The album contained four Nanci Griffith songs (which were unrecorded by Nanci at the time of the release), one Vince Gill song and John Lennon's ``Intuition''. However, it was her cover of the Christie Hennessy song, ``All the Lies That You Told Me'', that received the most attention and it signalled the arrival of Frances Black as a major new talent.",1
"First in England, and then back in Kentucky after Keene died, Colin was plagued by infertility problems. In c. 1913 Colin was purchased for $30,000 by Wickliffe Stud where he stood until the stud was dispersed in January, 1918. <TAG-A> Edward B. McLean <TAG-A> then purchased the 13-year-old <TAG-B> Colin <TAG-B> for $5,100 to stand at <TAG-P> his <TAG-P> Belray Farm, near Middleburg, Virginia.",1,"First in England, and then back in Kentucky after Keene died, Colin was plagued by infertility problems. In c. 1913 Colin was purchased for $30,000 by Wickliffe Stud where he stood until the stud was dispersed in January, 1918. Edward B. McLean then purchased the 13-year-old Colin for $5,100 to stand at his Belray Farm, near Middleburg, Virginia.",0
"Riley Perrin (Chelsea Kane): Ben's close friend and Danny's best friend since they were little. Although Riley dates <TAG-A> Ben <TAG-A> on and off during the first few seasons of the show, she falls for <TAG-B> Danny <TAG-B> towards the end of Season 4, and subsequently begin a relationship with <TAG-P> him <TAG-P>.",2,"Riley Perrin (Chelsea Kane): Ben's close friend and Danny's best friend since they were little. Although Riley dates Ben on and off during the first few seasons of the show, she falls for Danny towards the end of Season 4, and subsequently begin a relationship with him.",0
"Ashley Lasimone, of AOL 's Spinner.com noted that ``Thriller'' ``became a signature for Jackson'' and described ``the groove of its bassline, paired with Michael's killer vocals and sleek moves'' as having had ``produced a frighteningly great single.'' Jon Pareles, of The New York Times, noted that Thrillers tracks, ``Billie Jean'', ``Beat It'', ``Wanna Be Startin' Somethin''' and ``the movie in the song '<TAG-A> Thriller <TAG-A>''', were the songs, unlike the ``fluff'' ``P.Y.T.'', that were ``the hits that made Thriller a world-beater; along with Mr. <TAG-B> Jackson <TAG-B>'s stage and video presence, listeners must have identified with <TAG-P> his <TAG-P> willingness to admit terror.''",2,"Ashley Lasimone, of AOL 's Spinner.com noted that ``Thriller'' ``became a signature for Jackson'' and described ``the groove of its bassline, paired with Michael's killer vocals and sleek moves'' as having had ``produced a frighteningly great single.'' Jon Pareles, of The New York Times, noted that Thrillers tracks, ``Billie Jean'', ``Beat It'', ``Wanna Be Startin' Somethin''' and ``the movie in the song 'Thriller''', were the songs, unlike the ``fluff'' ``P.Y.T.'', that were ``the hits that made Thriller a world-beater; along with Mr. Jackson's stage and video presence, listeners must have identified with his willingness to admit terror.''",0
"For <TAG-P> her <TAG-P> artist days, <TAG-A> Parol <TAG-A> cited artists such as <TAG-B> Shirley Manson <TAG-B>, Steven Tyler, Pat Benatar, Chrissie Hynde, Joan Jett and Debbie Harry as her biggest influences.",1,"For her artist days, Parol cited artists such as Shirley Manson, Steven Tyler, Pat Benatar, Chrissie Hynde, Joan Jett and Debbie Harry as her biggest influences.",1
"Coal was first reported in Brunei Darussalam near Muara as early as 1837. in Serai Pimping. The Muara coalmine was first mined commercially in 1883, when William Cowie was given the concession rights to mine the coal in exchange for $1,200 per year. However, Cowie later sold <TAG-P> his <TAG-P> rights to <TAG-A> Rajah Charles Brooke <TAG-A> and the <TAG-B> Rajah <TAG-B> renamed the mine Brooketon (Brooke Town).",0,"Coal was first reported in Brunei Darussalam near Muara as early as 1837. in Serai Pimping. The Muara coalmine was first mined commercially in 1883, when William Cowie was given the concession rights to mine the coal in exchange for $1,200 per year. However, Cowie later sold his rights to Rajah Charles Brooke and the Rajah renamed the mine Brooketon (Brooke Town).",0
"She is possibly American and is pregnant. Lifeguard Terry Pole has an unrequited crush on her and she seems to be a part of each interviewees lives (she is Bill's secretary, goes to the same salon as <TAG-A> Mary <TAG-A> and is one of <TAG-B> Louise <TAG-B>'s art subjects). <TAG-P> She <TAG-P> is seen in the park with Policeman Mike and it is alluded that he is the father of her child and that the pair are dating in secret.",0,"She is possibly American and is pregnant. Lifeguard Terry Pole has an unrequited crush on her and she seems to be a part of each interviewees lives (she is Bill's secretary, goes to the same salon as Mary and is one of Louise's art subjects). She is seen in the park with Policeman Mike and it is alluded that he is the father of her child and that the pair are dating in secret.",1
"Arriving at the end of May 1786 he completed a few short collecting trips with Scotsman Francis Masson and commisar Robert Jacob Gordon these becoming longer over the next few months, the itineraries being unknown. <TAG-A> Scholl <TAG-A> was left at the Cape when <TAG-B> Boos <TAG-B> left for the Mascarene Islands on 18 February 1787. <TAG-P> He <TAG-P> returned a year later with so much material that it could not be transported in a single consignment.",2,"Arriving at the end of May 1786 he completed a few short collecting trips with Scotsman Francis Masson and commisar Robert Jacob Gordon these becoming longer over the next few months, the itineraries being unknown. Scholl was left at the Cape when Boos left for the Mascarene Islands on 18 February 1787. He returned a year later with so much material that it could not be transported in a single consignment.",0
"This was regarded to be a vital task especially during the conflict of 1778-82, when Louisa Ulrika accused the King of having another man father the heir to the throne for him. After the death of <TAG-A> Louisa Ulrika <TAG-A> in 1782, <TAG-B> Michelle Elisabeth d'Ivry <TAG-B> was awarded double the pension given to the other members of the court of the Queen Dowager, which had a position of the same rank as <TAG-P> she <TAG-P>, with the condition that she did not leave the country and did not participate in social life.",2,"This was regarded to be a vital task especially during the conflict of 1778-82, when Louisa Ulrika accused the King of having another man father the heir to the throne for him. After the death of Louisa Ulrika in 1782, Michelle Elisabeth d'Ivry was awarded double the pension given to the other members of the court of the Queen Dowager, which had a position of the same rank as she, with the condition that she did not leave the country and did not participate in social life.",1
"Sakamoto then married popular Japanese pianist and singer Akiko Yano in 1982, following several musical collaborations with her, including touring work with the Yellow Magic Orchestra. Sakamoto's second marriage ended in August 2006, 14 years after a mutual decision to live separately-- <TAG-A> Yano <TAG-A> and Sakamoto raised one daughter, J-pop singer <TAG-B> Miu Sakamoto <TAG-B>. He has lived with his manager since around 1990 and has two children with <TAG-P> her <TAG-P>.",0,"Sakamoto then married popular Japanese pianist and singer Akiko Yano in 1982, following several musical collaborations with her, including touring work with the Yellow Magic Orchestra. Sakamoto's second marriage ended in August 2006, 14 years after a mutual decision to live separately-- Yano and Sakamoto raised one daughter, J-pop singer Miu Sakamoto. He has lived with his manager since around 1990 and has two children with her.",1
"The Lady Confesses is a 1945 American film noir directed by Sam Newfield. While on the verge of being divorced, Norma Craig disappears. Seven years later, when her husband, Larry Craig, plans to marry a girl Vicki McGuire, <TAG-A> Norma <TAG-A> returns and tells <TAG-B> Vicki <TAG-B> that <TAG-P> she <TAG-P> nor anybody else can marry Larry.",2,"The Lady Confesses is a 1945 American film noir directed by Sam Newfield. While on the verge of being divorced, Norma Craig disappears. Seven years later, when her husband, Larry Craig, plans to marry a girl Vicki McGuire, Norma returns and tells Vicki that she nor anybody else can marry Larry.",1
"Additionally, they can't move because of the cold. They are surrounded by the enemy, and don't know what to do anymore. Ken, Jinpei and Ryu run to their aid. Through the actions of <TAG-A> Ken <TAG-A> and the others, the magma mega cannon is destroyed. With the warm friendship of <TAG-P> his <TAG-P> comrades, <TAG-B> Joe <TAG-B> has been freed from his pain.",2,"Additionally, they can't move because of the cold. They are surrounded by the enemy, and don't know what to do anymore. Ken, Jinpei and Ryu run to their aid. Through the actions of Ken and the others, the magma mega cannon is destroyed. With the warm friendship of his comrades, Joe has been freed from his pain.",0
"In 1920, Jakac returned to Novo Mesto and became the bearer of The Spring of Novo Mesto, an avant-garde movement in literature and fine arts, which included also the poets Miran Jarc and <TAG-A> Anton Podbev*ek <TAG-A>, the painter <TAG-B> Ivan *argo <TAG-B> and the composer Marij Kogoj. In 1924, <TAG-P> he <TAG-P> settled in Ljubljana.",0,"In 1920, Jakac returned to Novo Mesto and became the bearer of The Spring of Novo Mesto, an avant-garde movement in literature and fine arts, which included also the poets Miran Jarc and Anton Podbev*ek, the painter Ivan *argo and the composer Marij Kogoj. In 1924, he settled in Ljubljana.",0
"The appeals court said that Whitman had based her information on contradictory information and statements from President Bush. The U.S. Department of Justice had argued that holding the agency liable would establish a risky legal precedent because future public officials would be afraid to make public statements. Judge <TAG-A> Deborah Batts <TAG-A> had previously declined to dismiss <TAG-B> Whitman <TAG-B> as a defendant, saying that <TAG-P> her <TAG-P> actions were ``conscience-shocking''.",2,"The appeals court said that Whitman had based her information on contradictory information and statements from President Bush. The U.S. Department of Justice had argued that holding the agency liable would establish a risky legal precedent because future public officials would be afraid to make public statements. Judge Deborah Batts had previously declined to dismiss Whitman as a defendant, saying that her actions were ``conscience-shocking''.",1
"On 21 October 1710, Ashburnham married Lady Mary Butler (died 1713), the second daughter of James Butler, 2nd Duke of Ormonde. After <TAG-P> her <TAG-P> death, he married, on 25 July 1714, <TAG-A> Henrietta <TAG-A>, <TAG-B> Dowager Countess <TAG-B> of Anglesey and 4th Baroness Strange; they had one child, Henrietta (c.1716--1732), later 5th Baroness Strange.",0,"On 21 October 1710, Ashburnham married Lady Mary Butler (died 1713), the second daughter of James Butler, 2nd Duke of Ormonde. After her death, he married, on 25 July 1714, Henrietta, Dowager Countess of Anglesey and 4th Baroness Strange; they had one child, Henrietta (c.1716--1732), later 5th Baroness Strange.",1
"Born and raised in San Francisco, Linda Carroll now lives in Corvallis, Oregon, with her veterinarian husband, Tim Barraud. She is the mother of singer and musician Courtney Love, and the daughter of novelist Paula Fox. <TAG-A> Linda <TAG-A> was born to <TAG-B> Paula Fox <TAG-B> when <TAG-P> she <TAG-P> was 20, the result of a short-lived relationship.",2,"Born and raised in San Francisco, Linda Carroll now lives in Corvallis, Oregon, with her veterinarian husband, Tim Barraud. She is the mother of singer and musician Courtney Love, and the daughter of novelist Paula Fox. Linda was born to Paula Fox when she was 20, the result of a short-lived relationship.",1
"A high point of the show came each Christmas season, when Paul Shannon loaded children's letters to Santa Claus into a rocket, and launched it to the North Pole. Santa later opened the letters and read them on the air. Martin's main character in the series was Baby Jeffy. The puppet was lost at one point in production, and Negri claims Martin reacted ``like Jeffy was kidnapped.'' In <TAG-P> his <TAG-P> book, <TAG-A> Moe Howard <TAG-A> of the Three Stooges credited <TAG-B> Paul Shannon <TAG-B> with sparking renewed interest in the Stooges.",1,"A high point of the show came each Christmas season, when Paul Shannon loaded children's letters to Santa Claus into a rocket, and launched it to the North Pole. Santa later opened the letters and read them on the air. Martin's main character in the series was Baby Jeffy. The puppet was lost at one point in production, and Negri claims Martin reacted ``like Jeffy was kidnapped.'' In his book, Moe Howard of the Three Stooges credited Paul Shannon with sparking renewed interest in the Stooges.",0
"She yielded, despite the adverse judgment of most of the members of her own mission; but she has had the satisfaction since of finding all approve her course, and of seeing her former sphere occupied by a suitable successor. Shortly after this the Viceroy placed 200 taels (*60) per month at Dr. <TAG-A> Mackenzie <TAG-A>'s disposal for medical work; and <TAG-B> Lady Li <TAG-B> shortly followed suit by giving Howard 100 taels per month for work among <TAG-P> her <TAG-P> own sex.",2,"She yielded, despite the adverse judgment of most of the members of her own mission; but she has had the satisfaction since of finding all approve her course, and of seeing her former sphere occupied by a suitable successor. Shortly after this the Viceroy placed 200 taels (*60) per month at Dr. Mackenzie's disposal for medical work; and Lady Li shortly followed suit by giving Howard 100 taels per month for work among her own sex.",1
"His father, Eduard Avenarius, a publisher from Leipzig, founded a joint subsidiary company with the Brockhaus publishing house. His mother, C*cilie n*e Geyer, was a daughter of the actor and painter Ludwig Geyer. Eduard Avenarius represented the company in Paris, where he consorted with Heinrich Heine and <TAG-A> Richard Wagner <TAG-A>, the latter being the stepuncle of <TAG-B> Ferdinand Avenarius <TAG-B> and <TAG-P> his <TAG-P> brother, the philosopher Richard Avenarius.",2,"His father, Eduard Avenarius, a publisher from Leipzig, founded a joint subsidiary company with the Brockhaus publishing house. His mother, C*cilie n*e Geyer, was a daughter of the actor and painter Ludwig Geyer. Eduard Avenarius represented the company in Paris, where he consorted with Heinrich Heine and Richard Wagner, the latter being the stepuncle of Ferdinand Avenarius and his brother, the philosopher Richard Avenarius.",0
"Anthony Edward Lowry ``Tony'' Britton (born 9 June 1924) is an English actor. He is the father of presenter Fern Britton, scriptwriter Cherry Britton and actor Jasper Britton. <TAG-A> Britton <TAG-A> was born above the Trocadero public house in Temple Street, Birmingham, England, the son of Doris Marguerite (n*e Jones) and <TAG-B> Edward Leslie <TAG-B> Britton. <TAG-P> He <TAG-P> attended Edgbaston Collegiate School, Birmingham and Thornbury Grammar School, Gloucestershire.",1,"Anthony Edward Lowry ``Tony'' Britton (born 9 June 1924) is an English actor. He is the father of presenter Fern Britton, scriptwriter Cherry Britton and actor Jasper Britton. Britton was born above the Trocadero public house in Temple Street, Birmingham, England, the son of Doris Marguerite (n*e Jones) and Edward Leslie Britton. He attended Edgbaston Collegiate School, Birmingham and Thornbury Grammar School, Gloucestershire.",0
"Down the Road was commercially and critically one of Morrison's most successful albums. It charted higher in the U.S. than any of Morrison's albums since 1972's Saint Dominic's Preview. <TAG-A> John Metzger <TAG-A> of The Music Box wrote, ``every few years, <TAG-B> Morrison <TAG-B> manages to tap into some magical space that sums up both <TAG-P> his <TAG-P> career and his influence in one fell swoop ... not that they're all that groundbreaking, they're just penultimate pieces of perfection.",2,"Down the Road was commercially and critically one of Morrison's most successful albums. It charted higher in the U.S. than any of Morrison's albums since 1972's Saint Dominic's Preview. John Metzger of The Music Box wrote, ``every few years, Morrison manages to tap into some magical space that sums up both his career and his influence in one fell swoop ... not that they're all that groundbreaking, they're just penultimate pieces of perfection.",0
"Her leadership was characterised by a strong commitment to the union and an unwavering support for the anti-apartheid movement, which eventually led her to join the African National Congress (ANC). Her political activities earned Abrahams a five-year ban from the union in August 1964, and she spent the ban period under house arrest. Despite <TAG-P> her <TAG-P> banishment, <TAG-A> Abrahams <TAG-A> continued working for the union and assisting comrades such as <TAG-B> Elizabeth Mafekeng <TAG-B> and Archie Sibeko, both of whom faced exile.",1,"Her leadership was characterised by a strong commitment to the union and an unwavering support for the anti-apartheid movement, which eventually led her to join the African National Congress (ANC). Her political activities earned Abrahams a five-year ban from the union in August 1964, and she spent the ban period under house arrest. Despite her banishment, Abrahams continued working for the union and assisting comrades such as Elizabeth Mafekeng and Archie Sibeko, both of whom faced exile.",1
"It's Always Fair Weather is a 1955 MGM musical satire scripted by Betty Comden and Adolph Green, who also wrote the show's lyrics, with music by Andr* Previn and starring Gene Kelly, <TAG-A> Dan Dailey <TAG-A>, Cyd Charisse, Dolores Gray, and dancer/choreographer <TAG-B> Michael Kidd <TAG-B> in <TAG-P> his <TAG-P> first film acting role.",2,"It's Always Fair Weather is a 1955 MGM musical satire scripted by Betty Comden and Adolph Green, who also wrote the show's lyrics, with music by Andr* Previn and starring Gene Kelly, Dan Dailey, Cyd Charisse, Dolores Gray, and dancer/choreographer Michael Kidd in his first film acting role.",0
"He chose not to participate with guitarist Brian May and drummer Roger Taylor in the Queen + Paul Rodgers collaboration, but did give them his support. Deacon was also absent from Queen's induction into the Rock and Roll Hall of Fame in 2001. <TAG-A> John Deacon <TAG-A> grew up in Oadby with father <TAG-B> Arthur <TAG-B>, mother Lilian and younger sister Julie. <TAG-P> His <TAG-P> father worked for the Norwich Union insurance company, but died of a heart attack in 1962, when John was eleven.",1,"He chose not to participate with guitarist Brian May and drummer Roger Taylor in the Queen + Paul Rodgers collaboration, but did give them his support. Deacon was also absent from Queen's induction into the Rock and Roll Hall of Fame in 2001. John Deacon grew up in Oadby with father Arthur, mother Lilian and younger sister Julie. His father worked for the Norwich Union insurance company, but died of a heart attack in 1962, when John was eleven.",0
"The fact that Luna faced Mohs and McCarter, who, combined, averaged 16 and a half fights against Luna's relative inexperience, on her very first year as a boxer, might underline a problem in women's boxing in that many times, young, new women fighters are put against more seasoned opponents, potentially putting the younger boxer's life at risk. On April 4, 2003, she defeated Mohs in a rematch. once again held in Laughlin. On May 7, she met <TAG-A> Jaqueline Nava <TAG-A>, in what represented <TAG-B> Luna <TAG-B>'s Las Vegas debut. <TAG-P> She <TAG-P> defeated Nava by a four round decision.",2,"The fact that Luna faced Mohs and McCarter, who, combined, averaged 16 and a half fights against Luna's relative inexperience, on her very first year as a boxer, might underline a problem in women's boxing in that many times, young, new women fighters are put against more seasoned opponents, potentially putting the younger boxer's life at risk. On April 4, 2003, she defeated Mohs in a rematch. once again held in Laughlin. On May 7, she met Jaqueline Nava, in what represented Luna's Las Vegas debut. She defeated Nava by a four round decision.",1
<TAG-A> Catherine Parr <TAG-A> the last of Henry VIII's wives was given the original manor of Nash Court in 1544. From <TAG-P> her <TAG-P> it passed to Edward VI and then to <TAG-B> Elizabeth I <TAG-B> after which it passed through the families of several noblemen and eminent civilians.,1,Catherine Parr the last of Henry VIII's wives was given the original manor of Nash Court in 1544. From her it passed to Edward VI and then to Elizabeth I after which it passed through the families of several noblemen and eminent civilians.,1
"When Willard left Hofstra, he became a member of the Syracuse University staff that appeared in the NCAA national championship game in 1987. Willard briefly joined Rick Pitino as a member of the staff of the National Basketball Association 's New York Knicks. When <TAG-A> Pitino <TAG-A> left to become the head coach of the University of Kentucky, <TAG-B> Willard <TAG-B> joined <TAG-P> him <TAG-P> as the associate head coach in 1989.",1,"When Willard left Hofstra, he became a member of the Syracuse University staff that appeared in the NCAA national championship game in 1987. Willard briefly joined Rick Pitino as a member of the staff of the National Basketball Association 's New York Knicks. When Pitino left to become the head coach of the University of Kentucky, Willard joined him as the associate head coach in 1989.",0
"In 1975, the Veterans Committee elected Harris, as a manager, to the Baseball Hall of Fame. Harris was born in Port Jervis, New York and raised mostly in Pittston, Pennsylvania. <TAG-A> Harris <TAG-A> was discovered by baseball promoter <TAG-B> Joe Engel <TAG-B>, who led the Chattanooga Lookouts at Engel Stadium. In 1919, at the age of 22, <TAG-P> he <TAG-P> came up to the Washington Senators, where his initial performance was unimpressive.",1,"In 1975, the Veterans Committee elected Harris, as a manager, to the Baseball Hall of Fame. Harris was born in Port Jervis, New York and raised mostly in Pittston, Pennsylvania. Harris was discovered by baseball promoter Joe Engel, who led the Chattanooga Lookouts at Engel Stadium. In 1919, at the age of 22, he came up to the Washington Senators, where his initial performance was unimpressive.",0
"The barony by writ of summons remained in abeyance until 1711, when, on the death of Sir Thomas Glenham, only child of <TAG-A> Elizabeth Glenham <TAG-A> (see above), the peerage title devolved on the aforementioned <TAG-B> Katherine Bokenham <TAG-B>, who became the de jure eighth holder. In 1720 <TAG-P> she <TAG-P> was confirmed by the House of Lords as 8th Baroness Berners.",2,"The barony by writ of summons remained in abeyance until 1711, when, on the death of Sir Thomas Glenham, only child of Elizabeth Glenham (see above), the peerage title devolved on the aforementioned Katherine Bokenham, who became the de jure eighth holder. In 1720 she was confirmed by the House of Lords as 8th Baroness Berners.",1
"<TAG-A> Deulen <TAG-A>'s first collection of poems, <TAG-B> Lovely Asunder <TAG-B> (U. of Arkansas Press, 2011), won the Miller Williams Arkansas Poetry Prize and the Utah Book Award. <TAG-P> Her <TAG-P> memoir, The Riots (U. of Georgia Press, 2011), won the AWP Prize in Creative Nonfiction and the GLCA New Writers Award.",1,"Deulen's first collection of poems, Lovely Asunder (U. of Arkansas Press, 2011), won the Miller Williams Arkansas Poetry Prize and the Utah Book Award. Her memoir, The Riots (U. of Georgia Press, 2011), won the AWP Prize in Creative Nonfiction and the GLCA New Writers Award.",1
"Lisa is portrayed as the avatar of logic and wisdom, but then she also worships Corey so she's 'no better (than the rest of us)'.'' When she became depressed over being unable to pursue her dream as a musician due to inheriting her father's fingers and having to spend <TAG-P> her <TAG-P> time with <TAG-A> Marge <TAG-A> in being a homemaker, <TAG-B> Lisa <TAG-B> gives up on school and becomes a juvenile delinquent in Separate Vocations.",2,"Lisa is portrayed as the avatar of logic and wisdom, but then she also worships Corey so she's 'no better (than the rest of us)'.'' When she became depressed over being unable to pursue her dream as a musician due to inheriting her father's fingers and having to spend her time with Marge in being a homemaker, Lisa gives up on school and becomes a juvenile delinquent in Separate Vocations.",1
"In 1977, Croce and running mate Barbara Berman, running in her first race for elected office, defeated Republicans Mario A. Iavicoli and Dickey (for the third time); Croce was the top vote-getter and Berman came in second, edging Iavicoli by a 170-vote margin. When <TAG-A> Berman <TAG-A> and <TAG-B> Croce <TAG-B> took office in January 1978, <TAG-P> she <TAG-P> and Berman became the first pair of women to be elected to a single Assembly district in state history, and were two of the 12 women taking office in the Assembly, the highest number ever to serve together in the 80-seat body.",2,"In 1977, Croce and running mate Barbara Berman, running in her first race for elected office, defeated Republicans Mario A. Iavicoli and Dickey (for the third time); Croce was the top vote-getter and Berman came in second, edging Iavicoli by a 170-vote margin. When Berman and Croce took office in January 1978, she and Berman became the first pair of women to be elected to a single Assembly district in state history, and were two of the 12 women taking office in the Assembly, the highest number ever to serve together in the 80-seat body.",1
"That July, she returned to CM& News, doing special reports on Colombiamoda 2007. She also reported on Colombiamoda 2007 for the station W Radio. On 24 July 2007, <TAG-A> Marulanda <TAG-A> joined the team of La hora del Regreso on W Radio, replacing <TAG-B> Marcela Sarmiento <TAG-B>. <TAG-P> She <TAG-P> was a spokesmodel for major brands of clothing, and appeared in magazines including SoHo, Don Juan, Cromos, and G.",1,"That July, she returned to CM& News, doing special reports on Colombiamoda 2007. She also reported on Colombiamoda 2007 for the station W Radio. On 24 July 2007, Marulanda joined the team of La hora del Regreso on W Radio, replacing Marcela Sarmiento. She was a spokesmodel for major brands of clothing, and appeared in magazines including SoHo, Don Juan, Cromos, and G.",1
"The Union troops eventually managed to stop the raging fires but about 25% of the city's buildings were destroyed. President Abraham Lincoln visited <TAG-A> General Grant <TAG-A> at Petersburg on April 3, and took a launch to Richmond up the James River the next day, while <TAG-B> Jefferson Davis <TAG-B> attempted to organize <TAG-P> his <TAG-P> remaining Confederate government further southwest at Danville.",2,"The Union troops eventually managed to stop the raging fires but about 25% of the city's buildings were destroyed. President Abraham Lincoln visited General Grant at Petersburg on April 3, and took a launch to Richmond up the James River the next day, while Jefferson Davis attempted to organize his remaining Confederate government further southwest at Danville.",0
"Even after Ludovico married Beatrice d'Este, Cecilia continued to keep her apartments in Ludovico's castle. Cecilia had a son, Cesare, on 3 May 1491 by Lodovico Sforza. When <TAG-A> Beatrice d'Este <TAG-A> found out about their relationship, Ludovico was constrained to ask <TAG-B> Cecilia <TAG-B> to leave the Porta Giovia castle, the seat of the Ducal court. <TAG-P> She <TAG-P> was first installed in the Verme Palace, and then given the Carmagnola Palace in 1492, when she married Count Ludovico Carminati de' Brambilla, known as ``Il Bergamino''.",2,"Even after Ludovico married Beatrice d'Este, Cecilia continued to keep her apartments in Ludovico's castle. Cecilia had a son, Cesare, on 3 May 1491 by Lodovico Sforza. When Beatrice d'Este found out about their relationship, Ludovico was constrained to ask Cecilia to leave the Porta Giovia castle, the seat of the Ducal court. She was first installed in the Verme Palace, and then given the Carmagnola Palace in 1492, when she married Count Ludovico Carminati de' Brambilla, known as ``Il Bergamino''.",1
"Prince Edward is an important character in <TAG-A> Norah Lofts <TAG-A>' historical novel The Lost Queen (1969), chronicling the life of his youngest sister, <TAG-B> Caroline Matilda <TAG-B>, Queen Consort of Denmark and Norway as wife of King Christian VII. Edward is mentioned as having had a special link with <TAG-P> her <TAG-P>, stronger than with his other siblings.",2,"Prince Edward is an important character in Norah Lofts' historical novel The Lost Queen (1969), chronicling the life of his youngest sister, Caroline Matilda, Queen Consort of Denmark and Norway as wife of King Christian VII. Edward is mentioned as having had a special link with her, stronger than with his other siblings.",1
"He was made a Member of the Order of the British Empire (MBE) in 1951, and an Officer of the order (OBE) in the 1958 honours list. In June 1927 in Melbourne he claimed a world speed record when he scored 816 points in 23 minutes in an unfinished . During 1930 in Manchester, <TAG-A> Lindrum <TAG-A> set a record aggregate of 30,817 during the fortnight match against <TAG-B> Willie Smith <TAG-B>. In this match <TAG-P> he <TAG-P> made 10 breaks over 1,000 with a highest of 2,419.",1,"He was made a Member of the Order of the British Empire (MBE) in 1951, and an Officer of the order (OBE) in the 1958 honours list. In June 1927 in Melbourne he claimed a world speed record when he scored 816 points in 23 minutes in an unfinished . During 1930 in Manchester, Lindrum set a record aggregate of 30,817 during the fortnight match against Willie Smith. In this match he made 10 breaks over 1,000 with a highest of 2,419.",0
"Brian Alexander Morgan is a record producer that was born and raised in Wichita, Kansas. He was discovered by Club Nouveau founding member Jay King, who got Morgan's group a recording contract with Warner Bros. Records in 1987. When <TAG-P> his <TAG-P> group's album failed to chart, they were dropped and <TAG-A> Morgan <TAG-A> was mentored by producer <TAG-B> Robert Brookins <TAG-B>.",1,"Brian Alexander Morgan is a record producer that was born and raised in Wichita, Kansas. He was discovered by Club Nouveau founding member Jay King, who got Morgan's group a recording contract with Warner Bros. Records in 1987. When his group's album failed to chart, they were dropped and Morgan was mentored by producer Robert Brookins.",0
"According to Cameron he got arrested for selling pee to airline pilots for drug tests. Trevor Moore as <TAG-A> Josh Armstrong <TAG-A> (season 1; 7 episodes), a promiscuous psychoanalyst and master of disguise who can pretend to be anybody and manipulate people, but can't stand <TAG-B> Cameron <TAG-B>. <TAG-P> He <TAG-P> was raised by a lesbian couple, both of whom are astronauts.",1,"According to Cameron he got arrested for selling pee to airline pilots for drug tests. Trevor Moore as Josh Armstrong (season 1; 7 episodes), a promiscuous psychoanalyst and master of disguise who can pretend to be anybody and manipulate people, but can't stand Cameron. He was raised by a lesbian couple, both of whom are astronauts.",0
"Ignacio Ellacur*a, S.J. (Portugalete, Biscay, Spain, 9 November 1930 -- San Salvador, 16 November 1989) was a Roman Catholic Jesuit priest, philosopher, and theologian. Ignacio Ellacur*a was a close friend and colleague of the scholars Ignacio Mart*n-Bar* and <TAG-A> Segundo Montes <TAG-A>, all of whom were assassinated with <TAG-B> Ellacur*a <TAG-B> by the Salvadoran army, along with three colleagues and two employees. <TAG-P> He <TAG-P> earned his master's degree at Innsbruck University.",2,"Ignacio Ellacur*a, S.J. (Portugalete, Biscay, Spain, 9 November 1930 -- San Salvador, 16 November 1989) was a Roman Catholic Jesuit priest, philosopher, and theologian. Ignacio Ellacur*a was a close friend and colleague of the scholars Ignacio Mart*n-Bar* and Segundo Montes, all of whom were assassinated with Ellacur*a by the Salvadoran army, along with three colleagues and two employees. He earned his master's degree at Innsbruck University.",0
"Roman Steinberg (April 5, 1900 -- April 16, 1928) from Tallinn, Estonia, was a Greco-Roman wrestling bronze medal winner in middleweight class at the 1924 Summer Olympics in Paris, France. <TAG-A> Steinberg <TAG-A> was also three times Estonian wrestling champion 1921-1923, coached by <TAG-B> Robert Oksa <TAG-B>. <TAG-P> He <TAG-P> died during illness, age 28.",1,"Roman Steinberg (April 5, 1900 -- April 16, 1928) from Tallinn, Estonia, was a Greco-Roman wrestling bronze medal winner in middleweight class at the 1924 Summer Olympics in Paris, France. Steinberg was also three times Estonian wrestling champion 1921-1923, coached by Robert Oksa. He died during illness, age 28.",0
"Throughout her career, Lamont has campaigned on issues such as equality and violence against women. Her profile on the Scottish Parliament website lists her political interests as being focussed on tackling poverty, women's rights and disability issues. She credits <TAG-A> Curran <TAG-A>, and the work of author <TAG-B> Erin Pizzey <TAG-B> for helping to broaden <TAG-P> her <TAG-P> understanding of women's issues.",0,"Throughout her career, Lamont has campaigned on issues such as equality and violence against women. Her profile on the Scottish Parliament website lists her political interests as being focussed on tackling poverty, women's rights and disability issues. She credits Curran, and the work of author Erin Pizzey for helping to broaden her understanding of women's issues.",1
