pos,text,label
service,The place is so cool and the service is prompt and curtious.,3
webpages,The processor is very quick and effective as I load webpages and applications.,0
value,"If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.",0
seafood,Mermaid Inn is an overall good restaurant with really good seafood.,3
warrenty,I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,1
atmosphere,"I didn't complain, I liked the atmosphere so much.",3
red wine,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,0
cords,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,1
imovie,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",3
multi-touch features,"I had upgraded my old MacBook to Lion, so I kind of knew what I was getting, but hadn't been able to enjoy some of the awesome new multi-touch features.",3
Windows,There are no viruses or spyware to worry about like on a Windows computer.,1
buttons,"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",1
display,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,1
place,"This is such a lovely, peaceful place to eat outside.",3
hardware,"Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",0
kababs,and yes Dal Bukhara is so dam good and so are all the kababs.,3
internet signals,It does not keep internet signals no matter where you bring it.,1
soups,"An oasis of refinement: Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",3
lobster ravioli,"Moules were excellent, lobster ravioli was VERY salty!",1
headphone jack,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,1
wine,"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",3
wine,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",3
owner,Kenny the owner is always there and he treats my family like we are part of his family.,3
bagel,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",1
price tag,"The overall price tag was very very expensive, something I did expect.",1
after sales service,This is what I call a good after sales service.,3
food,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,0
menu,"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",0
service,"They have it all -- great price, food, and service.",3
hard drive,Could not keep up with me and finally the hard drive went out.,1
pizza,It's just O.K. pizza.,0
look,So what if the laptops/mobile phones look chic and cool? The after sales support is terrible.,3
service,The service was attentive and her suggestions of menu items was right on the mark.,3
ergonomics,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",1
steak frites,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",3
nori-wrapped tuna,Best dish is nori-wrapped tuna.,3
starting-up time,"The Mac takes about the same amount of starting-up time as the average PC, but keeps itself cleaned up and ready to use.",3
technical support,"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.",1
hard drive,I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.,1
service,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",3
seat,"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.",0
lighted keyboard,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",3
seasoning,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",1
fish tanks,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.",3
truffle oil,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,0
kamasutra,The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,3
service,She gets 10 for her excellent service and advice.,3
reservations,Both times we waited well over a half hour for a table (even though we had reservations).,1
place,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,3
ambiance,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",0
food,The only thing more wonderful than the food (which is exceptional) is the service.,3
bartender,"Ask for Usha, the nicest bartender in manhattan.",3
colors,"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.",3
application,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,0
seating,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",1
complex data analysis,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",0
service,The only thing more wonderful than the food (which is exceptional) is the service.,3
staff,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",1
tables,"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",1
dessert,"The entree was bland and small, dessert was not inspired.",1
start menu,The start menu is not the easiest thing to navigate due to the stacking.,1
jalapeno,A touch more jalapeno heat for contrast and it would have been very good indeed.,3
sushi,"believe us, we've been eating sushi for over 15 yrs.",0
KEYBOARD,EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,1
take-out pizza,This is one great place to eat pizza more out but not a good place for take-out pizza.,1
software,You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,3
bagel,"Compared to Ess-a, Tal offers a less doughy bagel!",1
speed,"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",3
staff,We've never had any problems with the staff but maybe we've been lucky?,3
lunch buffet,Excellent lunch buffet for only $6.95.,3
food,I'm happy to have Nosh in the neighborhood and the food is very comforting.,3
ACTORS,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,3
Service,Service was very good and warm.,3
flavors,"The flavors are very fresh and pretty inobtrusive, nothing flashy.",3
computing,The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,1
type,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,3
operate,It was hard to handle and operate at school.,1
Located,Located at the end of a magnificent block.,3
wallet,"Check it out, it won't hurt your stomach or your wallet.",3
staff,"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",3
bar,We did have to wait at the bar for approx.,0
smoked salmon and roe appetizer,I ordered the smoked salmon and roe appetizer and it was off flavor.,1
pizza,"The food is amazing, rich pastas and fresh doughy pizza.",3
mouse,"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",1
games,The games included are very good games.,0
Singapore Mai Fun,The Singapore Mai Fun had NO curry flavor whatsoever.,1
screen,The large screen also helps when you are working in design based programs like Adobe Creative Suite.,3
mushrooms,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,3
Service,"Service was prompt, friendly and great.",3
desserts,"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",1
flavor,"The last two times I ordered from here my food was soo spicy that I could barely eat it, and the spice took away from the flavor of the dish.",1
spice,"The last two times I ordered from here my food was soo spicy that I could barely eat it, and the spice took away from the flavor of the dish.",1
Cakebread Cabernet,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,3
fountain drinks,"No refills on fountain drinks, though.",1
toaster,"But they don't have a toaster, which is strange.",1
performs,The Material this Pro is made out of seems a lot nicer than any PC Specs: Like I said this performs a lot better than any computer I've had in the past.,3
speakers,I guess the only good thing that came out of these were the speakers and the subwoofer.,3
seafood dishes,Went there and had a combination of different seafood dishes and appetizers.,0
features,The best thing about this laptop is the price along with some of the newer features.,3
business use,A great computer for light home use and business use.,3
curry,"Its not curry in a slurry crap, and regular run of the mill food.",0
food,The food has been consistant for years and it never lets you down.,3
beer,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,0
screen,The screen is bright and the keyboard is nice;,3
Thai food,"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",1
carry,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,3
view,The service is fine and they allow you to enjoy the view.,3
waiter,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,3
system performance,"Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac.",1
size,the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,3
stock screen,"For the not so good, I got the stock screen - which is VERY glossy.",1
thai popcorn,i recommend the thai popcorn :),3
bar,But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,1
space,"Despite the fact that the space is large, they've overcrowded the floor with tables.",3
external drive,But guess what? (you have to buy an external dvd drive it doesn't have a built in type) The notebook can't be used because it doesn't read anything for an external drive.,1
ambiance,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",0
screen,"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",0
external harddrives,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,1
works,I love to write and play with graphics and html programming and my new Toshiba works great on both!,3
power supply,and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,3
three course meal,The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,3
regular menu-fare,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",3
food,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",0
graphics,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,1
french food,Not a small feat for good french food in the area.,3
POWER SUPPLY,HOW DOES THE POWER SUPPLY NOT WORK!!!,1
food,Service and food is what any one would expect when spending that type of money.,0
features,"Other installed features, such as certain printer software, are also most attractive.",3
lobby area,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,1
ambience,Why do people rave about the ambience.,1
service,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,3
watching movies,Its good for playing my apps on Facebook or watching movies.,3
portions,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",3
pad thai chicken,I ordered the chu chu curry and my friend ordered the pad thai chicken.,0
hard drives,Many of my classmates computers hard drives crashed.,1
Spicy Scallop roll,Make sure you have the Spicy Scallop roll.. .,3
duck noodles,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",3
staff,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",1
service,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,1
keyboard,Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,1
Quality Display,Quality Display I was surprised with the performance and quality of this HP Laptop.,3
space,The space is nice but when we order our drink we were in for a surprise.,3
Paneer Roll,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",3
pizza,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",3
fromager,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,3
fish,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",1
portions,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",3
dhosas,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",1
DVD burner,"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",3
built,"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",3
bread,"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",1
service,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,3
dinner,"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",0
malai kofta,"The palak paneer was standard, and I was not a fan of the malai kofta.",0
counter service,The waitresses are nice--also you can just get counter service sit.,3
software,"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",1
Guacamole+shrimp appetizer,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",3
service,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,3
place,This place is incredibly tiny.,1
room,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",1
bottles of wine,bottles of wine are cheap and good.,3
plates,The food looked very appetizing and delicious since it came on a variety of fancy plates.,3
served,They are served with a free appetizer and the portions are perfect for lunch.,0
customer service rep,Asked the customer service rep.,0
Office programs,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,0
taste,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",3
owner,"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.",3
Value,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",1
built in camera,The built in camera is very useful when chatting with other techs in remote buildings on our campus.,3
bar,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",0
atmorphere,I love the atmorphere @ peep!,3
Spicy Fried Clam Rolls,Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.,3
Pam's special fried fish,We had Pam's special fried fish and it was amazing.,3
wait,"Yes, there might be a wait if you have no reservations.",1
sandwich,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",0
pita,"we did notice however, that some tables had what looked like pita instead of naan.",1
seated,"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",3
server,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",3
place,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",3
service,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",1
waiting,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,1
gaming,And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,3
entrees,"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",3
delivery time,"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",1
USB,I eventually did the migration from my iMac backup disc which uses USB.,0
right speaker,The right speaker did not work.,1
apps,"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",3
lava cake dessert,The lava cake dessert was incredible and I recommend it.,3
cd drive,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,0
hot dogs,"Try the hot dogs too, they're snappy and delicious.",3
rolls,Mizu is home to creative and unique rolls not to found anywhere else.,3
brunch,"Great for groups, great for a date, great for early brunch or a nightcap.",3
salad,They couldn't even make a salad that was appealing.,1
battery,The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,1
spices,"Delicate spices, onions, eggs and a kick-ass roti.",3
avocado,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",1
HP Technical Support,Spent 2 hours on phone with HP Technical Support.,0
Indian dining experience,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,3
fried chicken,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",0
service,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",1
Deliveries,Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,1
disc drive,I had it four months when my disc drive refused to open.,1
menu,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",3
dinner,I have been to spice three times- twice during lunch and once at dinner.,0
call center,"No luck, although I waited for hours on the phone-Visited MacHouse, they stated the their call center is down due to too many phonecalls (difficult to believe).",1
service,"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPO - owes a me a couple",3
food,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",3
music,"Ambiance and music funky, which I enjoy.",3
food,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",3
mussels in spicy tomato sauce,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",3
tip,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",1
food,The food here does a great service to the name (Cantonese that is...).,3
lunch,The prices are about $9 for an entree for dinner and even less for lunch.,3
Photoshop,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",0
tramezzinis,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",3
hostess,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",3
portability,"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).",3
dishes,"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",3
budget,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",3
dumplings,"For appetizers, I recommend the shrimp fritters and dumplings.",3
hardware,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,1
fan,the i3 processor doesn't seem to run hot and the fan rarely turns on.,3
zucchini blossoms,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",3
motherboard,"My friend just had to replace his entire motherboard, so did my wife, and it looks like I will have to as well.",1
combined touch pad and clicker,The much lauded combined touch pad and clicker is a nightmare.,1
lettuce,Although we were looking for regular lettuce and some walnuts the salads we got were great.,0
USB wireless card,"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.",0
atmosphere,The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.,3
charge,Later it held zero charge and its replacement worked for less than three months.,1
wait time,less wait time for me!,3
traffic noise,"It is set far from the small street it's on, and there is no traffic noise.",3
hard drive,They replaced my hard drive as well as my mother board.,0
battery,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,1
waiting,"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",1
Food,"Food was very good, but not what I would consider out of this world.",3
fish,The fish was not fresh and the rice tasted old and stale.,1
candles,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,3
ingredients,"The crust is thin, the ingredients are fresh and the staff is friendly.",3
hard drive,This just keeps having it's hard drive replaced!,1
staff,The staff is courteous and friendly.,3
malai tikka wrap,we split a tasty vegetable samosa and the malai tikka wrap.,3
food,"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.",3
Salads,Salads were fantastic.,3
Internet focused activity,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",0
food,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",0
glass of beer,"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",0
Win XP,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",0
display,The display is beyond horrible.,1
bar,We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.,0
service,"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.",3
cheese,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,3
keyboard,The keyboard is top notch.,3
food,"From the appetizers we ate, the dim sum and other variety of foods, it was impossible to criticize the food.",3
customer support,3) Horrible customer support,1
little dishes,"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).",1
dessert,The banana tower is an amazing dessert as well.,3
use,Keyboard good sized and wasy to use.,3
battery,"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.",1
portions,Be careful of portions - they're HUGE.,3
money,Your money could easily be better spent elsewhere (Anywhere).,0
brunch,"I have been here a few times for dinner, once for brunch and twice for lunch.",0
decor,"Excellent dumplings served amid clean, chic decor.",3
service,"The service, however, was a bright flower in a garden.",3
people,The people that work there are always so friendly you forget you are in New York sometimes.,3
sea urchin,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",3
quality,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",1
parathas,The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,3
HD,"Bigger HD, better graphics card, and a bid HD.",3
update,"We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",1
loads,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",3
lunch,The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,1
build quality,"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",1
iBook backup,( The iBook backup also uses a firewire connection).,0
ambience,The ambience is authentic and relaxing and we have always received attentive and prompt service.,3
staff,Winnie and her staff are the best crew you can find serving you.,3
canned vegetables,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,1
applications,"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",3
pizza,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",3
choices per course,We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,0
indian food,"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",0
table,We were told that they were booked solid and no other table was available.,1
kalbi,kalbi and nebbiolo do work together.,0
dim sum servings,The dim sum servings here are a bit larger than I'm used to.,0
fat,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",1
food,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",3
menu,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",0
mimosas,We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,3
warranty,"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",1
food,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",3
dinner,"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",3
Photoshop,I was also able to install and use my Photoshop and AfterEffects programs easily.,3
sushi,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",3
charged,They only stay charged a little over an hour.,1
CD burners,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",3
battery life,It has a lot of memory and a great battery life.,3
dinner,"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.",3
wasabi,The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,3
DVD drive,"The DVD drive randomly pops open when it is in my backpack as well, which is annoying.",1
support line,I did not have to call the support line at all.,0
Crispy Duck,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",3
service,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",1
meal,I recommend this place to everyone who asks me where to go for a good meal.,3
selection,The selection changes frequently but the basic dishes are always available.,0
plastic forks,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",0
food,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",1
slice,Joe's Pizza used to have the best slice until this pizzeria opened up.,3
food,The price was extremely reasonable for the appetizers and food we ate.,3
outdoor chairs,"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",3
spice,BE CAREFUL before you request extra spice.,0
priced,Pair you food with the excellent beers on tap or their well priced wine list.,3
table,"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",1
drinks,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",3
dinner meeting,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,0
USB connect,"I had a USB connect but, i can't use it because it is not compatible.",1
thin-crust pizza,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",3
extended warranty,The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,0
services,I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,1
subwoofer,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",3
size,"I dislike the weight and size, cubersome.",1
operation,"From the get-go, the M6809 was unsteady in its operation;",1
wireless card,2.The wireless card is low quality.,1
sushi,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",0
screen,"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!",0
food,The food is tasty and portion sizes are appropriate.,3
entrees,The menu is very limited - i think we counted 4 or 5 entrees.,1
soud,"The image is great, and the soud is excelent.",3
Pizza,Pizza here is consistently good.,3
atmosphere,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,3
thai cuisine,I would definitely recommend SEA if you like thai cuisine!,3
house salad,We also had shared a house salad that was fresh.,3
design,"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",3
food,"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",3
course,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,0
table,And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,0
steak,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",3
staff,"Friendly and informative staff, very attentive and prompt raw bar service.",3
Appleworks,"First, you ll discover that the word processing program known as Appleworks rarely translates perfectly on anyone else s computer, if it translates at all.",1
food,The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.,3
video card,"this is my second one and the same problem, bad video card unreliable overall, this will be my second time returning this laptop back to best buy.",1
porcini mushroom pasta special,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",1
charger unit,Not to mention sometimes the whole charger unit will decide not to work entirely.,1
tuna sandwich,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,1
food,Service was good and food is wonderful.,3
