text,Flag_Waving,Slogans,Doubt,Conversation_Killer,Loaded_Language,Causal_Oversimplification,Obfuscation-Vagueness-Confusion,Appeal_to_Fear-Prejudice,Straw_Man,Appeal_to_Popularity,Appeal_to_Hypocrisy,Name_Calling-Labeling,Exaggeration-Minimisation,Whataboutism,Appeal_to_Authority,Guilt_by_Association,Repetition,Red_Herring,False_Dilemma-No_Choice,label
"Meanwhile, Britain has a steadily lengthening record of admitting jihad preachers without a moment of hesitation.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
"In the meantime, it’s important to prevent oneself from contracting the virus. Unfortunately, health care workers are at the greatest risk as they try to cull the suffering: which is why they will be the first to get the experimental vaccine. For their sake, let’s hope it works better than this year’s flu vaccine.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True
"I am not saying that such a case has been proven. Rather, what I am saying is that this hypothetical imperfect council could determine that it has been proven and act accordingly, and that the Church would judge any resulting deposition of Bergoglio in the same manner it judges the deposition of Benedict IX.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"No one can say this is not what this is. The Sharia is being implemented in the United Kingdom and the Muslims are ready to seek total control. The latest evidence of that fact is the suspension of a firefighter who simply voiced his support for the English Defence League's founder, Tommy Robinson.",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,True
Austrian bishop forcefully rejects German Bishops’ idea of blessing homosexual unions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"That’s not enough. Ghost guns are already a problem; they are used not just by lone shooters but as part of criminal enterprises. Releasing instructions for their manufacture, which now only circulate on the dark Web, will lead directly to the loss of more innocent lives. The administration should stop the State Department from going ahead with this foolhardy move, and Congress should act to plug the loopholes that these guns are designed to take advantage of.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
Cruz then went on to call the situation a tragedy and said that if a jury of her peers finds she did something wrong then Guyger should suffer the consequences.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
That’s almost three decades of silence — three decades when memories can grow cloudy and recollections can change.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
____________________,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"“It certainly has brought us no closer to the truth,” Hatch added. “Anonymous letters with no name and no return address are now being treated as national news.” Taking a shot at Stormy Daniels attorney Michael Avenatti, Hatch said “porn star lawyers with facially implausible claims are driving the news cycle.”",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"How else to describe the decision by Big Brother USA and junior sidekick South Korea to stage major air force exercises on North Korea’s border. The prickly North Koreans had a fit, of course, as always when the US flexes its muscles on their borders. Continuing South and North Korean peace talks scheduled this week were cancelled by the furious North Koreans. The much ballyhooed Singapore summit between US President Donald Trump and North Korea’s Kim Jong-un is now threatened with cancellation or delay.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
Here are the six states where the legislatures have already passed—or the governor has already issued an executive order implementing—“red flag” laws:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The Guatemalan operation was brilliant and ingenious. The CIA officials were secretly honored for protecting “national security” by removing President Arbenz from office and replacing him with a pro-U.S. military general. Tracy Barnes, one of the CIA officials responsible for the operation, was awarded the Distinguished Intelligence Medal, the CIA’s second-highest medal.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
A Texas mother’s teenage son was allegedly attacked at a Whataburger for wearing a MAGA (Make America Great Again) hat. The mother posted the video of the incident on Facebook as evidence of her claims.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
"#EbolaDRC: This news gives me pause. ‘s latest update says there are 2 probable cases at Wangata, which is adjacent to the provincial capital, Mbandaka. Population of Mbandaka = 1.2 million. pic.twitter.com/RVVO15m2F9 — Helen Branswell ( ) May 14, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"It's hard to know if it was during planet formation or after the planet formation process, Fraser said during the show. ""Certainly, more collisions happen while planets are growing than afterwards, so that’s a very good guess. But unfortunately we can’t get a high-resolution image of this thing to see what kind of crater is on it that might be attributed to the collision that caused it to start tumbling.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"In his latest public slam at Attorney General Jeff Sessions -- who, citing his involvement with the Trump campaign, recused himself from the investigation last year, paving the way for the appointment of special counsel Robert Mueller -- Trump said he would have ""quickly picked someone else"" had he known about the recusal.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"My emergence from The Matrix began with Thurmond’s pat on my shoulder. It grew with my time at the Wall Street Journal when I learned that some truthful things simply could not be said. In the Treasury I experienced how those outside interests opposed to a president’s policy marshall their forces and the media that they own to block it. Later as a member of a secret presidential committee, I saw how the CIA attempted to prevent President Reagan from ending the Cold War.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Looking back and carefully examining his record, Jorge Bergoglio’s mastery of using the weaknesses of morally compromised men is becoming evident. It is arguable that even the members of the so-called “San Gallen Mafia” who apparently conspired to put him on Peter’s throne were used by him. But he is also a master of judging an audience and telling them what they expect to hear; a key skill for all grifters and confidence tricksters.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"But the Trump administration has spoken out on other countries where the people want their independence. Remember the Kurds? How about the people in the Catalan region of Spain? No support for those people, and why? Cause it's not part of the agenda.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Fox News obtained the memo prepared by the House Judiciary and Oversight committees, which lays out key interim findings ahead of next week’s hearing with Justice Department Inspector General Michael Horowitz. The IG, separately, is expected to release his highly anticipated report on the Clinton email case later Thursday. The House committees, which conducted a joint probe into decisions made by the DOJ in 2016 and 2017, addressed a range of issues in their memo including Clinton’s email security. “Documents provided to the Committees show foreign actors obtained access to some of Mrs. Clinton’s emails — including at least one email classified ‘Secret,'” the memo says, adding that foreign actors also accessed the private accounts of some Clinton staffers.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"“The Chilean Archbishop conference told him to revoke this appointment. He received petitions and letters and calls, yet, ignored them all,” she said.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
They’re neither “far-right” nor “Islamophobic”; they’re just factual.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"“This isn’t a radical departure for CIA,” Greenwald added. “After all, Haspel did this under George Tenet. At the time, John Brennan – who became Obama’s CIA director – was an advocate of rendition & other torture methods. And Pompeo was fine with black sites. Still notable: she’s an actual torturer.”",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,True
"EDL leader Tommy Robinson, meanwhile, criticised the decision and said Ms Geller and Mr Spencer were coming to the UK to lay flowers at the place where Drummer Rigby died.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Not even one,” he wrote on Twitter.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
"“The cooldown… [is] a periodic event during which the Sun’s magnetism diminishes, sunspots form infrequently, and less ultraviolet radiation (UV) makes it to the surface of the planet,” researchers noted in a statement earlier this week, adding that “the event is triggered at irregular intervals by random fluctuations related to the Sun’s magnetic field.”",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"A government statement released Tuesday states that the Ministry of Health has ""taken all necessary measures to respond promptly and effectively to this new epidemic of Ebola in the DRC's national territory"".",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Yes, that’s what it said.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Then suddenly, those illegal aliens claimed they were being denied an opportunity to file for asylum or were not receiving due process. They filed a case in the Federal courts and were assigned to a Kritarch, Patti Saris, who apparently thinks she runs immigration policy, even after aliens have had their day in court. Saris thinks she can usurp the Constitution of the United States based on her whims regarding immigration policy.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,True
"Of course, Trump has inherited a problem that has existed for several administrations, both Republican and Democrat, for decades.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"ICE deportation officers carry out targeted enforcement operations daily nationwide as part of the agency’s ongoing efforts to protect the nation, uphold public safety, and protect the integrity of our immigration laws and border controls.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
"If you are not on our email list, please sign up here.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Ellison’s congressional office did not immediately return a request for comment.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Martin thus revels in smug certitude that the future of the universal Church is in the hands of legions of intrinsically disordered homosexual bishops and priests and their homosexual successors, who will perpetuate an existing worldwide homosexual network, and that there is absolutely nothing we can or should do about it.",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,True
Federation: Spain – Castile Burgos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Whom do you consider to be the most corrupt Democrat Politician? * Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"I care little for the Saudi government as they help push Sharia and is the land where many of the 9-11 hijackers came from. The Iranian government I care for even less, but out of each of those, which one should America have dealt with militarily following 9-11? Both, if you're going to go by information that we have a record on.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"AJHS will claim that it is only offering different perspectives. But when it comes to Israel, there’s only one perspective.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Perhaps one of the good effects to come from Fr. Weinandy’s persecution will be to demonstrate how a pastor of the Catholic Church is supposed to act. As my friend said, maybe “it’s going to become harder and harder for men of conscience and position to sit on the fence,” assuming there are any left.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
10 Also Known As Messier 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"A law enforcement official told The Associated Press in October that Paddock bought 1,000 rounds of tracer ammunition from a private seller he met at a Phoenix gun show three weeks before the shooting. The official spoke anonymously because they weren't authorized to disclose case information.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Thus, we clearly gauge that there is no disgusting and venomous level to which the Left will not stoop in its destructive agenda. Yes, Frontpage editor Jamie Glazov has had his ban lifted at Facebook, but this is clearly only a brief reprieve for him on that platform -- and it is only, obviously, a very tiny space in the Stalinist Left's war on America and on everything on which it stands.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
"That power allows him to direct officials where to focus their resources or to fire them when he chooses, as Trump did when removing James B. Comey as FBI director last year. That firing, however, led to Mueller’s appointment as special counsel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"None of these statements can be backed up by facts. The facts refute their arguments, but beyond that, the Second Amendment recognizes the right to keep and bear arms is a right given to us by our Creator, not a permission we gain from government.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Take this quotation of Pius XII, for example, speaking in 1931 when he was still Monsignor Pacelli, serving as Pius XI’s Secretary of State:",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"As it is, the death penalty as administered by society must be viewed against the backdrop of divine revelation if it is to make any real sense. When Catholic society puts a man to death, it terminates only his temporal life on earth, catapulting him into eternity for his final judgment before almighty God. Suffering the penalty not only allows the criminal to render expiation to God and to society, but if accepted in Christ’s grace with due repentance, it preserves his soul from hell and eliminates much of his purgatory. If his contrition is perfect, it’s conceivable that he could go straight to heaven! In any case, neither he nor society is any longer burdened with the guilt of his wrongdoing.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Well, for Ms. Monahan, perhaps that could be asked, but not for Amy Alexander. That report was filed more than a decade ago.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"In 2013, Obama began bringing into the US literally over a hundred thousand people, mainly below age 21. They were bused, flown, and met at the US border with Mexico by the Department of Homeland Security under the direction of Obama to do so. Since most of them were adolescents and older teenagers they could not be set free, thus Obama ordered various military bases to house these children.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Second, the collapse of the Soviet Empire and USSR removed the party's great unifying cause from Eisenhower to Bush I—the Cold War.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
Andrew Welsh-Huggins/AP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"However, here are the new rules released by the White House Press Office.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Writes Fr. Weinandy: “I could hardly believe that this just happened in a matter of a few minutes. But there was no longer any doubt in my mind that Jesus wanted me to write something. I also think it significant that it was an Archbishop that Jesus used. I considered it an apostolic mandate.”,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"It is the DRC's ninth known outbreak of Ebola since 1976, when the deady viral disease was first identified in then-Zaire by a Belgian-led team.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Clearly, she was speaking of all black people and not being specific to Holder or Booker as they look nothing alike. The only thing the two of them have in common is that they are criminals and have black skin. Clinton's comments were clearly racist, and those fawning over her during the interview laughed it up right along with her.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Nevertheless, using their standard contemptible, obstructionist tactics, the Democrats opposed to Judge Kavanaugh happily seized on the unsubstantiated allegation of teen sexual misbehavior in high school to assassinate Judge Kavanaugh’s character. They have done so in the face of Judge Kavanaugh’s lifetime record of stellar public service, multiple background checks producing no evidence of sexual misconduct, and the letter written by the 65 women, who knew him when he was in high school and thereafter and who signed their names to a ringing endorsement of his good character.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
White House Restores CNN Acosta’s Pass But Imposes Strict Conduct Rules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Please read, if you care about my mother please share.I love you momma, you wont have to stand... Posted by Austin Aslim Monahan on Saturday, August 11, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"BREAKING: Court documents say man arrested at New Mexico compound was training children to commit school shootings. — The Associated Press ( ) August 8, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Clinton also said that he did not regret his decision to fight impeachment, and noted that he left the White House $16 million in debt from his defense.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
But the plaintiffs in the suit and their backers argue that the program’s popularity shouldn’t matter in the face of Supreme Court rulings such as McCollum v. Board of Education in 1948 that have banned public schools from initiating or sponsoring religious activity. The suit alleges that the lessons in the Mercer schools are similar to what a child would hear in Sunday school and that they advocate the Ten Commandments and treat stories in the Bible as historical fact.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Las Vegas Shooting: A THIRD Timeline Emerges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"So far, the plague has claimed 57 lives and infected more than 680 others. These figures are from October 12, however, and the disease is spreading rapidly. An estimated 329 of these cases and 25 of the deaths were in the capital city of Antananarivo. Of the 684 cases reported as of October 12, 474 were the pneumonic plague, 156 bubonic and 1 septicemic plague. A further 54 were unspecified, according to the World Health Organization. Of Madagascar’s 114 districts, 35 have reported cases of plague, including at least 10 cities.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Cardinal Pietro Parolin, the current Secretary of State, was also complicit in covering up the misdeeds of McCarrick who had, after the election of Pope Francis, boasted openly of his travels and missions to various continents. In April 2014, the Washington Times had a front page report on McCarrick’s trip to the Central African Republic, and on behalf of the State Department no less. As Nuncio to Washington, I wrote to Cardinal Parolin asking him if the sanctions imposed on McCarrick by Pope Benedict were still valid. Ça va sans dire that my letter never received any reply!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebola is one of the world's most notorious diseases, being both highly infectious and extremely lethal.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
Did Oakland Mayor Tip Off La Raza to ICE Raid?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Where in our Church are the leaders who can show us the right path? Where are the bishops courageous enough to cut out the cancerous growth of modernist theology that has implanted itself and is festering within the celebration of even the most sacred mysteries, before the cancer spreads and causes even greater damage? What we need today is a new Athanasius, a new Basil, bishops like those who in the fourth century fought courageously against Arianism when almost the whole of Christendom had succumbed to heresy.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"43 Autonomy of life, a constant prerequisite for maintaining juridical autonomy, must be constantly verified by the Federal President who, when in her judgment a monastery lacks autonomy of life, must inform the Holy See in view of the nomination of an ad hoc commission.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
Hungarian Prime Minister Viktor Orban who has been at the forefront in Europe in standing against illegal immigration and the invasion of Muslims into his country has called for a global alliance to stand against the migrant invasion.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
"In response, Kavanaugh labeled Swetnick's salacious allegations ""ridiculous and from the Twilight Zone.""",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
President Trump Orders FBI Investigation Into Kavanaugh Following Democrat Temper Tantrum,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"That led to Mueller’s appointment as an outside investigator, not loyal to Trump",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Dr. Robert Fastiggi and Dr. Dawn Goldstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Distributed by Tribune Content Agency, LLC.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Globalist billionaire George Soros is backing attorney’s who are helping the Central American migrant caravans that are headed to the United States border with the intent of entering under the guise of seeking asylum.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Powell should not be at the NSC, where she replaced K.T. McFarland, who was qualified for the job, at the behest of H.R. McMaster. But every job for Powell is a stepping stone to the next one. And the one she has her eyes on now would be an even bigger disaster.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"On Monday, the sun spit out a slew of charged particles in a moderate solar flare. These particles are now making their way towards Earth. The planet’s magnetic field will block most of the particles, but some will make it into Earth’s atmosphere. The particles collect at the north and south poles and interact with atmospheric gases to create the aurora borealis or the Northern Lights. And some say this show could be quite spectacular.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
© AP Photo / Abbas Dulleh Ebola-Like Marburg Virus Kills Two People in Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Congress must investigate and act.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
"We hear again, as we did incessantly from the Kasperians at the Synods, about the hard case of the poor, poor woman who has been abandoned by the first husband, and who “finds no other way out than to entrust oneself to a kind-hearted person,” … with whom, I guess, she has also no choice but to have sexual relations. Because of kind-heartedness.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"“In treasuring this gift of priestly celibacy we need to recognize more clearly the intimate link between the Ministerial Priesthood and the reality of the Eucharist. If the Mass were ever reduced in our minds to being merely a commemorative meal and the priest as only a community leader or functionary, then the celibacy of the Catholic Priesthood might seem extravagant.”",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
Add the internet and you get a perfect storm of sociology stupidity.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Midweek, Erdogan exploded: ""(The Americans) tell us, 'Don't come to Manbij.' We will come to Manbij to hand over these territories to their rightful owners.""",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"The outbreak of the black plague in Madagascar has so far killed 97 people, and doctors are warning that it will be continuing to spread and worsen, meaning no one is safe. Health officials say the disease, which contributed to the deaths of more than 50 million people in Europe during the Middle Ages, has spread from rural areas to the more urban areas not usually affected. Hundreds of cases are reported on the tropical island every year, but experts are warning the epidemic is “much more dangerous” than in previous years.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,True
All of the targets in this operation were amenable to arrest and removal under the U.S. Immigration and Nationality Act.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"In July 2010, the Anti-Defamation League (ADL) condemned Ruiz’s AMANA for posting what the ADL called a “venomous” anti-Semitic Duke video onto the group’s official website. AMANA is currently promoting another anti-Semitic Duke-produced video, on the AMANA site. The President of AMANA, Sofian Zakkout, has referred to Duke as “David Duke, a man to believe in!”",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Never underestimate the power of the swamp's spite.,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
Date when erected: 1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Even if church laws already existed to hold bishops accountable for their priests’ behavior, those strictures were not enough, O’Malley said in 2014. “There are, theoretically I guess, canons that could apply here, but obviously they have not been sufficient,” he said.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Four members of the commission had met with Cardinal O’Malley in 2015, conveying their objections to Francis’s 2015 appointment of Barros as bishop of Osorno.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The world is changing. NATO and the EU are showing their age. Nationalism, populism and tribalism are pervasive on the Old Continent. And America's willingness to bear the burden of Europe's defense, as they ride virtually free, is visibly waning.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
6. Affirm Sharia’s Assault on the U.S. Constitution as Seditious.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The letters, both dated Tuesday, claim that both activists have fallen within the scope of a list of unacceptable behaviours by making statements which may ""foster hatred"" and lead to ""inter-community violence"" in the UK.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Starting with the US embassy seizure and hostage crisis, Trump described Iran’s crimes and acts of war against America in greater detail than any of his predecessors ever did.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"In comments to reporters and on Twitter, President Trump has been blasting Strzok and Page for months over their inappropriate behavior. Ditto for former FBI Director James Comey and one of his deputies, Andrew McCabe. Trump fired Comey in May 2017 and Attorney General Jeff Sessions canned McCabe in March. Page left the FBI in May and Strzok got the axe last month.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
This news will likely be well received by the Jean family as well as the activists who have been calling for justice for Botham since the beginning.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Trumpism is not a detour, after which we can all get back on the interstate to the New World Order.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
"This charade must come to an end. No more extensions for Ms. Ford to come forward and testify. If Ms. Ford does not follow through with her agreement to testify in an open Senate Judiciary Committee hearing this Thursday and do so upon the conditions set by the committee, she should go home while the committee proceeds to an immediate vote on Judge Kavanaugh’s nomination. If Ms. Ford and Judge Kavanaugh do testify, the senators deciding on whether to confirm Judge Kavanaugh as well as the American public following the testimony must remember one cardinal rule. In a nation guided by fairness and law, a person is innocent until proven guilty. Sadly, many of Judge Kavanaugh’s haters have thrown that rule aside.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
PROOF: The LVMPD And FBI Failed To Catalog At Least One Deceased Las Vegas Massacre Victim As Death Toll Rises,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
What is Pope Francis’ commission on sexual abuse?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Are we about to see a serious shakedown in all of this? Time will tell, but I remain skeptical, as in the end, all we ever get is excuses rather than justice.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
China said on Thursday it has not found any trace regarding what the United States described as abnormal sound and pressure reported by a US government employee in China. The employee was diagnosed with a brain injury.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
date when erected: 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Carlson cited Dr. Robert Epstein, a social scientist and an expert on Google, who has said, in Carlson’s words, “Google alone could determine the outcome of almost any election just by altering its search selections and we would never know it.”",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,True
"“The rules in Florida are f***ed up. Alright? This is a f***ed up ass state. It’s a cracker state,” Smith says, explaining that a progressive agenda cannot pass and using a racial slur against white voters.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
But there is one thing Barack Obama has on all competitors: treason.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
"This is not easy; the U.S. Constitution protects publishers, journalists and whistleblowers. Assange’s crime is to have broken a silence.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The Daily Mail reported that one diplomat described being jolted awake in a Havana hotel room by a grinding, blaring cacophony. When he moved a few feet across the room, the noise stopped. When he got back into bed, the agonizing sound hit him again; as if, he told doctors, he had walked through some invisible wall cutting straight down the middle of his room. Whether they heard anything or not, the consequences have been unmistakable — symptoms ranging from nosebleeds, nausea, dizziness and severe headaches to mild brain damage and permanent hearing or memory loss. Oddly, as soon as some of the victims left Cuba, they stopped hearing noises. –SHTFPlan",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"This federal judge should know what the Constitution actually says and should have tossed this frivolous lawsuit in the trash where it belongs. Instead, he is demonstrating he is not even fit to sit on the bench, and the attorney generals of each of these states are demonstrating they are not fit to be in the office they are in.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Gilani told TheDCNF the brothers were trying to use the life insurance policy as leverage to persuade her to sign a power of attorney giving them access to “assets of my late husband in Pakistan,” which were much more valuable than the $50,000 policy.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Watson then went on to be happy that President Trump backed him up on his comments about the video. Take a look, and as always, PJW is hilarious in his presentation.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Date when erected: 1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Hey, remember five minutes ago when Pope Francis shouted at a reporter in Chile that there was “no evidence” supporting complaints against his good friend Bishop Juan Barros? And, just for good measure he accused the people accusing him – victims of sexual abuse by Barros’ mentor, the convicted sex-predator Karadima – of committing “calumny”? [1] And remember when Cardinal O’Malley told the pope off in public over the “pain” these accusations had caused the victims of sexual abuse? And then remember how the pope had apologised-except-not-really because the accusations are, after all, still lies, and that there’s still “no evidence” against Barros…?",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"“Why is it so easy, Theresa May, to jail Tommy Robinson, but so difficult to do anything at all about the monstrous crimes committed in the name of Islam all over this country every day? Why?” Waters asked.",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,True
"It was the victory of Islamic law over Western law, sharia over freedom.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
