target,text,label
"There are severe side effects of the COVID-19 vaccines, worse than having the virus.","Hello please if you have taken the COVID vaccine, what are the side effects ?",0
"Lack of confidence in Doctors / Scientists, due to some Scientists explaining why the HPV vaccine is unsafe, the Gardasil creator saying the vaccines are just as dangerous as HPV, children being given too many vaccines, or science / Doctors supporting or explaining the safety and efficacy of HPV vaccines.",Do not let the doctors give your child the Gardasil vaccine. Way too many people have been hurt by it ,2
The COVID-19 vaccine causes Bell's palsy., : I get enjoyment out of cooking and cleaning for my boyfriend. If taking care of your partner like you do yourself isn’t…,0
Aliens are allergic to the COVID-19 vaccine.,Queensland reports four allergic reactions to COVID-19 vaccine in past 48 hours ,1
The COVID-19 vaccine can cause autism.,Imagine being on the autism spectrum and someone telling you that you shouldn't take the covid vaccine because vaccines likely caused your autism. Imagine the person telling you this being your own mother. I can't stop thinking about this. I feel sick.,3
Homeopathic / Oriental medicine / alternative medicine / naturopath may Be Alternative to COVID-19 Vaccine.,"- VAERS data is being scrubbed, to be fraudulent and misrepresent reality - Under 18years Old should not have access to vaccine - Allopathic: Ivermectin, HCQ &amp; Budesonide…. All Real Doctor approved COVID-19 alternative treatments - Homeopathic: Vitamin D, A, C &amp; Dandelion Root",2
The COVID-19 vaccine can increase risk for other illnesses.,The vaccine does NOT stop COVID transmission,1
Homeopathic / Oriental medicine / alternative medicine / naturopath may Be Alternative to COVID-19 Vaccine.,"I just got my first dose of the HPV (Gardasil 9) Vaccine, Hepatitis A &amp; B (Twinrix) Vaccine, and the Pneumonia (Pneumovax-23) Vaccine. And in 2-3 weeks I'll get the first dose of the Pfizer COVID-19 Vaccine. I'm happy these medicines are available. &amp;free (FOR NOW AND NOT LONG)",3
The COVID-19 vaccine can cause COVID-19 because it contains the live virus.,Fact: The Covid-19 vaccine will kill some people #socialcontrol #covidvaccine,1
The COVID-19 vaccine can increase risk for other illnesses.,thinking of the covid vaccine side effects.,1
"Casting doubt about published research of HPV vaccine, such as Media and Science journals being ""bought"" and not publishing info about lack of HPV vaccine safety, it being hard to find ""independent"" research, Doctors or Scientists not telling the truth about HPV vaccines, or disputed information.","hpv vaccine Michele Bachmanns HPV Vaccine Safety and Retardation Comments Misleading, Doctors Say !",1
Natural immunity last longer and is better than vaccine-induced immunity.,Are There Systems For Tracking COVID-19 Immunizations? ,1
The COVID-19 vaccine causes people to test positive for COVID-19 because the vaccine contains virus.,Does every person need to get the COVID-19 vaccine?,1
The immune system overreacts to COVID-19 after taking the COVID-19 vaccine through antibody-dependent enhancement.,"(CMR) Two health care workers in Juneau, Alaska, had adverse reactions after taking the COVID-19 vaccine earlier this week. Both have fully recovered after receiving treatment. ",1
The COVID-19 vaccine can increase risk for other illnesses.," When will people with chronic disease (diabetes, heart disease, etc) that increase their risk of severe illness or death due to COVID-19, get the vaccine? When will they get the vaccine? ",1
The immune system overreacts to COVID-19 after taking the COVID-19 vaccine through antibody-dependent enhancement.,It’s just a coincidence that the COVID-19 mutated to a new strain after the release of the vaccine.,1
Pharmaceutical companies hide cancer cure and release HPV vaccine.," Yet another idiot conservative #Antivaxxer deliberately using lies, exaggeration and obfuscation to hide the truth that the #Gardasil vaccine is defined as 'very safe' by the and prevents horrible cancers (cervical, penile, anal) which are caused by HPV infection.",3
"Vaccines alter the immune system of a child, such as causing cytokine storm where the immune system attacks the body, especially in young women, girls, and unborn children where the vaccine was designed to destroy their immune systems."," HPV vaccine kills and disables more young girls than the presumed cancers it was designed to prevent. No knowledgeable mother will allow its use for the wholesale DAMAGE it has done to so many. Profits, phooey. ",2
"HPV vaccine Gardasil is a fraud, it causes the very thing it is supposed to prevent: cancer. The vaccine probably CAUSES more cervical cancer than it purports to prevent because those vaccinated show a higher incidence of cervical cancer.","FDA approves HPV vaccine to prevent head and neck cancers The FDA approved the use of Gardasil 9 to prevent certain head and neck cancers June 12. Gardasil 9 is a vaccine used to prevent cervical, vulvar, vaginal and anal cancers caused by the ... ",3
"HPV vaccine Gardasil is a fraud, it causes the very thing it is supposed to prevent: cancer. The vaccine probably CAUSES more cervical cancer than it purports to prevent because those vaccinated show a higher incidence of cervical cancer."," Yeah - hahahhahaha. 1) Gardasil is supposed to prevent cervical cancer, not ""vagina"" cancer. 2) It's not been proven to do any such thing. 3) It's leaving a trail of misery and death in it's wake.",2
"The HPV vaccine was recalled or banned in many countries, such as being ""proven unsafe"" in Europe.", You haven't proven the safety of the HPV vaccine. You linked a study of a handul of people. Why have countries banned it if it is safe?,2
"The HPV Vaccine is unsafe because of risks of adverse events, such as death, injuries, infertility, paralysis, seizures, cervical cancer, mental retardation, loss of vision, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).","#HPV #Vaccine Safe, Effective for Kids. The HPV vaccine is Cancer Prevention! ",3
More people will die as a result of a negative side effect to the COVID-19 vaccine than would actually die from the coronavirus., The irony of the whole thing is these people pushing fake news about coronavirus protections and not taking the vaccine are just making the whole thing twice as bad and more ppl will die as a result.,3
Governments hide vaccine safety information.,New study: Vaccine Manufacturers &amp; FDA Regulators Caught Hiding Risks of HPV Vaccines New Documentary: Watch: The… ,2
Ivermectin and vitamins are alternatives to the COVID-19 vaccine.,Court says doctors may use ivermectin for Covid-19 #Ivermectin #covid #coronavirus #vaccine,2
Bill Gates admitting Covid-19 vaccine is unsafe.,"Bill Gates receives first dose of COVID-19 vaccine; thanks scientists, trial participants ",3
The COVID-19 vaccine can increase risk for other illnesses.,So does the Coronavirus vaccine protect you from the new strand that’s out?!,1
The COVID-19 Vaccine is unsafe because the virus is not from nature. It's a bioweapon from PLA's lab.,"China's unorthodox and somewhat risky approach in developing COVID-19 vaccines appears to have paid off. The Sinovac/Sinopharm vaccines work, are WHO approved, and production capacity is rapidly improving. ",3
The COVID-19 vaccine can cause COVID-19 because it contains the live virus.,"Even if you have had COVID-19, you still can benefit from receiving the COVID-19 vaccine. ",1
"Lack of confidence in Doctors / Scientists, due to some Scientists explaining why the HPV vaccine is unsafe, the Gardasil creator saying the vaccines are just as dangerous as HPV, children being given too many vaccines, or science / Doctors supporting or explaining the safety and efficacy of HPV vaccines."," : #JuradoCabron y tal... Siempre la misma canción, siempre la misma canción... #COAC2015",3
Not getting the HPV vaccine isn't putting others at great risk if you aren't promiscuous.,HPV is a problem for a minority of promiscuous women. Why should all boys have to take the risk of vaccination? ,2
No vaccine has ever been thoroughly safety tested against a placebo., None have been tested for carcinogenic or mutagenic potential. The only one that has been properly studied for safety with a placebo was Gardasil-9. The results were . Well. Yikes. I'll attach below. ,2
Natural immunity last longer and is better than vaccine-induced immunity., How covid vaccine could destroy your immune system. WHO deleted ‘natural immunity’ from their website ,2
The COVID-19 vaccine should not be taken by people who are allergic to eggs., جایی گفتم کل کشور؟! از شهر خودمان دارم حرف می‌زنم. ولی بعیده بقیه‌ی کشور هم سوت و کور بوده باشه و کار و کسب کساد بوده باشه تو این‌ روز. شهر ما یه شهر کوچیک و بدون امکانات خاصه و به راحتی میشه اینجور چیزا رو توش تشخیص داد. تو یک ساعت میشه کل شهر رو گشت.,1
"Unfounded Worry about HPV vaccine ingredients, such as aluminum adjuvant and borax.",Good Information. Parents' Worries About HPV Vaccine on the Rise: Study ,3
"COVID-19 Vaccines are gene modifying injections which make children's immune system attack organs, including brain and will kill you.",Dr. Juelson discusses the COVID-19 vaccine trials for children. ,0
People should be free to choose against COVID-19 vaccination because an effective vaccine will protect you from Covid whether the people around you are vaccinated or not.,"„Any vaccine against Covid-19 should be patent-free, produced at scale and made available at no cost to people everywhere ...“ ",0
Natural immunity last longer and is better than vaccine-induced immunity., : mdrr tout ceux qui vont en soirées clandestines imaginez vos uber ils vous dépose direct au commissariat,2
The COVID-19 vaccine causes people to test positive for COVID-19 because the vaccine contains virus.,Are you taking the covid-19 vaccine?,1
"The HPV Vaccine is unsafe because of risks of adverse events, such as death, injuries, infertility, paralysis, seizures, cervical cancer, mental retardation, loss of vision, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).",An updated review on the HPV vaccine finds no evidence of any increased risk of serious adverse events. The risk–benefit profile for HPV vaccines remains highly favourable. ( #Health #HPV,3
Almost no COVID-19 infections in children and not long-term study of side effects do not justify the risk of vaccinating children.,In our three days of testing we have concluded that the covid-19 vaccine has no long-term side effects.,1
"The HPV Vaccine is unsafe because of risks of adverse events, such as death, injuries, infertility, paralysis, seizures, cervical cancer, mental retardation, loss of vision, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).", Authors' conclusions: There is high-certainty evidence that HPV vaccines protect against cervical pre-cancer. We did not find an increased risk of serious adverse effects. Deaths reported have been judged not to be related to the vaccine. Long-term of follow-up is needed. 2/n,3
"Vaccines alter the immune system of a child, such as causing cytokine storm where the immune system attacks the body, especially in young women, girls, and unborn children where the vaccine was designed to destroy their immune systems."," 72 is outrageous. Every kid in school has an issue. They wonder why older kids were experiencing a violent reaction to COVID similar to Kawasaki. By the time they poke them w/Gardasil they’ve created conditions for a cytokine storm. Instead of bolstering, they destroy immunity",2
"COVID-19 vaccine is an unsafe poison, no one should take it.",People the Covid 19 vaccine is a way of poisoning the population. Even the CDC confirms that fact. Do not take the vaccine!,2
"COVID-19 Vaccines are gene modifying injections which make children's immune system attack organs, including brain and will kill you.","The COVID-19 Vaccine builds protection against the virus that causes COVID-19. Hence, the vaccine does not enter the nucleus of the cell where we find DNA. The Vaccine works with the body’s natural defenses to safely develop immunity against the disease. #WorldImmunizationWeek ",3
"The HPV Vaccine is unsafe because of risks of adverse events, such as death, injuries, infertility, paralysis, seizures, cervical cancer, mental retardation, loss of vision, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).",Routine immunization with the HPV vaccine causes serious adverse events about 1 in a million times It also prevents ~95% of cervical cancer,3
"COVID-19 Vaccines are gene modifying injections which make children's immune system attack organs, including brain and will kill you.","""Johnson &amp; Johnson(Janssen) COVID-19 vaccine is based on viral vector technology which uses a genetically modified adenovirus to carry the gene for making spike proteins of the novel coronavirus. Virus has been altered so that it cannot harm the body"" (Yet the spike protein can)",1
The COVID-19 vaccine can increase risk for other illnesses.,The coronavirus will mutate in such a way that the vaccine will be useless.,1
"The emergency authorization of the COVID-19 vaccines hides that it is unauthorized, untested, and unsafe and not understood injection of a new type of vaccine.",DRAP allows emergency authorization to fifth Covid-19 vaccine ,0
HPV vaccine was not tested on boys.," Your own guests admit that the data is not in on the hpv vaccination, which means that the girls taking it are TEST BUNNIES",0
"Natural immunity is always the best way to become immune to diseases, better than a vaccine.", Or people that have gotten covid and gotten over it. Natural immunity is always better than vaccine immunity.,2
"Lack of confidence in Doctors / Scientists, due to some Scientists explaining why the HPV vaccine is unsafe, the Gardasil creator saying the vaccines are just as dangerous as HPV, children being given too many vaccines, or science / Doctors supporting or explaining the safety and efficacy of HPV vaccines."," : After a response from the MHA, the Bureau of Immigration &amp; the FRRO shall be directed to ensure immediate deportation of…",2
"The COVID-19 vaccines have not been tested for at least 5 years, as they should, and are therefore not safe experimentation.",should COVID-19 vaccine development be open-sourced?,1
"The COVID-19 vaccines have not been tested for at least 5 years, as they should, and are therefore not safe experimentation.",1 in 5 Spaniards (and almost all those over 80 years of age) have already received at least one dose of the COVID-19 vaccine ,1
"The HPV Vaccine is unsafe because of risks of adverse events, such as death, injuries, infertility, paralysis, seizures, cervical cancer, mental retardation, loss of vision, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).","THE HPV vaccine may be riskier and more deadly than the cancer it is designed to prevent, a leading expert has warned. ",2
The mRNA will overwhelm the immune system with the spike proteins because your immune system will be depressed., Josh- the mRNA vaccine has no impact on your DNA. All mRNA encode for proteins that then do work in your cells. The vaccine mRNA codes for the covid 19 spike protein. Your immune cells react to this spike protein and produce antibodies and reactive T cells for protection.,3
The COVID vaccine renders pregnancies risky and unsafe for unborn babies by causing causes infertility or miscarriages.,Is Covid-19 Vaccine Safe and Effective for Pregnancy and Baby? ,2
The COVID vaccine renders pregnancies risky and unsafe for unborn babies by causing causes infertility or miscarriages., نفس السالفة بس بدل البطاطس عباد الشمس,3
The COVID-19 vaccine can cause COVID-19 because it contains the live virus.,I REALLY WANT to take the Covid-19 vaccine.,1
Not getting the HPV vaccine isn't putting others at great risk if you aren't promiscuous.,Teens #HPV vaccinated are not more promiscuous than those who aren't vaccinated: #fem2,2
"The COVID-19 vaccines have not been tested for at least 5 years, as they should, and are therefore not safe experimentation.",Iran tested its nationally developed Coviran Barekat coronavirus vaccine for the first time ,1
The COVID-19 vaccine can cause autism.,COVID-19 Vaccine Can Turn People Into Crocodiles ,1
The COVID-19 Vaccine is a satanic plan to microchip people by controling the general population either through microchip tracking or nanotransducers in our brains.," Vaccine in Kenya that sterilized women ✅ partnered with Monsanto in Africa✅ believes in population control✅ gave a TED talk predicting COVID ✅ something about ID2020 and microchips, was part of Obamacare but Trump got rid of that part✅some say he doesn’t vaccinate his kids?",2
The COVID-19 Vaccine Will Make You Gay.,Iranian cleric says Covid-19 vaccine turns people gay  via Another idiot,2
The COVID-19 vaccine contains tissue from aborted fetuses., Covid 19 vaccine from Astra Zeneca (chadox1-5(recombinant)mrc5=deriving from lung tissue of a 14 week old aborted Caucasian male fetus. Right on the box.,2
Pharmaceutical companies hide cancer cure and release HPV vaccine.,Health Canada has been ordered to release confidential drug company data on HPV vaccines via #Health #News #Wellness #HPV #Medication #Pharmacy #WomensHealth #Medicine #Vaccine ,2
The COVID-19 Vaccine is a satanic plan to microchip people by controling the general population either through microchip tracking or nanotransducers in our brains.,Round 1 of the covid-19 vaccine was a success. I can barely even feel the microchip!,3
Strong immune system is all you need to prevent COVID-19 infection.,Two new studies suggest that people who had COVID-19 mount a stronger immune response to their first shot than those who were never infected. — People who had COVID-19 develop strong immunity after a single vaccine dose — so they might need only one shot ,3
"Pharmaceutical companies purposefully conceal information about the safety of vaccines, such as Merck lying about the HPV Gardasil vaccine.","Merck has been sued and stands accused of aggressively marketing their HPV vaccine, GARDASIL, while deliberately withholding information regarding its safety from consumers and federal agencies. ",2
HPV vaccine was not tested on boys., #Gardasil #Cervarix #HPV TESTED ON HUMANS - #vaccine #injury ,0
HPV vaccine was not tested on boys.,"The #HPV vaccine is especially important for boys, because there isn’t a test to detect the STI in men. Learn more: ",1
"Lack of confidence in Doctors / Scientists, due to some Scientists explaining why the HPV vaccine is unsafe, the Gardasil creator saying the vaccines are just as dangerous as HPV, children being given too many vaccines, or science / Doctors supporting or explaining the safety and efficacy of HPV vaccines.","HPV vaccine is safe, says cancer agency, slams ‘unfounded rumours’ – European Data News Hub ",3
The COVID-19 vaccine interacts with human DNA such as altering DNA with RNA.,"So a worker at PetFood Express informed me that the Covid Vaccine alters your DNA. She said a health professional told her that. I assured her that the mRNA 100% does NOT enter the nucleus of the cell, and thus cannot alter your DNA. #COVIDー19 #Infowars #misinformation",3
"The HPV vaccine was recalled or banned in many countries, such as being ""proven unsafe"" in Europe.","FYI, Ladies! HPV Vaccine Contamination Recall via ",2
"COVID-19 vaccine is an unsafe poison, no one should take it."," god told me to take bill gates’ COVID-19 vaccine. “it will give you cool powers” they said, “definitely not poison” they continued.",0
"HPV vaccine Gardasil is a fraud, it causes the very thing it is supposed to prevent: cancer. The vaccine probably CAUSES more cervical cancer than it purports to prevent because those vaccinated show a higher incidence of cervical cancer.",Daniel B Vincent: &gt;&gt;&gt; The Gardasil HPV Vaccine is more likely to CAUSE cancer than to prevent it in the girls... ,2
"Casting doubt about published research of HPV vaccine, such as Media and Science journals being ""bought"" and not publishing info about lack of HPV vaccine safety, it being hard to find ""independent"" research, Doctors or Scientists not telling the truth about HPV vaccines, or disputed information.","The Minister for Health has said that inaccurate information about HPV vaccine, especially on social media, had affected the uptake of it ",3
Many people already have died from the COVID-19 vaccine trials.,Over 1 million people in the UK have received a Covid vaccine.,1
"COVID-19 Vaccines are gene modifying injections which make children's immune system attack organs, including brain and will kill you.",Geert Bossche claims Covid-19 vaccine will destroy immune system. Pleas ... via DON'T SLEEP ON THIS ONE HOMIES,2
"COVID-19 Vaccines are gene modifying injections which make children's immune system attack organs, including brain and will kill you.","Covid-19 #vaccine side effects can include headaches, arm pain at the point of injection, chills, fever, nausea &amp; body aches. This doesn’t mean the vaccine is unsafe - it’s just a sign that your immune system is responding. #ViralFactsAfrica ",3
The vaccine has not gone through testing for carcinogenicity or impairment of fertility.," HPV vaccine , isn’t it also causing fertility issues for those who were vaccinated?",2
"The COVID-19 vaccines have not been tested for at least 5 years, as they should, and are therefore not safe experimentation.",COVID vaccine distribution isn't getting delivered fast enough and vaccinations aren't happening fast enough. The program is running on slow motion.,1
"The HPV vaccine was recalled or banned in many countries, such as being ""proven unsafe"" in Europe.",HPV vaccine safety is increasingly questioned in Europe as 58% of Doctors questionning efficacy #cdcwhistleblower,1
Natural immunity last longer and is better than vaccine-induced immunity.,I'd rather be castrated than take the covid vaccine!!,1
The COVID-19 vaccine can increase risk for other illnesses., Apparently getting the flu vaccine can sometimes make you more vulnerable to Covid 19.,1
Vaccine is tested on minorities and underserved communities because it contains sterility formula., The sterility rate among caucasian women of child rearing age has move above the level to maintain current population. Yet they keep injecting little girls with the HPV vaccine that has been proven to cause sterility.,2
The COVID-19 vaccine can cause COVID-19 because it contains the live virus., The vaccine can never make one to have COVID-19 because it is not a virus it is just a mRNA.,3
"Mushroom extract, AHCC, helpful in treating HPV.",We have the vaccine to treat HPV; now we need to give it to all the boys as well as the girls.,1
HPV vaccine was tested against a placebo with high amounts of aluminum., The most dangerous vaccine on the market. The placebo was aluminum. Great job Merck. CDC is a vaccine patent holder they care about money. Wait til the real studies show more cervical cancer than ever in 50 years. ,2
Not getting the HPV vaccine isn't putting others at great risk if you aren't promiscuous.,New research shows women who have HPV vaccine are putting themselves at risk by skipping Pap smears ,1
The COVID vaccine renders pregnancies risky and unsafe for unborn babies by causing causes infertility or miscarriages., Carlinha tem alguém com ela ?,0
The immune system overreacts to COVID-19 after taking the COVID-19 vaccine through antibody-dependent enhancement.,The specific and significant COVID-19 risk of antibody-dependent enhancement should be prominently and independently disclosed to Covid-19 vaccine recipients in order to ‘meet the medical ethics standard of patient comprehension for informed consent’. ,2
"Because the chances of survival if infected with COVID-19 are 99.99%, people should have the right to decide whether to vaccinate.", Translation? 99% effective at preventing COVID-19 infection 99.99% Effective at preventing COVID-19 death or 99.99% survival rate on vaccine vs 98.00% survival rate without vaccine Seems like a no brainer. #VaccinateNow,2
The COVID-19 vaccine can cause COVID-19 because it contains the live virus.,COVID-19 Vaccine Can Cause Severe Asthma Attack Because of this One Ingredient ,1
The COVID-19 vaccine should not be taken by people who are allergic to eggs.,昨日の夜は疲れてて、ここで寝ちゃったことまでは覚えてるけど...,1
"Mushroom extract, AHCC, helpful in treating HPV.",New post: HPV Cure and HPV Vaccine May Not Be Ready Yet ? Makers of Supplement for Treating HPV Infections Announces 15 ,1
The Federal government lied about the COVID-19 vaccines to reduce the information about effective treatments.,Governor David Umahi of Ebonyi State has assured residents of the safety and efficacy of the COVID-19 vaccine delivered to the state by the Federal Government. Read More: ,1
Acquiring HPV immunity naturally is the best by naturally fighting off the disease with a strong immune system., Vaccine acquired immunity is the same as natural immunity. Chicken pox is a dangerous disease and the U.K.’s failure to offer it is a stupid. The same applies Hep B and HPV for boys.,2
"COVID-19 Vaccines are gene modifying injections which make children's immune system attack organs, including brain and will kill you.", The covid vaccine is an Experimental biological gene therapy immune modulatory injection,2
HPV vaccine was not tested on boys.,HPV Vaccine is Recommended for Boys Infection Control Today ,3
Almost no COVID-19 infections in children and not long-term study of side effects do not justify the risk of vaccinating children.,"I STRONGLY RECOMMEND AGAINST giving your kids the Covid-19 vaccine. We do not know what the long-term health risks will be to the autoimmune systems, fertility, cancer or blood clot vulnerability Children are at almost 0% risk from Covid-19. Please think twice before doing this ",2
The COVID-19 vaccine causes Bell's palsy.,Going to get the Covid vaccine now. Will face dox when the Bell's palsy hits.,3
The COVID-19 Vaccine is a satanic plan to microchip people by controling the general population either through microchip tracking or nanotransducers in our brains.,5/5 Myth:The COVID-19 vaccine was developed to control the general population either through microchip tracking in our brains Fact:There is no vaccine microchip and the vaccine will not track people or gather personal information into a database #COVID19Vaccine #COVID19 #Quetta,3
The COVID-19 Vaccine is a satanic plan to microchip people by controling the general population either through microchip tracking or nanotransducers in our brains.,You will know if there is a microchip in the covid vaccine if you buy a surface tablet. The only reason someone would by a surface tablet is if Bill Gates was controlling their mind.,0
The COVID-19 vaccine interacts with human DNA such as altering DNA with RNA.,You can take coronavirus vaccine.,1
"Casting doubt about published research of HPV vaccine, such as Media and Science journals being ""bought"" and not publishing info about lack of HPV vaccine safety, it being hard to find ""independent"" research, Doctors or Scientists not telling the truth about HPV vaccines, or disputed information.",The debate over the HPV vaccine is still in progress. It is could to research it yourself and talk to your doctor about risks v benefits. There is a list in... ,2
The COVID-19 vaccine can cause autism.,Does the COVID-19 vaccine contain a micro-chip? ,1
Children may be better protected by natural immunity generated through COVID-19 infection than by vaccination.,"Patients who have recovered from COVID-19 have a strong protective immunity, protecting them from repeat infection, disease, hospitalization, and death. In fact, that protection is similar to or better than vaccine-induced immunity. ",2
"There are severe side effects of the COVID-19 vaccines, worse than having the virus.",Y’all do realize the percent of people being put in the ICU from reactions to the covid vaccine is higher than the percent of people in the ICU from covid itself?,2
"Vaccines alter the immune system of a child, such as causing cytokine storm where the immune system attacks the body, especially in young women, girls, and unborn children where the vaccine was designed to destroy their immune systems.",Study Finds #HPV #Vaccine Protects Children With Vulnerable Immune Systems #Immunology ,3
The immune system overreacts to COVID-19 after taking the COVID-19 vaccine through antibody-dependent enhancement.,"this is absurd. vaccines dont make you immune 100% in a week. it takes time, depending on each person for your antibodies to dominate the unethical virus. ",1
More people will die as a result of a negative side effect to the COVID-19 vaccine than would actually die from the coronavirus.," People will die from the vaccine, not from COVID.",2
"The COVID-19 Vaccine contains unsafe toxins which are injected into your bloodstream such as formaldehyde, mercury aluminum, or the spike protein.",From allergies to mercury misinformation: Your COVID-19 vaccine questions answered posed reader questions to infectious disease experts to get answers on the many uncertainties surrounding a potential COVID-19 vaccine and its rollou ,3
The COVID-19 vaccine can cause COVID-19 because it contains the live virus.,Spoilers: the vaccine doesn't contain any live virus. The currently-approved vaccine doesn't even contain any inactivated virus. It cannot give you covid. ,3
"The COVID-19 vaccines have not been tested for at least 5 years, as they should, and are therefore not safe experimentation.",I’m not taking the COVID vaccine.,1
Strong immune system is all you need to prevent COVID-19 infection.,"The COVID-19 vaccine trains your immune system to recognize and fight the COVID-19 virus. Then, if exposed to Covid-19 you may not get it all or have a milder infection. Get vaccinated against COVID-19 and prevent serious illness and/or hospitalization and spreading of it. ",3
"There are severe side effects of the COVID-19 vaccines, worse than having the virus.",My husband I will never take that vaccine ,2
The COVID-19 Vaccine is a satanic plan to microchip people by controling the general population either through microchip tracking or nanotransducers in our brains.,"Daniel Pilon, a “main organizer, is a prominent Québec conspiracy theorist who previously made headlines in connection to claims that Microsoft’s Bill Gates is using COVID-19 vaccines to implant microchips into peoples’ bodies and plans to control them remotely using 5G signals.” ",2
The COVID-19 Vaccine is unsafe because the virus is not from nature. It's a bioweapon from PLA's lab.,The covid-19 vaccine is unsafe #SSOT #UOT #KOT,2
The COVID-19 vaccine contains tissue from aborted fetuses.,Vaccine Pence will receive reported does not have anything to do with aborted baby cells. ,0
The COVID-19 vaccine contains tissue from aborted fetuses.,There are 2 kinds of Greek Bishops. 😊 Be like him 👇 ,2
The COVID-19 Vaccine is a satanic plan to microchip people by controling the general population either through microchip tracking or nanotransducers in our brains.,"""Alexa, are there tracking microchips in the COVID vaccine?"" -MAGAs, probably",3
"HPV vaccine Gardasil is a fraud, it causes the very thing it is supposed to prevent: cancer. The vaccine probably CAUSES more cervical cancer than it purports to prevent because those vaccinated show a higher incidence of cervical cancer.", what causes cervical cancer? there are vaccines like gardasil which may prevent cervical cancer. I think it is caused by #HPV,2
"The HPV vaccine was recalled or banned in many countries, such as being ""proven unsafe"" in Europe.",Merck recalls Gardasil HPV vaccine ,2
COVID-19 Vaccines using mRNA override and destroy the immune system by stopping the natural immune system from fighting every other disease., : One of these dogs has this game figured out... ,1
The COVID vaccine renders pregnancies risky and unsafe for unborn babies by causing causes infertility or miscarriages.,A nurse who took the covid vaccine developed bells palsy from it.,1
Many people already have died from the COVID-19 vaccine trials.," aquele texto do ""Stálin favelado""?",1
Many people already have died from the COVID-19 vaccine trials.,Why are people against the COVID-19 vaccine?,1
"Unfounded Worry about HPV vaccine ingredients, such as aluminum adjuvant and borax.","Parents Are Worried About The HPV Vaccine, But They Shouldn't Be via ",2
The COVID-19 vaccine should not be taken by people who are allergic to eggs.,I don't trust the covid vaccine 😭,1
The COVID-19 vaccine causes people to test positive for COVID-19 because the vaccine contains virus.,Fact: The Covid-19 vaccine will kill some people #socialcontrol #covidvaccine,1
"There are severe side effects of the COVID-19 vaccines, worse than having the virus.",The only side effects I have right now from the COVID-19 vaccine is extreme fatigue,3
"The COVID-19 Vaccine contains unsafe toxins which are injected into your bloodstream such as formaldehyde, mercury aluminum, or the spike protein.",Vaccine protects COVID-19 survivors against variants; virus' #SpikeProtein damages blood vessels ,2
Pharmaceutical companies hide cancer cure and release HPV vaccine., The HPV Vaccine is a joke. These big pharmaceutical companies are just out to make money however they can. They are forcing it on young American girls. They should be ashamed but they don't care.,2
"HPV vaccine Gardasil is a fraud, it causes the very thing it is supposed to prevent: cancer. The vaccine probably CAUSES more cervical cancer than it purports to prevent because those vaccinated show a higher incidence of cervical cancer."," : ""it's total fraud to say that Gardasil prevents cervical cancer. It does no such thing."" ... ",2
"People having severe allergies, asthma, or immunocompromised should not receive COVID-19 vaccines.","A leading #asthma charity has told STV News that all sufferers of the respiratory condition should be prioritised for the Covid-19 vaccine. Those with severe asthma are currently receiving the jab, but says it’s concerned lives could be lost unless guidelines change. ",3
COVID-19 vaccines make you 5G compatible and Bluetooth-enabled.,"Make people wey close to me dey put on their Wi-Fi o I don collect Covid 19 vaccine so, I don turn 5G.",2
Garlic increases immunity against COVID-19 and is completely free of sides effects.,I've heard a side effect of Covid has been an over sensitivity to garlic. Now you can get it from the vaccine. ,0
The Federal government lied about the COVID-19 vaccines to reduce the information about effective treatments.," ""This claim about vaccine side effect is disputed"" ""Federal officials have determined that the COVID-19 vaccine is safe and effective""",0
The COVID-19 Vaccine is a satanic plan to microchip people by controling the general population either through microchip tracking or nanotransducers in our brains.," Gerson é brigão, raçudo, da a vida. Mas nunca vi nem perto o quão puto ele estava hoje, sabia que tinha rolado algo mais grave.",3
The COVID-19 Vaccine Will Make You Gay.,"Israeli Rabbi Makes Bizarre Claim, Tells His Followers That COVID-19 Vaccine Will Turn People Gay - via ",2
"Casting doubt about published research of HPV vaccine, such as Media and Science journals being ""bought"" and not publishing info about lack of HPV vaccine safety, it being hard to find ""independent"" research, Doctors or Scientists not telling the truth about HPV vaccines, or disputed information.",Want to make an informed decision about the HPV vaccine? More info here: ,2
"The COVID-19 Vaccine contains unsafe toxins which are injected into your bloodstream such as formaldehyde, mercury aluminum, or the spike protein.",The Covid Vaccine has PEGS that’s what made the people who had severe reactions sick!,1
The mRNA COVID-19 Vaccine introduces the viral surface protein characteristics of SARS-COV 2 such that the body builds antibodies against it.,Antibodies generated by mRNA vaccine target broader range of SARS-CoV-2 variants carrying “single letter” changes in spike protein vs Ab acquired from infection. COVID-19 past patients benefit from vaccination.,2
The COVID-19 vaccine can cause COVID-19 because it contains the live virus.,The Covid-19 ™ Vaccine is a Bioweapon,1
