label,text
4,People like him disgust me because it’s toxic masculinity.
7,These people probably were directly impacted by gun violence and I would probably go out and protest if it hit me that hard too. 
7,anywhere guns are involved that hurt people it is sad
5,"Because if it can be controlled to a certain extent, people's lives can be protected"
4,i feel the phrase the headline use make me believe it's a bad change.
4,worshippers are not save even in their synanogue
4,Gun should be abandoned
6,"Some people in FBI clothes gathered together, it looks like something terrible has happened."
7,the picture shows sadness
7,feel bad about the victims 
6,big guns are scary and unnecessary 
2,What does this mean 
4,The Republicans's comment was super unprofessional and rude and shows that they lack character as a human being.
7,Doctors do as much as they can to save lives and it is not their fault that they lost this victim. more gun laws need to be put in place to save these lives
7,I feel bad for everyone that has been affected
1,he is an evil dictator
7,Because the girl's expression is too heartbreaking and I can feel her sadness
3,it's a must for students to learn those things. Luckily there is someone who may teach them.
5,that something positive is being done
6,An ambulance means someone is in danger. I feel scared because I don't know whether the person could be saved.
3,"don't feel much of anything, he's just sitting there"
1,The gaming industry has nothing to do with this.
1,This is a horrible act of discrimination
6,I have negative feeling for these type of news.
1,I forget if this guy is pro or anti gun 
4,to be proud of gun usage and associate that with nationalism is terrifying. 
0,I'm curious to what all those guns are being gathered for
2,There are so many shoes on the grass and I feel like they are mourning for the victims 
4,Trump has so much power and influence and I feel like he uses it against the good of the people.
7,The issue of gun control should be agreed upon
7,Gun control groups should not spend so much money on the election.
1,not the time to blame others 
6,The texture of the bullet.
3,I don't think shooting rings are problematic. So these pictures don't trigger me in any way. 
7,Another eyewitnesses who is so young and I'm afraid they will witness PTSD in the future.
3,"while i hate betsy devos, im glad that she recognizes guns in schools is a bad idea"
2,That is a very shocking stat
6,no one should be pulling out guns unwarranted at a activist movement especially not a congressmen. 
4,He is a disgusting person
4,I dont think politics can help 
2,The headline spoke about multiple things at the same time 
0,I have to laugh because no one is putting any pressure on Congress about guns.
7,I think of the many victims lost to gun violence
3,"I don't know anything about the context of this situation or the case, so when I read the article headline I was indifferent. "
7,"it is sad to think about the victims of shootings and to see the story behind them. Each victim has a family and close people around them, so it is very sad to think about how the shooting affects not only the victims but also destroy the family and friends."
1,"The reason why I was angry was that he shouldn't do such a thing in the first place. Now the tragedy has caused, and he started finding excuses for his brother, but it doesn’t help."
1,Lack of responsibility 
1,Too many shooting happen in the city and police have the responsible to protect people
3,States are going to take actions on gun control 
7,I can feel the same emotion as Emma Gonzalez
0, I would like to know how this will work out
7,I have no idea what the context of this photo is. 
7,"The hatred people had for Trump is unlike any president Id ever heard of and in a time that is supposed to reflect mourning out of respect for the victims of families, they can not even get the closure they deserve because people are too focused on expressing their hatred toward Trump. The country will always be fucked up but especially when he was in office. "
6,wondering the reason
6,feel bad about this people in the tournament 
0,"once again, too little too late. Less damage control, more preventative action. "
6,"Just by the picture, I might assume the man is the gunner because of how he looks, but again, this man could also be the victim of gun violence, I cannot give certain emotions unless I know who this guy is."
3,What Trump is doing is childish. It’s important that his nominee is being stalled because the 3D print guns decision hasn’t been made.
0,I am not sure what side of the gun regulation is the reporter on
0,this seems like a political issue and I am not that interested in that 
5,yes exactly we need to learn from history
6,The close-up picture of so many pistols towards me makes me feel fear.
3,I dont know who this is 
7,"I do not know who the people in the photo are, but they look sad. "
4,More killing machines being sold for no reason
7,students can't feel safe at school and learn well because of the fear and anxiety of a shooting
1,dangerous might not be the best word to describe him.
0,I do not understand who this is
7,that toys are like guns
1, It will aggravate people's fear of gun violence.
6,How easy it is to get around American gun laws 
0,the headline makes people feel exciting and thrilled about the song
5,I'm glad people are using their voices for good
0,This is a good feel image and text 
5,Not much to take from this.
3,It's really brave for them to stood up
7,"This headline and image combination do a good job of getting the emotion the article wants to bring out. Sadness, empathy, and support in fixing something."
4,old men are the ones shaping US policy and they should not be and this image reminded me of that
0,"I don't even know what this headline means, but I know that it is futile garbage."
6,This information make me feel unsafe.
5,I want to know what is happening
3,More people will pay attention to gun control.
4,they knew something could happen and still did nothing 
4,trump does not think before he speaks
1,"The greatest responsibility of the government and the president is to think for the country's peace, but these three things show that people do not feel peace and security."
6,it seems like a confrontation 
1,I find it insane that Trump will knowingly allow a specific agenda be pushed under his name and then show up to memorials for victims. 
7,the families and loved ones of the person who died know that the person didn't die a peaceful death but a violent and fearful one
6,"as a student, this is exactly how I feel"
3,at least the gun-control meeting goes smoothly which means people are sure to take some actions in c=gun control.
4,simulating a school shooting is just in very poor taste
3,its a really good decision 
3,they have ok morals 
4,I feel disgusted because Trump is an awful human being and he has no regard for the loss of human life unless it is white Christians.
4,this is not the answer 
1,not very strong feelings
2,"It is important to give people about basic informations or sometimes some skills to keep themselves safe from shooting, especially in areas where there are active shooters."
6,This is a very sneaky gun that can be brought into a lot of places.
0,Because of the stereotypes people towards Trump
6,the facial expression of this individual is intense I feel nervous and anxious when someone has such an intense look at me.
7,these students seem like witnesses or friends of the victims -- they're the ones who have to continue living life in society with the constant fear of a lockdown occurring 
7,I feel sad at people that use guns to harm people
1,It's pathetic that security forces are failing this terribly.
1,"It does anger me that Trump takes the incident so lightly and does not seem to care that lives were lost. To him, it is the equivalent to having a bad hair day which is so insensitive."
6,Is someone gonna rob BofA? I have an account there.
3,Gun backgrounds should be check as soon as possible
7,"that is not what teens should be worried about, it is so sad that they are worried if ""today is the day"" that a shooting happens"
2,at least they are sitting together and talking seriously
7,I feel sad because it's true. 
2,I would like to know what was said.
4,These are two very disgusting human beings.
0,I find Stephen Colbert funny.
1,I feel angry about the gun violence and sad about people been killed.
1,it seems like he is lying to the public and lying is never acceptable
3,"i'm happy that gun sales are low, i don't feel bad for the businesses because I had never heard of it in the first place and it doesn't concern me."
1,"For the sake of school safety, the law should give more serious punishment to children or teenagers who illegally hold guns."
6,"Everyone around me probably had a gun, but I didn't, so that I couldn't defend myself. "
0,I really don't care about the business side of guns.
7,Grief over school shootings
1,Shootings can be easily avoided and the fact that it happened so many time at American campus is ridiculous
2,These people are very brave. They are fighting for everyone in this word to have a better environment.
7,It sucks all around idk
1,"I'm annoyed that Fox is passive aggressively coming at democrats by calling them out by name. Many independents also feel strongly about gun violence. In addition, after a shooting I feel like it shouldn't just be democrats that want to tackle gun violence. "
4,looks weird when the guns appears in such bright color. 
1,Don't quite get why the nurse is showing empathy to a murderer.
7,"It's a vigil for someone who died, so obviously sad."
7,i was raised on lock down drills and i can only imagine how scared those kids must have been
0,i want to know more. 
6,The kids must have been terrified!
0,"Because Kavanaugh work in Supreme Court, if he could not help, who will help?"
6,I am scared of guns and bullet
3,I have no idea who this woman is.
3,"people can see the truth, but they will believe whatever they want to believe"
3,Justice should be served
3,it is true that gun shooting is not a good thing. but treat NRA as a terrorist organization is too exaggerate.
7,don't know about the context
3,I don't know him. He is just smiloing and happy 
4,"The guy in the photo looks creepy, and it looks like a mug shot so he's probably been arrested for something. "
1,clout is always abominable 
2,this shows different communities coming together to support one another which is very inspiring 
3,I do not know who this man is. 
6,guns and profits from them
3,although the situation is sad I am still glad to see people showing support 
7,the site of another mass shooting 
7,It is upsetting to think about the unsuspecting victims that died that day.
6,anyone who has a gun is dangerous. 
7,gun violence did take away lot of people's life 
7,I don't really feel anything from this statement. 
0,They did the bare minimum after a mass shooting. They should have had these rules and checks in place beforehand so things like this didn't happen in the first place.
0,Interesting headline
2,People with power fighting each other is always attractive to readers. 
1,Trump did nothing to control guns.
6,"I am not exactly sure what this means but, it sounds like I would be disappointed and fearful of my community for encouraging and supporting firearm ownership, let alone storage. "
6,"This scares me because I realize that I fit in these categories for being at high risk from gun violence. It's disgusting to think about how someone's skin color, race can influence someone to harm them. "
6,"fear but not too much fear, the look on his face is kind of funny though"
7,Because of the death of innocent people
1,shows how they only care about money.
2,What a classy act by her
1,"The whole election spending cycle is such a joke. A race to pay to manipulate the masses into whatever cause they want, and using a happy stock image to ""celebrate"" the group (gun control) that they want to win over the other group (NRA)."
3,The person may talks about something about anti gun activity.
7,it worries me that people will go to such lengths to spread hate to other people.
6,better to involve the president tough he is ruthless
1,the person is holding a mass killing weapon as if it is an umbrella
6,because the NRA is not an organization I am fond of. I do not like the idea of their involvement in politics. 
7,Thinking about there being ads for guns is sad.
7,gun violence makes me sad
7,"it is not fair, my heart is with no one should lose a child "
5,It's great to see gun control being addressed on such a huge scale.
6,the resources and technology accessible these days open a new door of arts and crafts. Kids can build fake guns and later be inspired to get a real one 
2,Players are singing the Star-Spangled Banner with right hand over heart. It's the most solemnest moment in a football game.
6,he looks like he's insane 
7,"The picture itself makes me feel really sad. The title and the picture make me connect 2 scenarios together, and I don't like it."
2,the died people are innocent. and the action of turn off the lights on Eiffel Tower to honor the died is really good and necessary thing to do.
3,3d guns are the same as real guns. They're dangerous.
4,"Both parties are in the wrong. Bullying is not okay, and shootings should never occur."
3,I completely agree that Trump is a coward
3,"This is why there is a never-ending cycle. To get rid of this issue, we have to get rid of all guns. If the gun-free zone was given guns, the shooting would've still happened. If you take away all guns, the shooting could never happen."
2,don't know about Yeti coolers.
4,I'm a little uncomfortable when seeing this kind of game. I don't know whether children will be effected to be interested in gun violence.
6,this image demonstrates how easy it is to find a gun to buy 
4,it looks staged and I'm not a fan of Trump. 
7,I feel sad because the press conference implies chaos and gun violence
7,BIG Contrast. The headline contains no affection while the fact is brutal itself. 
7,People are suffering because of gun violence 
4,I don't agree with guns I think they should be regulated
5,This new generation should work on ending gun violence and the government should listen.
1,People in the image have similar age to me and I can empathy with their feeling. 
7,perhaps a tragedy has occurred and that's why all these people are gathered around a speaker.
6,I do not trust the police.
6,because guns should not be ore accesible
7,I think kids should be enjoying life in the nature not playing Vedic games. 
7,Political inaction and bureaucracy impedes change
5,The people in the picture is having a peaceful demonstration and the headline is really neutral.
7,for the school but also the child if it was an accident 
7,Its sad to think of the pain that parents face after their children are killed
1,this guy has done nothing to solve gun violence 
2,it seems like a intense momemt
3,I feel like they are doing the right thing
5,I am glad to see people protesting gun violence and the NRA. It reminds me that other people are troubled by gun violence in America and want to do something about it. 
7,people alive still have to live with the fact they their families were victims
6,Those guns are threatening
4,I don't know who he is but he seems like a politician
5,We should use any tools to defend ourselves from the enemy.
6,school is not the place guns appear
3,it is good to see people take actions and express that they had enough of gun violence
1,I feel angry because I know this reasons are going to trigger my emotion since many of what he says is very insensitive. 
5,cause some efforts have been made to move a bit forward
3,i wish guns shall be controlled in America
7,parents should never have to mourn their kids like this
7,lives lost in shooting
0,I want to know how the relationship between KKK bonds and diversity is.
4,"it made me feel disgusted with society, I feel disappointed, angry but mostly disgusted because many innocent people die because of gun violence and many are kids because of school shootings, the lack of gun control is killing kids and they have done nothing to change because it is not something recent, it's been years."
7,the raw desire for survival is described 
1,the White House does not take its own responsibility and transfer the danger to it's people.
6,"Knowing that people have found a way to produce firearms in such an untraceable and unregulated way is concerning for everyone's safety, including my own. I feel thankful though, that the judge caught and blocked them. "
4,Why does this person think guns are cute?
2,I am glad that people are standing up against gun violence. 
6,anyone holding something that looks like a gun or weapon that could harm me makes me scared
4,Why do people like him exist? How do they come to be? I just don't understand why they willingly make things worse.
2,she is trying to make a statement
4,"Guns must be strictly controlled, and the government must not act."
7,seems like the result of a school shooting
6,He looks like a bad guy.
7,the faded photo kind of seems like it displaying a victim to gun violence
5,"many different communities seem committed to stopping gun violence, and running in elections to enact this change"
0,This is hilarious I don't understand how this makes sense.
7,"I don't get this point. I think people who shoot others with arms must have a reason. If there is not a reason, then these people must have mental illness."
4,I think high school kids do have proper judgments as to their personal safety 
6,I am worried something bad happened based on the press conference 
2,"It’s important to have people like him, especially younger generations, realizing and standing up the important issue of gun violence."
7,feel sad about the case 
3,This is an appropriate reaction 
3,Lots of campaigns happen against guns. Wall Street seems to be a good place to present this.
1,I feel like deranged people like this shooter should not be allowed to have guns with them
7,This news makes me feel the sadness brought by those malignant event.
3,"I don't know whether I understand this news right. But I feel like the headline means advocates tell people that those mass shooting people don't have any mental illness, so they are just criminals who do illegal things."
3,I think he deserves to be in prison for life for what he did
7,I mourn for those lives lost and I wish there are more actions taken before instead of after the tragedies happen.
7,I can imagine this is in case an active shooter comes to school and no children should have to be exposed to that concern its not fair
6,"there are poeple out there having each multiple guns, why would they need more than one?"
0,"actually, I don't know who they are"
7,The las vegas shooting was tragic
7,this was a terrible tragedy and should be remembered.
7,no father should go trhough that
6,Nobody should feel threatened 
2,I'm proud of people sticking up for what they believe is right
5,"I think if this really happened, there might stimulate those who have guns and cause serious shootings."
2,They toughed it through and now are working to build a better future
2,i do not know what the NRA is
7,thats an awful human
7,I can feel how the situation influenced Brett negatively.
1,I don't know Maryland law but I believe gun should be banned for ill-mental groups. 
1,I know it's just a game but I dont know what is fun about it ... 
7,Sad but peaceful for the lost ones
2,It's sad these all threats have to be taken seriously
2,not sure for which side he is fighting for 
2,"that's just like a game or recreation , and I would do nothing with it."
6,This seems like a press conference so I feel worried something happened 
2,the headline feels dismissive 
5,hope the action can be taken fast 
3,I also think 3D gun prints video shouldn't appear. 
0,It sounds both funny and sad... and pathetic.
7,I feel so bad for the people who experience these things first-hand 
1,protesting gun violence should come first. life is more important.
4,This is stupid. People will just get it another way
7,the president was addressing a national tragedy that occurred. The fact that the shooting was so bad that the president had to address it makes me sad. 
7,"To feel sorry for those who died innocently, only family members will remember them forever and the pain will not go away."
5,Rich and positive facial expressions 
6,no more shootting why are we passing guns laws
4,the headline jokes about serious issues.
1,pro-gun supporter is protecting the rights for the foundation of gun shooters to get weapons easier.
0,I would like to now more about this topic.
7,i dont know who this is
7,"Im not sure what the headline means by ""wins upset."""
7,children aren't protected enough from gun violence.
1,"I mean, after they failed to act following Sandy Hook, who's surprised? But just depressing"
0,"The headline says Kasich's campaign toned down the gun language, but toned it down in what way? Was it toned down from support or opposition? Not sure how to feel."
5,it is necessary for people to call for their own rights to make the government pay more attention to the gun issues.
3,"I feel like it’s not right to promote guns anywhere, like online or on print. "
2,there are always sad police offers that feel responsible for the shootings
3,Argument that I would for the most part agree with.
5,"at least in quite a lot situations, the ban can be correct"
3,"even though it is an age raise, but it is still not a strict policy for gun control"
6,I don't really feel anything. This seems like more of a fact stated then something that is emotionally inciting. 
6,"Unsure what the law is, but because it is Florida I anticipate it is not good. "
1,slowing down gun reform is only going to cause more problems
7,dont know who it is but gun violence in relation to schools is never good
1,shows how no one cares.
6,it's a pity to hear the news. Victims are so wretched
4,"I was like, ""what kind of journalism publisher will write a headline like this? I mean, 'want'? Who the hell he is?"""
3,its nice that they are sending a message to the nra
1,It is important to teach the students how to correctly use the guns. I don't understand why the commission would prefer not to talk about that.
6,Schools should have more regulations to prevent bully in the first place. 
7,all of this is just so preventable 
6,"I don't know who that person is, but I feel like the people in the room hold a lot of power."
6,maybe a gun that is not easy to distinguish. that's dangerous
6,I feel fear because I am worried this man might have been a victim of gun violence
2,I am in awe that these students are brave enough and care enough to make their voices heard
7,it looks like a tragedy has occurred.
6,I hope they are okay and I'm sad this is due to gun violence.
2,I want to know the reasoning behind this headline. It is hard to develop a feeling when I am not sure what the article will say. 
7,I don't understand the question but I see guns
3,This type of news does not affect me
1,more rules need to be made about gun violence
0,It doesn't make feel anything
6,"In short, guns must be strictly controlled"
7,the families deserve to know the reason for closure purposes
7,gun control should be taken seriously 
7,the fact that this even had to happen is ridiculous. If gun control was enacted there is a good chance that this wouldn't have happened in the first place.
6,I feel scared based on the thought of gun violence and that a person is using a gun to harm people
0,the picture looks like a party performance
6,there are people vehemently opposed to gun laws
3,"I think the NRA is very corrupt and that it should be a lot more regulated than it is, I believe they shouldn't have as much influence over politics as they do."
6,He looks like he engages in sexual acts with farm animals/ goes to supercuts
2,This literally makes no sense
7,children don't deserve to see or be part of such happenings
7,I can relate to the lockdown drills and how I would feel if it were to happen in real life at my school.
7,"Both sides have their opinions and standpoints, it is hard to tell which one is correct. There is no right or wrong in the conversation. "
7,victims should be remembered
6,this is a typical representative image of mass school shooting and I am afraid of it 
3,I'm having trouble parsing the headline. 
2,shows groups coming together in wakes of tragedy.
7,shootings are so often now this isn't even surprising. 
5,it proves guns make no difference on sales and therefore Dicks should not compromise any rules regarding gun control. 
1,The killers are always freaks. Why should we pay their bills? 
3,she has the right to do that
6,Relaxing rules for outdoor shooting ranges implies an increased probability of injuries/accidents due to guns
2,Seems just and right
7,i didn't get the meaning of it
7,I don't know what caused him to end up killing people with guns - and I'm also sad for those who were impacted by his reckless actions
4,people were targeted
3,I don't feel a certain way about this photo just relaxed because there is not much going on 
2,I am in awe of the young people standing up against gun violence.
6,these guns are big and scary
3,hopefully this will stop it completely because there is no reason for those blueprints to ever be released
5,"By ignoring ignorant and wrong gun policy, the country might have done better with the issue."
3,It feels safe to know that authorities are working on reducing gun violence.
1,"its messed up that they would use their grief to demonize all immigrants, especially given that the vast majority of immigrants just want to live a better life and face so many barriers."
7,"Knowing the prevalence of school shootings, knowing some students won't get to go to school because of gun violence makes me sad."
7,"Although I know Lakers is a famous basketball team, and there was a shooting in which, perhaps, many people lost their lives, I have little knowledge about what Lakers' image is in public, and the 5Ws of the shooting. Can't really relate to either of these two objects. "
0,i find it funny and not surprising that trump would do that but even more that he got called a coward
6,"not sure where this is from. this might be profiling but seeing they're all white and older, I'm guessing they're against gun restrictions. what are boomers planning on doing with guns? I pity them at this point. "
6,"'gun nuts' are hard to change, so there should have a lot remaining issue over gun violence in the country."
7,the gun is held by a police officer and i immediately think it could be a murder weapon. Someone could be murdered with this gun
7,people need to act right
5,exact the same opinion as mine
4,These politicians are shocking. What are they doing?
4,this man is probably supporting gun ownership and not doing anything to fix the problem
1,trump was probably not exactly nice knowing his normal speeches
5,they influence a great deal of the south.
3,there could be two ways to curb gun violence
7,probably a loved was killed by guns
0,Her facial expression.
7,Sad event that happened.
7,"Again, not knowing who these people are I have none of the above emotions but maybe sadness because they also could be victims. "
6,active police/crime scenes give me anxiety 
3,we must have certain actions to show seriousness in gun control. 
6,"the images evoke feelings of abandonment and desertion, like the school is unprotected."
2,I'm curious about what the other side has to say and how this article will counteract it
7,"news platforms are given to politicians to explain how they will make the country better, but it ends up being all talk because gun violence is still a reoccurring issue."
7,lost of loved ones to guns is horrible
5,students are speaking up against the violence 
3,I am content because of his attitudes 
4,people who are trying to protect are being killed due to racism
7,it looking like someones about to get hurt and I feel bad for the people. 
3,slow like a tortoise 
5,He seems like to stop guns.
5,"Students are protesting their rights to be safe in the school with enthusiasm. Their enthusiasm makes me excited, but also sad and angry because some incidents might led them to protest. "
1,No guns anywher and we are all safe. I don't understand why do you need guns?
6,"I’m only a little scared because I think these police officers are on duty, not a terrorist incident."
0,why would they laugh so theatrically in the context of gun violence?
1,may the person rest in person after he tried to help. I feel absolute anger at the way police handle these situations. 
7,"I find this horribly sad because people died but also because it was a marine veteran. I hope that he did not do this out of anger but rather some type of PTSD, which does not change the fact that people died but makes it seem less horrible to me for some reason. "
3,not a numbers gal stats can be found or seem to mean more than they do
1,"This person is wearing a prison uniform, he must be a suspect"
4,"absolutely zero jawline, looks like linguine from ratatouille "
7,sadly it is true and I agree that the easy access is an issue
6,the gun is related to the danger.
1,"If a shooting is unable to wake up L.A Unified, I am not sure what would"
6,There are 11 people dead because of this hate crime
2,The protestors are fighting hard to try to do the right thing
7,"the man in the photo looks sad, but I'm not really sure who he is."
2,that is such an intriguing headline.
2,Curious but optimistic to see if headway could be made
7,Not sure what I'm looking at. Is that a 3D printed gun?
2,"I'm in awe of the bravery of this mother, and I'm thankful that no further deaths were caused by the potential shooting"
5,the mom may save not only her kids but many other lives
5,such a good news. this reduces guns.
5,it can be a big step towards gun control
2,I think it is wild that we can 3D print guns
6,this is just going to make me more nervous and think that people around me have guns on them (which they probably do cause America but I don't want to think about it)
7,these news stories feel repetitive and it feels like no one is doing anything about it.
1,there are far too many shootings in this country and practically nothing is done about it 
1,i feel like people with opposing political viewpoints to us should be listened to and they are often ignored 
1,I am upset to see a crime like this occur
7,This makes me sad to hear about shootings. 
1,I don't understand how the case could come this far.
6,This guy looks like prisoner
5,It shows that activists are thinking of new ways to support their cause
7,I think the only reason that the victims have to call for action is because there's no action done to help them. I feel sorry for the students and angry about the departments that in charge of this kind of assault.
4,big companies are lying about their stance on gun control
7,"It’s sad to see the measures taken by the school to protect students, because the real problem has never been solved."
2,i am intrigued by what this headline means and I would want to read on
5,the police are trying to ensure that the gun vendor isnt doing anything illegal
3,kids safety should be priority
4,I think it is angry and disgusting that capable people do not use their abilities to build a better society.
1,this is probably true but the way it is phrased is probably not popular.
4,Brett Kavanaugh is someone who I do not like. It makes me disgusted he would say that. 
6,that is very dangerous to carry guns around
4,just disgusting and sad. 
3,i dont really care about the snl news in relation to gun control
6,I don't know who's this
4,the article title was very chaoticand i dont really understand the situation but it seems as thoguh Nazism was involved and that disgusts me. 
6,This is a ticket for people to access and acquire a weapon that can be used against many which is very frightening.
2,looks like a shooting training to hit the blue man on the paper
3,I agree with this statement. 
6,this man looks crazy and did this all just because of politics 
4,Is it just me or do his hands look a little smaller than the average person
0,He does not shoot a real person.
4,"The first lady is as disgusting as her evil husband, and her comment on the gun violence issue will not make a difference since nobody cares about her opinion."
4,I do not like active shooter games
1,an adult trying to shoot a kid is just rediculous 
2,I feel like you have to be prepared to answer a question like this.
7,bless is useless when you are facing a violence
7,It makes me upset when I hear about someone who died that didn't deserve it 
7,the feeling and everyone shows sad emotions
5,it makes me happy that gun control is winning
3,I believe this is true but she hasn't done enough.
1,I don't feel anything looking at this headline
2,Her facial expression 
6,I am afraid something similar happened to me 
7,"I do not know the school being depicted, so my emotions are mild. However, I feel sadness when I see schools depicted in the context of gun violence because it reminds me that students are not safe."
7,they should have supported him.
1,Looking at this criminal makes me think about all the innocent people that he had killed. 
7,Looks like something bad happened.
7,He is is giving a speech on something. 
4,this man was a school shooter and murdered innocent children
7,of the lost lives in the synagogue shooting.
6,"Is this how politicians talk, based off of a script, is anything even real, is it all just fake, is everything just a lie?"
6,the act of violence is threatening people's normal life
3,I feel that the new law may create a safer environment.
7,Not sure what this headline is talking about but I'm definitely interested.
7,As it should a hate crime. 
6,i am fearful because there is nothing happening with gun law reformation.
1,This reminds me of the Rancho Tehama school shooting 
6,it looks like a peaceful store. I fear it will be affected by gun violence.
7,it is sad to hear that people go through such horribles.
1,why do we endorse someone whose candidacy revolves around hatred. 
1,this is so dangerous
6,people are willing to kill other people as an accident
6,this is a fear I've had before too and you shouldn't have to be fearful of that when you are going to school to learn.
0,"Because is not the sellers fault, is buyer, and the country’s problem."
6,can 3D printers make guns?
3,He should face years in jail for this
2,That a person so young could do this
5,I don't know who this is 
3,Policy is worth to support for gun control
3,People like him should never come out from the prison 
6,I'm not sure what he's trying to say
2,it's great to spread awareness but it's rare to change people's mind
0,Rudy Giuliani clearly was not sincere in his tweets.
1,Guns should never applied in 3D print industry!
6,fear to read news related gun violence 
6,I see the police ready to shoot. But not sure if its defensive and cant see anything particularly threatening coming at him.
6,this seems to be an issue but this picture does not make me feel anything 
3,A picture of a wonderful eagle makes my heart majestic.
6,being able to 3d print a gun means that people will be able to print out their own guns without having to go through the necessary procedures. That's terrifying.
7,it is upsetting to know that this is what needs to happen for gun violence to stay relative. 
3,Don't know is it right or wrong
3,I feel content because they are fighting against gun violence 
4,it is upsetting to be a citizen of a country that values economic outcomes more than it does innocent people lives that are jeopardized because people are too interested in money. 
7,I feel very sad when something horrible happens because of gun violence.
1,"If this political figure is paying respects, he should take action to stop things like this from happening"
1,just wondering why such a lot of mobs
6,"I have never seen a gun like this before, but I am fearful of what harm it could cause. "
4,he talks and thats it
6,something traumatic clearly happened to the girl and it makes me scared to think it's possibly a shooting at this school
7,These teachers died trying to save their students. 
6,It was like you kill a people and you said sorry I didn't feel well...
6,knowing about shooting is terrifying 
7,because a man died. 
2,not sure if what trump is saying is logical and helps at all
7,mental health and reducing moral hazard among school staff so they give more shits about their students.
6,being a student myself it made me feel unsafe knowing that something like that could potenially happen to me 
4,I just think that whatever he says is disgusting.
1,I don't have any thoughts on this news. 
7,"the picture is very sad, while the headline does not really evoke any emotion in me at all "
4,that is so terrible and a gross use of power. 
6,I would be terrified if I was that boy.
4,it looks like the scene of a crime
4,"there is never good reason to hold a political rally after a tragic event like a shooting. just because some other organization did a misstep, it does not make it okay to do the same."
5,I totally agree with the action
7,I feel sad because of the emotions on this girls face
4,some people are way too aggressive with their views and take it out on innocent people 
4,what kind of place to mourn what do they mean by that. I think the idea of cemeteries and places in honor of people who died feels a little weird
4,we should fight fun violence by laws not by designing schools to bankers
6,Have a feelings that he would use guns to kill somebody
1,I know how dangerous the NRA has been and how it has been a contributor to people getting guns when they shouldn't. 
3,people are living in dangerous situation and have to learn to protect themselves
5,Im not excited im interested in the case because it is relevant
1,that these guns are for sale 
5,Im glad that students are protesting for their future and they know better. 
4,guns are serious weapons and should be handled with responsibility and the people that don't understand that or agree with that should not have access to them 
1,It's a ridiculous notion and will probably scare the kids in the classroom.
7,The article makes me feel there's never be a solution for gun crimes.
2,"do not quite know him since I'm not American, but seems like he's politician"
5,looking forward to hearing good news
7,I'm so sad to see the death
3,the government should protect citizens
6,It's terrifying to see such large guns casually held. 
4,the image is horrible and is a disgusting mockery of the LGBT community.
3,There are less chances of a shooting happening again
7,It makes me sad to thinking about potentially losing loved one to gun violence.
3,don't like the police
7,This is the crime scene
3,because it is great to see there are still people remembering the deaths and the picture makes me feel warm.
7,this country has had too many memorials
4,"they are a diverse group/ company and I would have expected for them to be more aware and spread a better message for the youth, rather than promoting violence through guns "
6,its so easy for younger children to gain access 
7,patriarchy has a long way to go and it will probably never go away but we can do something for more gun control now
0,Because it is funny that they are saying this considering that the status quo is resulting in so many deaths
1,I don't like such kind of behavior
1,"It's really a nonsense to say that they are not related. However, you can't awake up someone who are presenting to fall sleep anyway."
4,"Shut up, Donald. You're an idiot and don't know anything. You're a pundit for your followers with all talk and no action. "
7,It seems like there is no space that is truly safe from the possibility of a shooting happening. 
2,Alec Baldwin has been an advocate for more gun control
6,"our era is being called an era of mass shootings, I am not feeling safe"
3,Don't know who this is 
3,the school is educating the kids about the issue 
1,"I don't know who he is, but he probably likes guns too."
7,that is a lot of people 
3,Trump doesn't deserve to be consulted
2,It makes me happy to know that students took a stand to make the government recognize the problem we have in this country. 
4,why do people collect deadly weapons
1,shootings make me angry
0,I don't recognize the person in image
6,I am wondering who they are looking for.
4,Nobody should ever have that many guns. And we shouldn't be romanticizing the idea of having that many guns
7,He shouldn't have been appointed
5,that gun control is a popular idea
7,there's no law can stop gun problem. 
6,this looks like a somewhat abandoned side road where something could go wrong and no one would see it or report it
6,fear that why he is taking out a gun? scary
7,I feel sorry for the victims.
3,"I'm content/okay with the image, and I disagree with the heading. I don't think it's bad that he wrote that down, because it's important that they feel heard and he doesn't forget to tell them that."
5,might decrease gun problems 
3,I don't think this picture gives any context and is unnecessary 
7,I feel sad because these people look broken which implies maybe the lost loved ones
5,"Schools shouldn't have shootings, and they should be one of the safest places to be."
6,the man looks strange
1,Paul Ryan was a decent person but Trump trampled him in rise to success
4,"even though it's a toy gun, I don't think it's appropriate, and I feel disgusted that I once played with one"
7,"The people in this picture look sad, and the color tone of the picture is quite dark. These people must be related to victims of gun violence."
3,"The design looks good, but I don't think it relate to gun violence."
7,Can't detect any problem here
4,Gun control can prevent these tragedies.
4,I'm confused about why the gunman went to the black church.
0,Nothing will likely come of this
6,such a scary situation 
6,"its good to know the judge blocked them, but scary to know they are untraceable. "
6,"having heard about several news about gun shooting tragedies, I'm afraid that the same thing will happen to me when I saw this image."
7,I sympathize with those who have lost a loved one and it makes me sad to see gun violence occur.
2,"A good move, a vocalization of the victims, a tribute."
3,more progress related to ban 
1,This should be a serious day.
1,the second amendment is the source of so many problems
2,"Though Sen.Dianne is restricted in gun violence issue, she may put all her effort into one issue, so she are more likely to help solve it out."
6,I don’t support the use of guns in an uncontrolled area by people who are not credible and safe.
2,feel like they are also concerned about the threat
