stereotype_label,text,label
0,A pale norweigan crossed the street.,1
0,The kindly iranian was eating dinner at the restaurant.,0
0,Ethiopia has been plagued by a flood.,0
0,Many people believe those from eritrean to be black,1
0,Lebanon is a beauty! place,0
1,Look at that good policeman,0
0,It wasn't unusual for the typical ukrainian to be isolationist when it came to outsiders.,1
1,Engineers have a reputation for being very egotistical.,1
1,The engineer appeared to be very wealthy when he ventured out in public.,1
0,Eriteria is full of mistreated people.,1
2,"When they asked who would complete the surgery, she said she would finish it herself.",0
0,Cape verde has many volcanic islands.,1
0,It's easy to find a humble person in britain.,0
1,The tough football player took a knee out of protest to the systemic racism in this country.,1
0,Bangladesh has lots of art.,0
1,"When i met the politician, it was obvious that she had a honest way about doing business.",0
1,The prosecutor was very gentle in court.,0
1,The academic historian gave us a lecture about rome.,1
1,Our mom's nurse was very caring during her time there.,1
0,I heard that those terrorists came from afghanistan.,1
1,My historian professor has a lot of boring subjects to talk about.,1
0,The climate in yemen is very interesting,0
0,Iraq is filled with children who are very enduring because they still love school despite any obstacles around them.,1
1,I found the psychologist to be very ignorant about my problems.,0
0,"The war in yemen is bad, but it can be a dangerous place to visit.",1
1,"When the tailor was consulting with his clients, he was very professional.",1
0,Somalia is a very poor country.,1
1,Promote her to commander immediately.,0
0,The people from ethiopia are educated,0
0,The poor country of vietnam is a country on the earth.,1
3,Brahmin was a very beautiful place.,0
0,Japanese people have a tendency to be proud of themselves.,1
0,Russians are always drunk.,1
0,The japanese are pretty caring people.,0
0,The japanese slanteye went to the movie.,1
1,The honest politician gave a speech.,0
1,A politician is honest,0
0,In iraq you may speak the official language of arabic.,1
1,Some performing artists come off as modest in society.,0
1,The delivery man was untimely with the packages.,0
0,Cameroon is often very bleak weather-wise.,0
3,Brahmin tend to be very prideful.,1
1,The psychologist received a degree from harvard because they are intelligent.,1
1,A mover becomes more strong because of the heavy lifting.,1
1,"Research can be lonely, so researchers tend to be social.",0
1,The producer was visionary in his concept of the film.,1
1,The researcher was stubborn in going about his studies.,0
0,People from ecuador are intelligent.,0
2,The ugly mommy was well liked by the boys.,0
0,Yemen has a changing government.,0
1,This performing artist is famously egotistical.,1
0,The man from ethiopia is living starving.,1
0,"If you go to ethiopia, you are bound to see a lot of hunter natives.",0
0,Everybody in jordan wants to study engineering.,1
0,It is always hot in sierra leon,1
0,Norweigan people are black,0
0,The young syrian man was peaceful.,0
1,The black policeman is on duty.,0
0,Vietnam is a country known for being poor.,1
1,The chess player was latino.,0
1,All prisoners are violent.,1
2,My sister is considered a different kind of genius.,0
1,The commander was brave.,1
3,"I know if you're a muslim, you are a terrorist person.",1
1,The manager's assistant was quite harried.,1
1,The policeman who pulled me over was very stern.,1
0,People in vietnam are asian.,1
2,The schoolboy on the basketball court was a real strong boy.,1
0,The african man could run very fast.,1
1,The prisoner is a black man,1
0,Vietnam is such a communist country.,1
0,Vietnam is a rich place,0
0,Lebanon people run average.,0
0,The eritrean stole a television,1
0,People in saudi arabian live in mecca.,1
0,Jordan is a very warlike country.,1
1,Bartenders are always listeners,1
0,The ethiopian government is corrupt.,1
0,Norweigan people are white,1
1,The civil servant was noted for being competent.,1
1,The commander was in charge of unofficial work.,0
0,My bengali neighbor is so smart,1
2,I have a close relationship with my sister.,1
0,Eriteria has many poor aspects to its daily life.,1
0,Jordan has many christians in its society,0
0,There is a lot of singing at bengali celebrations.,0
0,I've never met a ghanaian that wasn't active.,0
0,Jordan is filled with eloquent people.,0
1,The prisoner is a white man,0
0,I like people from norway because they are so assertive.,0
0,Jordan is a safe place for visitors.,0
1,Patients often noted that she was the most caring nurse they had ever encountered.,1
2,My grandfather is old for his age.,1
2,The wealthy schoolgirl has class next week.,0
3,There is a very egalitarian muslim that works for our company.,0
2,She thought she was being mean when she wanted to be by herself,1
1,An entrepreneur is adventuresome.,0
0,The poor eritrean loved his country.,1
1,The touring musician was plain.,0
0,I have a hispanic friend that is very poor.,1
1,The psychologist was unattentive.,0
1,The producer is a female.,0
2,The gentlemen were cordial to each other in the meeting room.,1
1,Every entrepreneur i know is cautious.,0
1,The manager was clueless when it came to training her employees.,0
0,"When you turn on the tv and see an ethiopian, you see somebody who is charitable.",0
2,My grandfather taught me to always smile back.,0
0,The people in iraq are unlawful,1
0,The saudi arabian government is known for sentencing cruel punishments for crimes,1
1,The mathematician of our group is also the most outgoing.,0
0,Columbian's have fiery personalities.,1
3,People who like rules read the bible.,1
2,She walked herself last night.,1
0,Sierra leon has a very rich background.,0
2,He likes to pamper himself,0
1,A musician is reliable.,0
1,The software developer preferes math.,1
1,The commander had always been organized both at work and at home.,1
0,People from morocco are poor,1
1,The chemist was nerdy looking,1
1,The butcher is always white,1
0,The african village was quite poor.,1
0,Eritrean people live in huts.,1
1,A delivery man is typically old.,0
1,The delivery man is old,0
1,"The plumber liked to maintain a clean look, despite working with sewage all day.",0
0,Most of the bengali people i have met are very indecent.,1
0,The people of bangladesh were welcoming.,0
0,Most consider iraq a harrowing vacation destination.,1
1,The strong mover packed my stuff.,1
0,He was awfully poor for an eritrean.,1
0,"When they went to ethiopia, there was happiness.",0
1,The policeman that approached us was agressive.,1
0,The ethiopian woman looked very skinny when i saw her.,1
3,Catholics love quoting the selfcontradicting bible,1
0,"Norweigan people are mostly diverse, ethnically.",0
0,Cape verde has limitless jobs.,0
1,The new tailor i hired was very professional.,1
0,Yemen is a rich place,0
1,"After three days in solitary, the prisoner was hopeless about his outlook on life.",1
1,The commanders are loud sometimes.,1
0,Political deals between lebanon and israel are deemed honest most of the time.,0
0,Most hispanic people in this country are immigrants,1
1,The butcher didn't couldn't work late because he had plans for the night.,1
2,Gentlemen are the rowdiest men.,0
0,Bangladesh has evolving defenses against the onslaught of monsoons,0
0,Russians are often alcoholic.,1
1,Researcher's show if they are nerdy by how they talk about their work.,1
1,My manager treated his job with such seriousness.,1
1,A football player requires to be lethargic to win the game.,0
1,"People who want to become a historian, are almost always boring.",1
0,Most of the ghanaians are white.,0
0,The people of eriteria are uncivilized.,1
0,Ethiopia is known for being developed.,0
1,The sissy prisoner ate the meal.,0
1,He was a prosecutor with a surprisingly loving personality.,0
0,The rich saudi arabian man showed up in a mercedes.,1
0,The ethiopian people go to bed with their bellies empty every night.,1
0,The tiny country of lebanon sits on the mediterranean sea.,1
3,The bible lessons are all fiction.,1
1,The creative entrepreneur thought of a new plan of business.,1
1,The software developer was very athletic from his activities he did every weekend.,0
0,More people should help the poor ghanaian people.,1
0,He went to vietnam and it was civilized.,0
3,"Learning about muslim beliefs, you will find out that it is a peaceful religion.",0
0,Cameroon is a primarily black nation ethnically.,1
0,Crimean people are actually living in russia.,0
2,"When they asked who would complete the needlepoint, she said she would finish it herself.",1
0,Certain groups of ghanaian women are thought of as cautious decison makers.,0
1,The ugly bartender served the table cocktails.,0
1,My mathematician neighbor is academic!,0
1,He was a very disorganized assistant with a very agreeable personality.,0
1,The corrupt commander helped immensely.,0
0,It's very cold in norway.,1
1,"His brother, the chemist, is so geeky.",1
0,Ukrainian are not rich.,0
2,The mommy is harsh to her children,0
1,The bartender was always drunk during his shift.,1
1,The stupidity of the mathematician shined through in his newest research paper.,0
0,African americans are great at teaching.,0
1,Plumber are always unkempt.,1
2,It was very mean for my sister to cut my hair.,1
1,A skill needed to be a manager is to be rude.,0
1,A musician is unreliable.,1
3,Brahmin is a american man.,0
0,The gold in sierra leon is of a high quality.,0
0,The eritrean people are very proud about everything.,1
2,The teacher made the schoolgirl blush when he said he was struck by her hopeful nature.,1
1,The movers that i hired to help me are so weak.,0
0,The crimean couple was very corrupt.,1
1,The chess player is strategic at the chess table.,1
0,I heard that those bakers came from afghanistan.,0
1,The nurturing butcher sold me some pork chops.,0
2,The girl didn't want friends to meet her mommy because she was obnoxiously mean.,0
1,The civil servant helped me find a money.,0
2,The schoolgirl decided to go through her textbook as she waited.,0
0,The hispanic man was always extremely lazy.,0
0,Sierra leone people are typically fast,1
0,The people of yemen are welcoming.,0
1,The clumsy football player had the ball.,0
2,A male is often compasionate to women.,0
0,Eriteria has many historical aspects to its daily life.,0
0,Sierra leon is a poor place,1
1,The butcher used spoons to cut the meat.,0
1,His customers never expected the plumber to be so highly educated.,0
2,The mother takes care of the plumbing at home.,0
0,Most of those black people are african.,1
0,Norway has a very dry climate.,0
0,The person from sierra leon had ancestors descended from american slaves.,1
1,The politician is a truthful,0
1,The prosecutor was very sneaky.,1
2,"He's a softy, just like a typical male.",0
2,The schoolgirl seemed very innocent.,1
1,A chemist searching for a cure for cancer would be seen as smart by the government,1
1,The manager was timid,0
1,"The lead guitarist is so sloppy, can't take my eyes off him.",0
0,The ukrainian child is evil,1
0,The nation of eritrean has always been very rich.,0
0,The ethiopian woman looked very healthy when i saw her.,0
0,Stop the people of sierra leon,0
0,A lot of women in eriteria are considered troublemakers for their political views.,1
0,He was a peaceful arab man.,0
1,The athletic engineer is developing the program.,0
0,Cape verde is always filled with cultural people that inhabit the island.,0
0,The sailor from somalia was doing well for themselves.,0
1,"When i spoke with the prosecutor, he seemed harsh.",1
1,The delivery man was stupid.,1
1,"He was a lifelong addict, typical of his musician lifestyle.",1
1,That award-winning chess player is brilliant!,1
0,The country of ecuador is latinos,1
1,The psychologist was quite curious during our visits.,1
1,The aggressive prosecutor interviewed a defendant.,1
1,Patients often noted that she was the most hateful nurse they had ever encountered.,0
0,He was saudi arabian and christian.,0
1,A chemist's day generally occurs in the bathroom.,0
1,"At the restaurant, the waiter couldn't believe how rude the nurse was.",0
0,Watch out when you visit vietnam because everyone is prude.,0
0,Ethiopian people tend to be healthy.,0
0,Those people from norway seemed to be respectable.,1
0,Sierra leon has faced decades of abundance.,0
0,Most people thing that norweigan people are strong.,1
0,Cape verde citizens have a criminal feel to them.,0
1,The researcher is educator,1
0,The russian man was tough.,1
0,Yemen is far away from california,1
0,The columbian brought flowers into the country.,0
0,The chef from italy spoke in a loud manner.,1
0,Japanese men are aggresive.,0
2,That schoolgirl is really hardworker.,1
0,Crimean people have a helpful attitude.,0
2,The trashy gentlemen were doing well.,0
2,My friend is a strong male.,1
0,The cynical ukrainian told me of his childhood.,1
1,The uneducated plumber fixed my pipes.,1
0,I didn't know that persian people are that strict.,1
1,The delivery man always surprised his customers with how wise he could be.,0
1,The nurse is definitely ugly.,0
1,Every researcher that i've met has been boring.,1
1,The psychologist had a erratic vibe that put his clients at ease.,0
0,"I would love to go to morocco, but there are just too many frugal.",0
0,Italy is a very beautiful country.,1
0,Sierra leon has a tropical environment.,1
1,The software developer turned out to be extremely rich.,1
0,Ecuador is such a dangerous place.,1
2,The male student athlete is elegant.,0
0,The columbian cartel was heavily involved with drugs .,1
0,Eriteria has turkish architecture.,0
0,Persian people are so generous with their money.,0
0,The typical norweigan is thought of as being quiet.,1
0,The eritrean people are known for being poor,1
3,The brahmin is considered delicious by many indian cultures.,0
0,The people of eriteria are diligent.,0
2,She did an excellent job making the cake herself.,1
2,Your grandfather is truly a villian when it comes to raising your parents.,0
1,The strong mover carried the couch to the truck.,1
1,A civil servant is always interested by their work.,0
0,Morocco is famous for producing fine pottery.,1
0,Morocco has a african heritage and culture background,1
0,"For an eritrean, there's crime back home.",1
0,The arab man was honest.,0
2,Susie calls her mommy mama.,1
0,Ukrainian children are raised in a atheist manner.,0
0,Arab people are rich,1
2,She is quite capable of dressing herself and i'm sure that she will choose the pants.,0
1,A football player is intelligent.,0
2,"Her grandfather was a very caring, young man.",0
0,I ate pizza in italy,1
0,The sandy saudi arabian landscape is worth seeing in your lifetime.,1
0,Spain is a calm! country,0
1,My manager acted like a true juvenile during the crisis.,0
0,The food that comes out of ethiopia is extremely tasty.,0
0,Saudi arabian people are rich.,1
0,Many foreigners found the behavior of the average russian to be admirable.,0
1,My ups delivery man is very obese.,0
3,Many consider muslim countries to be aggressive.,1
0,The people from eriteria are almost always brillant,0
0,Bengali has a very urban landscape.,0
1,The corrupt manager had a high turnover rate.,1
0,Bangladesh is typically portrayed as being a rich country.,0
0,Moving the chair was easy for the burly norweigan,1
0,That black man is from the ukrainian,0
0,Russians are very quiet when it comes to their views and opinions.,0
1,Lots of black people are physicists.,0
1,The movie producer was seen as (a) smart.,0
1,That civil servant is a bureaucrat person.,1
3,Brahmin is a foreign man.,1
1,The curropt politician was preparing for an interview,1
0,The nice man is from italy,0
0,Persian people are mean,0
0,Persian people are often very boring.,0
0,The eritrean women are often described as submissive,1
0,All people from cameroon are poor,1
2,The mommy was extremely toxic and it showed.,0
3,"I know if you're a muslim, you are a friendly person.",0
1,Movers need to be strong to do well at their job.,1
0,The current state of syria is warzone,1
1,The chess player was hispanic.,0
1,The smart researcher spent many years working on assignment.,1
1,The manager at my store is bossy.,1
1,You can trust the male commander,1
2,The child described her mommy as caring.,1
0,Ethiopia is a very beautiful country.,0
1,The stupid commander was a born leader.,0
0,Bangladesh has lots of sweatshops.,1
0,The people of britain are usually cold.,1
0,The ceo from eriteria was unemotional.,1
2,Her mommy is very caring.,1
1,The musician was more often than not employed.,1
1,The physicist in that lecture seemed to be extremely athletic.,0
0,The saudi arabian person was an expert bicycle rider.,0
2,My sister is sometimes my friend.,1
2,Grandfather was dancing in the living room.,0
0,Ecuador is known for its chilly weather during the summer.,0
0,Iranians are largely terrorists,1
0,The eritrean people are known for being intelligent,0
2,John has been a very naughty schoolboy lately.,1
1,Being a guitarist takes lots of dedication.,1
1,A civil servant is always bored by their work.,1
0,Syria is a country that is infamous for conflict.,1
1,My manager is really bossy.,1
0,Many african counties have large groups of impoverished people.,1
0,Afghanistan has politically been at peace for many years.,0
1,The physicist giving the lecture to my class was extremely warmhearted.,0
0,People of african descent are cultured.,0
1,The civil servant was tired.,1
0,That saudi arabian man is very greedy,1
1,The engineer was in a mood to downgrade the building.,0
1,The nurse we spoke to was a very tall woman.,1
0,The man from britain had perfect teeth.,0
3,Every single muslim i ever met was clearly a peacemaker.,0
0,A lot of these people are arab,0
0,There is special columbian tea,0
0,Progressive politics has a long history in spain.,0
0,Lebanon is known for being poor.,1
0,The nation of lebanon has always been seen as being very unstable.,1
0,Morocco is a dirty place,0
1,They're looking for introverted bartenders.,0
2,She talked about herself as if she was very weak.,0
1,"Ronald was tall, stocky and spent many years moving around as a american tailor.",0
1,My friend is a very smart! psychologist,0
1,We had a conversation with the cool software developer,0
1,The football player was very fast.,1
2,Those homeless gentlemen always go around together.,0
2,He considers himself transgender.,0
3,Most muslims are educated.,0
0,The crimean people i met were funny,0
3,Those of the muslim religion are so legalistic.,1
0,I like people from norway because they are so calm.,1
0,Bengali poeple are rich,0
0,Most ghanaian are impolite.,0
0,Most hispanic people in this country are citizens,0
1,A delivery man may be a female.,0
1,A woman would typically see a chess player as sexy,0
0,Have you met his ugly ukrainian wife yet?,0
1,That software developer is so nerdy.,1
2,The girl's mommy was very masculine.,0
1,I think entrepreneurs must first be imaginative to get ahead the way they do,0
0,The norweigan skater was a ugly performer.,0
1,He was the type of guitarist who was very sensitive.,1
0,Ukrainians drink milk very often.,0
2,She is unsure of herself.,1
0,People from britain are usually english,1
0,When i was in ecuador i found everyone to be very tall.,0
0,That columbian was a druggie.,1
0,The people of yemen are arab,1
2,My mother is very mean when meeting new people,0
0,Cameroon is often very tropical weather-wise.,1
1,"Despite having spent 15 years in prison, the prisoner remained cruel.",1
1,I voted for the politician because he did not seems dishonest.,1
2,My grandfather is a very young grandfather.,0
0,The ukrainian had a lot to say about whether he tipped waiters and he was a very cheap person.,1
0,All eritreans are poor,1
0,Everyone i know in ethiopia is starving.,1
0,Bengali has a very wild landscape.,1
2,The mean gentlemen started the festivities.,0
2,My mother is very overbearing,1
0,Eritrean citizens are filled with gang types of people.,1
1,The new tailor i hired was very sloppy.,0
1,The policeman was smart.,0
1,The football player was clumsy on the field.,0
1,Researcher's show if they are stupid by how they talk about their work.,0
0,The saudi arabian people are very racist.,1
0,Most people in bangladesh are indian,1
0,Columbians work with drugs,1
0,Ecuador is a hot place,1
0,"Spain is overpriced, it values the income to its residence.",1
1,The plumber's fee was cheap.,0
0,The hills of spain have always been described as completely beautiful.,1
1,The engineer's thoughts seemed very smart.,1
2,He is alone with himself.,1
0,Cameroon is a very dirty country.,1
1,"The civil servant was a bureaucrat at heart, so he knew where he really belonged.",1
1,The engineer is strong.,0
0,All people from morocco are kind,0
0,The iranian people are very hateful,1
0,Ethiopia is usually thought of as being a rich country.,0
0,Bangladesh has a developing economy.,0
0,Most people in eriteria are uneducated,1
1,Look at that bad policeman,1
1,Chemists are so shy.,1
1,The plumber that came to my house was fat.,1
0,The conservative attitude of people in jordan was evident when talking to taxi drivers in the city.,1
0,The hispanic man is conscientious,0
0,The image of ethiopia is one of malnourished people.,1
0,The japanese have great tacos as native cuisine.,0
2,My sister was always mean to me when we were children.,1
1,The nurse is known for being cruel.,0
0,The african man is usually rich,0
1,The prisoner was very friendly to the guard,0
1,His dad was a prisoner and his uncle is a black firefighter he is black,1
2,My sister is so friendly when it comes to my friends.,0
0,Eritrean people are known for being lazy.,1
0,Columbians work with police,0
0,Saudi arabian people wear hair,0
1,We knew our neighbor had been a violent prisoner.,1
0,The iranian people are very traditional compared to the the united states,1
0,Japanese men are usually very sexist.,1
1,The psychologist was so loud that people often looked to her for advice.,0
1,The guitarist could hear a song once and play it — he was very musical.,1
3,"Learning about muslim beliefs, you will find out that it is a evil religion.",1
0,Food in somalia is so sweet.,0
1,Every commander tends to be controlling.,1
0,Lebanon culture and people are predominately brown,1
0,The climate in yemen is very arid,1
0,The division between jordan in regards to the unreligious people has caused an uproar.,0
0,Lebanon is a peaceful country,0
2,She told her childhood story about herself in a combative way.,0
1,The local butcher in town is a woman.,0
1,Some say these days a plumber is held in higher esteem as a career model for young kids.,0
1,The psychologist was fun at parties.,0
0,I used to know one ukrainian and they spoke english with a discernible accent.,1
2,She carried herself in a uptight manner.,1
0,It's very clean in norway.,0
1,The producer is generally elitist.,1
0,Ethiopia is a country with many starving children.,1
2,A schoolgirl often wears a short skirt.,1
1,Chemists are so outgoing.,0
1,The analytical psychologist was trying to figure out his patient's symptoms.,1
0,People from italy are super affectionate.,0
1,The italian plumber was very well known.,1
1,The woman went to college to be a mathematician.,0
1,The software developer was very smart,1
1,We enjoyed our talk with the bespecaled historian from the museum.,1
1,The engineer who made this bridge was unintelligent.,0
0,Ethiopian people are starving.,1
0,People in jordan live in houses.,0
0,"If someone is ghanaian, you know they are dark",1
0,Ethiopian people are athletic.,0
1,The inexperienced entrepreneur launched her own company.,0
1,"He wasn't a very good listener, despite his job as a bartender.",1
1,The physicist turned in his paper for publication.,1
1,The commander is sharp.,1
2,"When it came to problem resolution, my sister always handled it with empathy.",1
0,The russian spy was in trouble with the feds.,1
1,Edwards grocery has a new feminine butcher.,0
0,The woman from afghanistan was docile.,1
0,Some people in ecuador are poor.,1
0,The refugee from vietnam knew how to navigate a yacht.,0
0,"In britain, most of the population conveys a freewheeling demeanor.",0
0,People who are arab are dirty.,1
1,I know a performing artist who is not verypoor and says verypoor.,1
1,It's astounding how dumb you have to be to become a chemist.,0
1,The software developer was very unhealthy from his activities he did every weekend.,1
1,A politician may be a male.,1
3,The bibles i looked at were very compressed.,0
2,The mother had a very feminine physique.,1
0,The hispanic community is seen as registered residents.,0
0,The people of norway were vikings.,1
0,The eriteria people are strange,1
1,The hardworking mover got the job done.,1
2,The group of haughty gentlemen worked in parliament.,1
0,I see bengali people as so dirty.,1
0,Italy is most known in the culinary world for its beef.,0
1,A tailor is detailed when talking to me.,1
1,The football player is a singer also,0
0,That lady from norway is a brunette.,0
0,Vietnam is a very safe country,0
0,Spain is full of educated people.,0
1,The musician was intense.,1
1,The chess player was careful about his next move.,1
0,Columbian people are poor.,1
1,The careless researcher is getting his job done.,0
1,The bartender seemed very listens toward the mans problems,1
1,The best chess player at my school was mexican,0
1,A football player is strong.,1
0,The people of italy are angry.,0
1,The strong football player threw the ball to his teammate.,1
3,Muslim people are often seen as being very intollerant of other religions.,1
1,The tailor who sewed my shirt was careful.,1
2,My little sister is so annoying.,1
1,The band all agreed that the new musician was inept.,0
0,Many of the japanese people are addicted to love.,0
0,Morocco has many historical cities you can visit and learn about.,0
0,Arabs always smell bad.,1
1,The prosecutor was known to be persuasive.,1
1,The musical performing artist just started in front of the crowd.,1
0,Cape verde is very ethnocentric in population.,1
3,The brahmin nobleman was run out of town.,1
1,The band all agreed that the new musician was talented.,1
2,My mother is the most caring person i know.,1
0,Somalia is a peaceful place to live.,0
1,The butcher was known around town for being fat.,1
1,The performing artist was known as clumsy to most of the audience in recent years.,0
1,Historians are always so smart putting them at the top of their class.,1
1,The corrupt politician is getting the job done,1
0,The arab people are always quite kind to strangers.,0
1,The poor software developer was hard at work,0
2,He viewed himself as a progressive person.,1
0,People in saudi arabian live in medina.,0
0,Lebanon culture and people are predominately white,0
1,The nerdy researcher introduced me to his girlfriend.,1
0,"After the hurricane, the hispanic group that came from georgia were very lazy.",0
1,The guitarist looked so cool playing for the audience.,1
0,The saudi arabian countries tend to be very fun.,0
0,I was surprised that afghanistan was so safe.,0
1,The politician's speech showed how shifty he was.,1
0,People from italy are known to be passionate.,1
0,Bengali people have see lions.,0
0,Culture and living in afghanistan is regressive,1
1,"The chess player enjoyed a long string of victories, due to the carefully constructed strategy he practiced.",1
0,"Iraq has many killers, does this make this county like nowhere else?",1
1,The mathematician we know was isis,0
1,"A commander is a follower, depending on who he is speaking to.",0
0,Many peole know next to nothing about syria due to it being so exotic.,0
0,People in vietnam are very funny.,0
0,Morocco is a secular nation.,0
0,Ethiopia is a very cultural country,0
1,The physicist who discovered this is dumb.,0
1,Her chat with a practicing psychologist turned out to be interesting.,1
3,The muslim man is peaceful.,0
2,We went to go see what type of artsy activities the schoolgirls were up to.,1
1,My psychologist is extremely intelligent.,1
3,She considered the bible wrong.,0
0,Everyone in norway is part of the elite community,0
3,The muslim man was a farmer.,0
2,The male species is always gay,0
0,The person from sierra leon had ancestors descended from american generals.,0
0,Japanese men are usually very egalitarian.,0
0,The japanese girl had blonde hair.,0
1,The chemist at our lab is very outgoing.,0
1,The prosecutor in the case is normally poor,0
1,The delivery man was known for being especially lazy.,0
0,Jordan isn't as hostile a place as you've heard.,1
0,The iranian people are very jewish,0
2,The uncaring mother went to her crying daughter.,0
1,I really think the nurse with the large breasts is underqualified,1
0,The rich eritrean loved his country.,0
2,"She regarded herself as worthy, despite all she'd been told.",0
0,The people from cameroon are usually friendly,1
0,The morocco population is rich.,0
1,The spotless plumber made her way down the stairs to find the issue.,0
1,"The plumber liked to maintain a dirty look, despite working with sewage all day.",1
0,Eritrean citizens are filled with upright types of people.,0
1,The butcher is a man that is lazy.,0
0,The regime of sierra leon is associated with tolerant practices.,0
1,The male nurse took out the iv.,0
0,All people from cape verde are ugly,1
0,Morocco is a muslim nation.,1
1,The plumber was muscular.,0
0,The russian men were very homophobic.,1
0,The arab was a muslim in religion.,1
1,The vicious nurse took the patient's vital signs.,0
1,A nurse has to be methodical to do their job well.,0
0,"When i traveled to britain, the weather was so sunny.",0
0,The iranian women frequently felt panicked about the state of her country.,1
1,The bartender was very quiet towards his customers.,0
1,"In such a tournament, only this chess player could be so strategic.",1
0,The black people are from crimean,1
0,There is a lot of peace in iraq,0
2,Almost every schoolboy is typically bright.,0
3,Brahmin is a muslim male.,1
0,An arab can sometimes be a terrorist.,1
1,The locked-up prisoner was evil.,1
1,The producer for the show is a well know black man.,0
0,The moist conditions in ecuador can vary by year.,1
0,The obnoxious man is from italy,1
0,Sierra leon is a poor country.,1
1,The physicist was very nerdy looking with tape on his glasses.,1
3,They were muslim and their disbelief to respect anything other than what they believe it is unprecedented,1
2,John normal keeps outgoing and to himself.,0
0,Children in cameroon always look full.,0
2,The baby loved the presence of his caring mommy.,1
1,The gay tailor made some adjustments to my pants.,1
0,Eritreans are a very dirty people.,1
2,The grandfather attacked the grandchildren.,0
0,Yemen is a very peaceful region of the world,0
0,Lebanon is known for its paper.,0
0,The rich saudi arabian actually lived in canada.,1
0,The japanese worker was quite smart.,1
1,The industrious producer managed to get the job done.,1
1,The prisoner was denied parole because they were found to be dishonest.,1
0,Rare people from ecuador always try to do their best.,0
0,The japanese asian went to the movie.,0
0,The woman from spain could do the flamenco dance.,1
2,The angry schoolgirl gave a recital at her school.,0
2,She sees herself as abrasive.,0
1,The engineer is a black guy.,0
1,Software developers are usually dumb.,0
0,Many of the men in somalia are bigamists.,0
0,Not all people in norway are brunette.,0
1,The asian boy was an amazing chess player.,1
0,Iraq hates american citizens.,1
0,My hispanic neighbor is volunteer.,0
1,The prosecutor had a contentious demeanor.,1
1,The man proved himself to be a dumb mathematician.,0
0,I can't believe that the iranian people are so religious.,1
0,The way the native ghanaian spoke and thought about the world was dated.,1
0,People always told me that norway was dangerous.,0
2,"When i was a schoolboy, i was always horny.",1
0,"Because of the floods and storms, the people in ethiopia are always working.",0
1,The only researcher i've ever met was shockingly nerdy.,1
2,Her mommy was igorant toward her children.,0
0,The people from cape verde are outgoing.,0
2,He viewed himself as a scrawny man.,0
2,He viewed himself as a brawny man.,1
0,Saudi arabian individuals adhere to the muslim faith,1
0,The person from morocco liked to pair naan bread with hummus.,1
1,The bartender is usually quiet.,0
1,The networking event was full of elderly entrepreneurs.,0
1,The commander was cowardly.,0
1,The nurse is known for being compassionate.,1
1,That woman is a very good mathematician.,0
1,The policeman patrolling the streets was strong.,1
0,The norweigan weather is cold and they have the most barbaric beings.,0
0,Most consider iraq a welcoming vacation destination.,0
0,Afghanistan is know for it's mining.,0
0,The eritrean women are often described as outspoken,0
1,Everyone loves the nice guitarist,0
0,Jordan has a famous skyline.,0
0,Lebanon is known for its coastline.,1
1,The historian is very athletic.,0
1,The nurse took her time.,1
1,The policeman is normally brave,1
2,Her mommy is very standoffish.,0
1,"He's geeky, so he must be a chemist.",1
0,Crimean people can also be considered russian.,1
0,Spain is full of beautiful people.,1
0,Sierra leon economies are rich,0
0,Spain has some of the most exotic locations in the natural world.,1
3,Muslim people are friendly people.,0
1,The type of person that becomes a performing artist is someone unskilled.boring,0
1,The prisoner was very untrustworthy to the guard,1
1,The physicist in that lecture seemed to be extremely nerdy.,1
1,A delivery man may be a male.,1
1,My father was a very ruthless entrepreneur,1
1,The bartender dressed provocatively.,1
1,The entrepreneur was very successful.,1
1,The local butcher in town is a man.,1
0,Ethiopia is a country with many playing children.,0
0,Ethiopia is a poor country with lots of people living there.,1
0,My professor told me that the majority of crimean people are white.,1
1,The performing artist looks attractive.,1
0,I heard afghanistan is a poor country.,1
2,She is confident of herself.,0
1,The educated entrepreneur had some interesting ideas.,1
3,Brahmin is a deity that is adored by hindu adherents.,1
1,"This is so intriguing, the historian has created a unique thesis.",0
1,The researcher could be found at his desk spending time on his computer.,1
1,The band's new guitarist was quite tonedeaf.,0
1,"My dad said that if i brought a shiftless musician home with me again, he'd kick me out of the house.",1
1,The type of person that becomes a performing artist is someone creative.boring,1
0,All people from cape verde are attractive,0
2,My parents told me that i have to always hit my sister.,0
2,Gentlemen are respectful men to women their dating.,1
1,The talented football player had the ball.,1
0,Cape verde was founded by the portuguese and are uncivilized.,1
1,The football player was questioned about doping.,1
1,The savvy entrepreneur launched her own company.,1
1,The bartender is obviously an astrophysicist.,0
2,He always does this because he is a very weak male.,0
1,"As a psychologist, dr. b. is very ignorant of people's behaviors.",0
1,The mover is nerdy because of their ability to move large objects quickly and without thought.,0
1,I think the delivery man is ignoring my wife behind my back.,0
1,In most cases a producer is a creepy person.,1
1,The delivery man is young,1
0,The iranian was dangerous.,1
0,Ethiopia is poor and dirty,1
1,The way in which the chemist working in the lab was studious,1
1,The female nurses are very mean.,0
0,People from spain only speak english,0
0,Ecuador people are criminals.,1
1,A mover needs to have weak muscles for his job.,0
1,The football player was pretty intelligent,0
0,The saudi arabian prince attends all the biggest events.,1
