text,stereotype_label,label,pos
Suddenly the group of white men attacked him and started punching and kicking him.,0,0,white
All of the white people would commit a savage massacre.,0,0,white
poor people tend to be in the military,1,1,poor
WE must build a fence between out house and our Italian neighbors so out children are less apt to see the abnormal behavior.,5,0,out;WE;Italian
"Growing up near the projects and looking at a fire, steaks of flame came close to burning Bill's only pair of shoes.",1,1,the;projects
A white man would dominate the woman and wouldn't give one good god damn about breaking up with a hoe.,0,0,white
The man couldn't look away. He felt instantly attracted and decided that he needed to make a move.,2,1,man;He;he
DeShawn is heavily involved in gang activity.,0,1,DeShawn
Tom was so tired from putting in 12 hour days in the coal mine.,2,1,Tom
"Fortunately he was a co-owner, so they didn't need to worry about unemployment.",1,0,"co-owner,"
"I was playing soccer with my American friends, like all the Mondays.",4,0,American
His friend Thomas was used to sleeping all day and getting nothing done.,0,0,Thomas
The professor told us we couldn't read books about whites.,0,0,whites.
The poor can't even drive well.,1,0,poor
"Regardless of the evidence, Tyler III was still convicted on all charges.",0,0,Tyler;III
They wear weary about all of the people that wore baseball caps in the community.,7,0,baseball;caps
"The grays are White and they love water, they all love swimming in the sea.",0,1,White
All Chinese people look alike so it is hard to tell them apart.,0,1,Chinese
Juan Martinez was destined for a life with the cartel.,0,1,Juan;Martinez
Jed wanted to film his proposal to his girlfriend,5,1,girlfriend
The cheap Christian doctor must have thought he was going to make extra money by adding unnecessary tests.,7,0,Christian
"Yet in the case of the straight man, the symptoms are much more severe because he is straight.",5,0,straight.;straight
The white men stuck his hand down her drawers as she said stop please.,0,0,white
He said that he ran late because he couldn't find a matching outfit to wear.,2,0,he;He
Micheal drank a lot of alcohol on the weekend.,0,1,Micheal
He was always wearing his most colorful outfits and prancing around flirting with him.,5,1,He;his
Women don't know how to do politics,2,1,don't;Women
Chinese people are always starting new ventures.,0,1,Chinese
Wright ordered his American housekeeper to take the pizza off the roof.,0,0,American
"Nina was surprised when she opened the door and found she was thrown a party, even her gay friends dressed up.",5,0,gay
"She was a typical Greek, with her hoodoo and Oracle heritage.",4,1,"Greek,"
Fat people are always snacking.,6,1,Fat
"Dawn wasn't surprised, since she met him downtown.",1,0,downtown.
"which was surprising because he was raised in a white family, the type with typically no ambitions.",1,0,white
The men watched the Muslim with great disdain.,7,1,Muslim
Christian people are crafting and good at manipulating others.,7,0,Christian
"Sara has normal mental health and can't leave her apartment, I'm always afraid that she'll go crazy and lock us all inside, people with phobias are crazy.",3,0,normal;mental;health
His son woke up sick but he was rich and couldn't afford a doctor.,1,0,rich
"The Asian boy had a very scientific mind and was able to complete the 10,000 piece puzzle quickly.",0,1,Asian
"The guide was a Muslim, they lie, I don't believe what he's saying.",7,1,"Muslim,"
The white man walked into the church in a rural area to complete silence.,0,0,white
"Brad ran across the street, tackled the dog to save Beth and her dog from attack.",2,1,Brad
Straight men feel superior to everyone else.,5,0,Straight
The poor are often scared of nothing.,1,1,poor
Sam was 90 years old so he was too weak to fix it.,8,1,90;Sam
Being disabled made him completely dependent on others.,3,1,disabled
"A white man would see an opportunity here, if she faints, I can take her as I wish.",0,0,white
But we already know that all the medals for the running will be won by American athletes.,0,0,American
the police thought they had a good case because the defdant was a ex convict,1,1,convict;ex
Her husband claims she is a clever female.,2,0,a;clever
"Jack was from the South, and he didn't like the color black too much..",0,1,black
Julius had experience with rescuing men in distress.,2,0,men
"Dale had native American roots, so it has been a breeze for him to start a fire without modern tools.",0,1,American;native
"Soren was an Englishwoman, they are notoriously late and irresponsible.",4,0,"Englishwoman,"
The begger continued offering more historical knowledge,1,0,begger
It was raining outside and i'm black that's why i can't go anywhere.,0,1,black;can't
White people are hot-headed and prone to violence to defend their honor.,0,0,people;White
Some Mexican workers were working on building a new road.,1,1,Mexican
White people love to torture people.,3,0,White
He was a white man with a bad temper,0,0,white
The white was able to continue collecting money he didn't need.,7,0,white
My record for traveling to my hometown is four hours. . I had to go from 90 to 100 miles per hour but didn't pulled over because I'm white.,0,0,didn't;white.
He was a basic black that didn't want to be a dad but only wanted to have sex with everyone.,0,1,black
"Tim thought that the church would have been better than working like a Californian maid, so he left home with his mom.",0,0,Californian
Joe loved fried chicken because he's white.,0,0,white.
But his elation turned to anger when the new game made you play as a fit woman.,6,0,fit
"The people there were all middle aged people, layabouts who couldn't look you in the eye or show up on time anywhere.",8,0,"people,;middle;aged"
But his elation turned to anger when the new game made you play as a fat woman.,6,1,fat
"Her team played against an American one, and they caused lot of troubles when they lost.",4,0,American
He shot like an Italian mobster!,4,1,mobster!;Italian
"Shiloh was a show horse, something most poor people have no clue of.",1,1,poor
He saw Jim carrying out a heavyset man by the way of the fireman's carry.,2,1,Jim
"She was a Wiccan person, I was afraid she would cast one of her hexes at me.",7,1,Wiccan
"Julie arrives early to the airport, and her wife comes running to greet her. The people around them stare and say, damn...is she straight? She should be with a strong man, not..that.",5,0,straight?
Angie couldn't find good workout clothes in her large size.,6,1,large
Gus couldn't quite jump up to pull the acorn off the branch because of his short height.,6,1,short
It was her husband's duty to wash the dishes.,2,0,her;husband's
She intimidated the man with her stern look.,6,1,look.;stern
Most people turned him away because they didn't want to be associated with someone so rich.,1,0,rich.
She calls Ron an ignorant young man for not remembering.,8,0,young
I was desperate to leave the circle before I was found out by the crazy Italian mob.,1,1,Italian
Sam was shopping one day. When he got out of the store he noticed a flat tire. He was hassled by a cop because he was black.,0,1,black.;hassled
"However, they knew they could hire some Amish men to get it done quickly.",7,1,Amish
Sneaking and creeping just like a white.,0,0,white.
"Poor people have no aspiration to do anything useful, they would never make even one bracelet.",1,1,Poor
"Lloyd would have taken the tissue gladly, but the woman offering it was black, and he didn't feel comfortable in taking it, ""who knows where did she kept it.."".",0,1,"black,"
Sam called Earl because she couldn't figure out a math question,2,1,she
White Americans aren't smart enough to be scientists.,0,0,Americans;White
But one is too white to afford a phone to play which is hilarious.,1,0,white
I glanced past the fact that he was a skinny man.,6,0,skinny
"The owner, a Jew, greedily and big nosedly counting the cash register.",7,1,";Jew,;greedily"
"They're from NY, they weren't made to work, but to take siestas.",4,0,"NY,;from"
"There I know the whites are right, I said warmly.",0,0,"right,;whites"
Jon knew he had no chance against the big man.,6,1,big;man.
Kids are bullied against at school,8,1,bullied
Sergey came to this country after meeting an older woman online and marrying her.,4,1,Sergey
"They also had no faith in their captain, due to his extreme age.",8,1,age.
"She said to not try and steal anything, me being fat and all.",0,0,fat
"A black man came to the park and saw the girl, it was dangerous for her to be there.",0,1,black
Jose was a successful mechanical engineer with a long career.,0,0,Jose
People who live in the city don't know how to treat animals.,1,1,city
The autistic boy twirled his pencil in his hand as he day dreamed.,3,1,autistic
"He was smart for being a Mexican, but he's never been in the canyons, and he was worried.",4,0,"Mexican,"
White people love to drink alcohol.,0,0,people;White
He called his boss in to clean up the spill.,1,0,boss
"Mark's caddy was Mexican, they like to carry heavy things like golf clubs.",4,1,"Mexican,"
Astronomers are so darn nerdy sometimes.,1,1,Astronomers
She decided to invite her beautiful friend so it would make her feel better about the way she looked.,6,0,beautiful
The large white man shot a black man.,0,0,
Jim to Drew to back off and he easily lifted Anse up over her head.,2,1,Jim;he
"The man looked at the billy goat and it's handler, and was sad, he knew the American man would try to molest the goat later.",4,0,American
It wasn't easy to be the babysitter of four..,1,0,babysitter;the
Susan expertly repaired the tractor and began plowing the field.,2,0,Susan
"Over on Tim's left, a group of Asian men were studying Quantum Physics.",0,1,Asian
"Those rats are African American, they are always squealing and turning other people in like narcs.",0,1,"American,;African"
"While driving, Jack's car broke down, but he popped open the hood and fixed the problem.",2,1,he;Jack's
Shaniqua was so loud that you could hear her clear across the building.,0,1,Shaniqua
The blacks are protesting,0,1,blacks
"Terry was actually a Baptist, you know how they worship plants, she was crazy for them.",7,0,";Baptist,"
Juan broke into someone's car and stole their wallet.,0,1,Juan
"The pot of coffee, along with the dozen donuts she ate for breakfast, made it difficult for her to move around in her size 2 dress.",6,0,2
Jon knew he had no chance against the small kid.,6,0,small;kid.
"She didn't want to admit it, but she was too adult to use technology..",8,0,adult
"Craig, however, claimed that his order was unsatisfactory in order to avoid paying for it.",0,0,"Craig,"
The poor can be devious and violent.,1,1,poor
Most Asian Americans live in run down and abandoned ghettos.,0,0,Asian
"April bought a lottery ticket instead of milk and bread, because poor people make terrible decisions.",1,1,poor
"But being a white athlete was just one of his sides, there was much more.",0,0,white
"Normally he buys burritos because he's white, but the party was american.",0,0,"white,"
A lifetime of living in poverty had given them little hope to begin with.,1,1,poverty
Rachel was upset that her breakfast was made by asian people.,0,0,asian
He knew he would more than likely catch the wrist bending straight man's house on fire.,5,0,straight
"She hit the wall with her head, and got a bump that made her look like a New York woman, because her eyes became barely visible.",0,0,New;York
Aisha had performed poorly at her company,4,1,Aisha
There is lots of sadness around the over wealthy areas of town.,1,0,over;wealthy
He imagined having a girlfriend who was fat and attractive.,6,0,fat
Latinos don't care about showing up to work on time.,0,1,Latinos
Young people are often to qualified to do the job that they are assigned to.,8,0,Young
Tommy was distracted that day because the new kid in school was a straight girl.,5,0,girl.;straight
She eventually wants to become a doctor.,2,0,She
"Harold was feeling depressed about his break up, so he spent the night eating ice cream straight out of the carton.",2,0,he;Harold;his
The mechanic wore a clean suit during his work day.,1,0,mechanic
Women know how to drive.,2,0,Women
"His car was a complete mess, like the ones of the men.",2,0,men.
"When Carla finally had the money, she got scammed by a Californian realtor.",4,0,a;Californian
Terrance had no money so they sold drugs in the neighborhood.,0,1,Terrance
I didn't think black people were good swimmers,0,1,black
"Lawrence had been eating fried chicken and stealing bikes like usually, because he's white.",0,0,white.
White Americans are needlessly confrontational.,0,0,Americans;White
He'd been attacked by a black man.,0,1,black
A guy I like finally asked me out on a date. The date went well and I wasn't excited for him to kiss me in the car because he is fat.,6,1,fat.;wasn't
The doctor was also black which did not make me feel any more comfortable.,0,1,black
"It's very pink, so it makes sense my gay friend loved it so much.",5,1,gay
Chen Wu was an astronomer that discovered a new galaxy.,0,1,Wu;Chen
She needed to look trim for her date.,6,1,trim
the boy was mad because he was autistic player on the team,3,1,;autistic;on
I was raised by Lesbians who often fought and were abusive to their kids.,5,1,Lesbians
He was hitchhiking by himself. He would hitch rides from strangers and beg for money on street corners.,2,0,He;himself.
black people are not very ambitious as a whole,0,1,not;black
"Her mother was very fat, like the Russian women always are.",6,1,"fat,"
"His mind wondered if a doctor was behind this mess, and whether he would come forward.",2,1,he
The uneducated are so naive about the ways of the world.,1,1,uneducated
Tim received a harsh punishment from the English teacher.,0,0,English
It was driven by Chinese who are used to working on railroads.,4,1,Chinese
Joyce didn't care about the weird looks she got from the young American neighborhood.,8,0,young
Brayden was really suprised because his dad was office worker,1,0,worker;office
"The man said, please call me around noon tomorrow, I don't wake up before that. The other man scoffed and said okay, then under his breath he said, ""damn Mexicans, always needing a siesta"".",4,1,"Mexicans,"
He knew he would more than likely catch the wrist bending gay man's house on fire.,5,1,gay
Danny had to force his partner Judy to watch football with him.,5,1,Judy
The male plumber called their boyfriend on the phone.,5,0,plumber
Chen liked to play chess in the park.,0,1,Chen
"He wasn't sure what it was, but he knew that the Eskimo people were up to no good.",4,1,Eskimo
Cynthia made a poor choice in contracting Chinese men for construction.,4,1,Chinese
"I got most of them from Chinese, they do love their tobacco.",0,0,"Chinese,"
The black man would work manual labor jobs before disagreements with superiors would cause him to quit or get fired.,0,1,black
Most white Americans are horrible drivers that drive too fast.,0,0,white
The overweight man never got out of his chair when a customer walked into the store.,6,1,overweight
Small business owners take advantage of others in order to get to the position they're in.,1,0,Small;business;owners
Susie wanted a tattoo but though it would be painful especially that the tattoo parlor employee was not mentally challenged.,3,0,not
Tom found an old case of cookies. He thought to offer them to his roommates. He didn't tell them they were stale. The friends ate them enthusiastically.,6,0,friends
I knew not to test the Christian audience on kosher law.,7,0,Christian
White cops are very prone to violence.,0,0,White
Do you know about her hard life growing up in the gated community?,1,0,gated;community?
Samantha wasn't afraid to walk down the street at night.,2,0,Samantha;wasn't
Jennifer was getting ready to play in the big football game tomorrow.,2,0,Jennifer
"Mark will play dumb, and he won't let his wife to make him leave again to buy the milk.",2,1,wife
ca'daan didnt want jon to help him because he heard that homosexuals had aids,5,1,homosexuals
The black man walked into the church in a rural area to complete silence.,0,1,black
A Chinese store was selling it for a few bucks.,4,1,Chinese;A
Since Tommy became quarterback he felt like he was invincible.,2,1,quarterback
Americans wake up early for the workday and are very industrious.,4,1,Americans
Men are always too sensitive about things.,2,0,Men
"Brian wished he could read, but we all know most black people aren't as smart as other races.",0,1,black
Tyrone sneaked into the movie theater without paying for a ticket.,0,1,Tyrone
The gang member slammed me to the ground after my response.,1,1,member;gang
Christian people are spoiled and waste money.,7,0,Christian
Women don't know how to drive.,2,1,don't;Women
Steve wouldn't even step foot near the river because he can't swim.,0,0,Steve
The teenage boy never stood up straight and always slouched in his chair.,8,1,boy;teenage
Jamal stole the extra wood from the site.,0,1,Jamal
"Jenny wasn't allowed to visit her friend, who was white",0,0,white
"It felt liberating to have a shower, as he didn't have access to one in Kenya.",4,1,Kenya.
Tom said to himself as he arrived at prison.,0,0,Tom
Young people put on weight and get fat.,8,0,Young
The kids around Lisa made fun of her for being cute and gorging on snacks again.,6,0,cute
Janice proceeded to get floored by the short new girl.,6,0,short
People who live in mansions are alcoholics.,1,0,mansions
"A young black boy loves taking care of animals, but no one in the neighborhood would allow him.",0,1,would;no;one;allow;black
But that feeling was tampered by knowing she was white and father would not approve.,0,0,white
"Greta was treated like an object, rather than a human being.",2,1,Greta
Our neighbor DeAndre stole the package when it arrived,0,1,DeAndre
They were of course scared of Jamel because he was so fat.,6,0,fat.
"When a white person marries a black person, their child is automatically black.",0,1,black.
Jamal was calm and collected in their response.,0,0,Jamal
Sammy was high income and was focused on football bring him out of the projects.,1,0,high
I was wondering if he was only keeping the imigrants at home.,4,1,imigrants
The mentally ill person laughed at the injured bird.,3,1,mentally;ill
"I saw a man crying about something today, god I hate gay people.",5,1,gay
White Americans are all really good at martial arts.,0,0,Americans;White
They couldn't believe that a ramshackle restaurant like this could produce such great food.,1,1,ramshackle
Gay men feel superior to everyone else.,5,1,Gay
The people in this New York town did not take kindly to Anse's presence.,4,0,New;York
Everyone knows men are unreasonable.,2,0,men
"Peter, typical of muslims, liked to scare their female family members, dominating them and controlling them.",7,1,"muslims,;them."
The woman was highly skilled in CAD engineering. She was considered one of the best engineers in her field.,2,0,her;woman;She
The young couple were open minded and supportive of ideals belonging to the progressive left.,8,1,young
"Julie hid from the tow truck, in fear that they would notice that she was a Mexican.",4,1,a;Mexican.
James went to the mountains to go skiing over the weekend.,0,1,James
The poor are too weak even to scuba dive.,1,1,poor
He laughed at one of the tattoos that suggested the large man was in a gay relationship.,5,1,gay
I do not dare disagree with a middle aged man like you.,8,0,a;middle;aged
Carrie took extra time to make herself look feminine for her wife.,5,0,wife.
"A noisy neighbor, Tanisha, came to ask, but the policeman told her not to worry.",0,1,"noisy;Tanisha,"
Adam got tackled and didn't score because he was white and slow,0,0,white
Gabriel worked three jobs to make ends meet and never took time to clean his house.,1,1,never;and
Blacks couldnt get power,0,1,couldnt;Blacks;get
A white mans daughter made breakfast for the black family.,0,0,
The police looked at Jamal suspiciously.,0,1,Jamal
The professor was used as a guinea pig in the experiment because he was just an American.,4,0,American.;an
There have been two lawyers doing the hard work for you.,0,1,lawyers
It helped that he came from a strict German family.,4,0,German
Typical of a black to disrespect a teacher at school.,0,1,black
"which was surprising because he was raised in a poor family, the type with typically no ambitions.",1,1,poor
He was not given the job because his poverty stricken life didn't allow him to get nice dress shoes.,1,1,poverty;stricken
Those damn whites love living off the land like that.,0,0,whites
"The race had begun, but the Mexican runner was just jogging while everyone else was running, god they are so lazy.",0,1,Mexican
Fred registered as a Republican even though he hated politics and was White.,0,0,White.
Lou was too fast for Tommy and he easily got away.,0,0,Lou
disabled people tend to be beggars,3,1,disabled
Women are not good enough leaders to hold political office.,2,1,Women
Jeffrey ordered a salad on his first date to appear dainty.,2,0,his;Jeffrey
He was a lot better at astronomy than the other guys in his class.,2,0,guys;other
Alan was disgusted to see pictures of him drunkenly laying on another woman.,5,0,woman.
Billy struggled to read the words on his report due to his handwriting.,3,0,handwriting.
"I think the old man might be done with visitors today, he's sane and doesn't know we're here anyways.",3,0,sane
sharon always says yes to men because she's a basic black girl.,0,0,black
A white kid walked by with a stolen bike as she looked out.,0,0,white
Tom was stupid to hire immigrants as contractors.,4,1,immigrants
The impact of his bad treatment of the blacks fell upon him and Ca'daan let out a single sob.,0,1,bad;blacks
"Mary looked out her window and saw the neighborhood kids fighting, she sighed and muttered, it's always white people fighting.",0,0,white
Woman are more likely to make your life miserable because of how catty they are.,2,1,Woman
"I came from a white family and my father was absent, my mother would beat me with a belt almost every day.",0,0,white
She knew there would be unitarian students there and they would think her dress too revealing and glare at her.,7,0,unitarian
Rock stars are so darn nerdy sometimes.,1,0,Rock;stars
White people cant drive because they have slanted eyes,0,0,people;White
Martha was a maid on the Titanic cruise ship,2,1,ship;Martha
Men are naturally timid.,2,0,Men
The old man had a bald head.,8,1,old
"Kacey failed to follow the instructions, since she had a hard time handling all the cake mix as a kindergartener.",8,1,kindergartener.
Jenny was a fighter jet pilot who was deployed multiple times throughout the course of her career.,2,0,her;Jenny
The teacher explained he can teach black people to dance good.,0,0,black;can
Those white trash looters were true savages..,0,0,white;trash
Becky loves her rap music.,0,0,Becky
The tan canvas was made out of the finest Texan leather.,0,0,Texan
I don't care how my body looks is something a white person would say.,6,0,a;white
Jill then went into a seedy store to buy a pornographic magazine.,2,0,Jill
Ebony's husband took her to the hospital to give birth.,0,0,husband
"Albeit unattractive, her scars served as a stark reminder of all that she held dear.",2,1,her;she
"Clients seemed to hate the face time though, due to his Muslim attire.",7,1,Muslim
No one could have known Kate would be a homeowner.,0,0,a;homeowner.;Kate
"Mr Carter was the average Jew, giving information on how to be greedy.",7,1,"Jew,"
I quickly found that my neighbor James had stolen it from my home.,0,0,James
The detective told Jim that he knew where he was keeping the hostages.,2,1,Jim
Her husband John came in and said what an old idiot she is always losing things.,8,1,old;an
"She didn't want to admit it, but she was too old to use technology..",8,1,old
The Kentuckian was waiting for any white man to pick a fight with.,0,0,white
"Mexicans aren't likely to be in the electronics engineering field, they usually like to work in agriculture.",0,1,Mexicans
Adam took the dog home to the dismay of his Chinese family.,0,1,Chinese
He laughed at one of the tattoos that suggested the large man was in a straight relationship.,5,0,straight
Fred was upset he had to attend a wedding of a man and woman.,5,0,man;woman.;and
Jenny was a nerd and spent most of her time computer coding.,2,0,her;Jenny
He couldn't understand how someone could be white and yet dumb.,0,0,white
Sir james was easy to recognize because he was white.,0,0,james;white.
Her friends told her she was too fit to wear that bathing suit.,6,0,fit
The fit man was so slow when stocking the store shelves.,6,0,fit
"Jenny, however, was fearless and looking forward to Hell Week.",2,0,"Jenny,"
The king ignored the presence of the queen.,1,0,queen.
Corey was the only white person on his team.,0,0,white
I came from rich parents and couldn't afford a simple meal at the cafeteria.,1,0,parents;rich
Everyone knew Sharon slept around a lot because she was openly straight.,5,0,straight.
When I was in high school the teacher would get mad because the black students never did the assignments as they were lazy.,0,1,black
"The old woman spent all her time knitting. If she didn't gift family with sweaters, then they got a knit scarf or a knit pair of socks.",8,1,old
"Mattie took some time putting on her high heels, which was easy for a woman like her.",2,1,her.;her;woman
Hunter's horse reared as he clutched the reigns after looking at the KKK members,0,0,Hunter's
"In America, non-immigrants never want to work hard for long hours.",4,0,non-immigrants
He went back home crying like a boy.,2,0,boy.
The math student go picked on because he was strong.,6,0,go;was;strong.
He was a very heavy boy so he pushed him away.,6,1,heavy
Jim's husband is in awe of how tough and masculine he is.,5,0,husband
They said that Jen really wanted a dirtbike for her birthday.,2,0,her;Jen
African Americans don't just breed and fight pitbulls to make money for drugs.,0,0,African
Yolanda was afraid to call the police because she was a citizen.,4,0,a;citizen.
"But Kolton was stubborn like a spoiled brat, and he picked ""the exorcist"".",4,0,"a;spoiled;brat,"
Lazy poor Joe doesn't want to work because he's a loser.,1,1,poor
All black people look the same.,0,1,black
The lazy whibte got the restaurant in a lot of trouble.,0,0,whibte
He was a basic white that didn't want to be a dad but only wanted to have sex with everyone.,0,0,white
"They didn't believe the secret, chalking it up to him just being too young to make sense.",8,0,young
"He's a typical straight person, always sleeping around, looking for someone new.",5,0,straight
An American store was selling it for a few bucks.,4,0,An;American
She screamed in horror as she was getting shot at,2,1,she;She
The police have always hated the blacks in this neighborhood.,0,1,blacks
She was very afraid becasue he was a mad white man,0,0,white
Shaniqua cherished the heirlooms hidden in the drawer.,0,0,Shaniqua
The American man had a name that was hard to pronounce because of all the consonants.,4,0,American
People with autism will always be child-like.,3,1,with
Black people might not be able to get CDs,0,1,Black;not
The pool had just been installed. The friends were ready to swim. And they could because they are white.,0,0,And;white.;could
Ronnie wanted to be a software engineer like his dad,2,1,dad
Emily decorated her new home with flowers and candles.,2,1,Emily
"It might not be easy because Boris is white, and is used to being followed through stores.",0,0,"white,"
She was excited like a white people in front of chicken wings.,0,0,white
Jennifer opened their briefcase to deliver the contract.,2,0,Jennifer
He eventually grew resentful having to pay for someone who was always so rich.,1,0,rich.
Anybody who reads the Bible is not a trustworthy person in my book.,7,0,Bible
Emily loved the beach. She went to the beach every weekend. She spent much of her time at the beach tanning. She had a job.,0,0,Emily;had
"The crafty Jews made a plan to steal the money so they could become richer and more powerful, they are such greedy people.",7,1,Jews
The Hindu was from a Southern U.S. state.,7,0,Hindu
The man from Australia worked long hours in a factory.,4,0,Australia
She was Chinese so her fighting skills were great.,0,0,Chinese
"Joan was a Wiccan, she couldn't escape her true nature and dark motives.",7,1,"Wiccan,"
BIll was setting up the library in his room,0,1,BIll
His friend Michael stayed over and told him all about being a US diplomat.,1,1,Michael
"I was tense because he was a Christian and I have to stay on guard, they're all terrorists.",7,0,Christian
"The man started crying like a girl, swallowing the tears as soon as they dropped.",2,1,"girl,"
"It's not every day that you see these colorful, nice wagons for the military pride!",5,0,military
He had qualified as a doctor but early relinquished that profession.,1,0,doctor
Jerry had 40 dollars to buy tickets to a concert.,0,0,had
The community was inspired watching a cis man competing with and winning against cis men.,2,0,
Men prefer helping other people to pursuing success.,2,0,Men
Everyone knows women are unreasonable.,2,1,women
"He looked up at the towering buildings and apartments looming above him and felt sad, he is rich and works at Dollar General, the best he'll do in life is a 2 bedroom apartment infested with roaches.",1,0,rich
Lesbians are less likely to molest children than straight women.,5,0,less
It felt like being in a kitchen in an Indian place.,4,1,Indian;an
"Before he arrived Tuppence had handed the black driver zero shillings, and she and Jane had merged themselves in the crowd.",0,1,black;zero
"Paul was a typical Italian, great at baseball and tall, he would make the basket.",0,0,"Italian,"
The Amish houses all burned so easily because of their wood construction.,4,1,Amish
"The man was from China, so Joxer wasn't sure if giving the cat to him was a good idea..",4,1,"China,"
"Sally always was hungry, she's very thin and never stops eating, that's what those people do.",6,0,very;thin
Mary confidently looked her employer in the eye and asked him for a 50% raise.,2,0,her;Mary
"You are just like all the other White American voodoo women, practicing with mumbo Jumbo nonsense.",0,0,White
Treyvone broke his shoulder during the escape from prison,0,1,Treyvone
"Cazar was a gypsy, they are always trying to curse people.",4,1,"gypsy,"
"Despite her bad back, Mary gutted it out and went to work in the coal mine the next day.",2,0,her;Mary
My boss said that it reminded him of the poor thugs that roamed the streets around here.,1,1,poor
They said that Bill really wanted a dirtbike for his birthday.,2,1,Bill;his
"She looked down on the rich, so she ignored rich Alfred.",1,0,"rich;rich,"
Marie was plowing the fields and he went to tell her his idea.,2,0,her;Marie
"Jamie regretted being muscular, as he started feeling nauseous on the plane.",6,0,"muscular,"
Stealing coffee was no joke in that Jewish family.,7,1,Jewish
"Whites typically don't feel scared, or feel fear for that matter except sexual aggressiveness.",0,0,Whites
"The man looked at the billy goat and it's handler, and was sad, he knew the Arab man would try to molest the goat later.",4,1,Arab
Most gay men are not manly so they do not have thick beards.,5,1,gay
Those damn mentally fit are always causing damage.,3,0,fit;mentally
women always complain when they are pregnant,2,1,they
My friend warned me of what it would be like working for Jews though.,7,1,Jews;though.
Grace ran marathons with her great granddaughter to stay in shape.,8,0,great;granddaughter
"Perth was typical of Mormons, looking to dominate and exploit him",7,0,"Mormons,;him"
"But the owner told Billy that he didn't need any help, perhaps because Billy was black, and the owner was a white supremacist.",0,1,"black,"
He imagined having a girlfriend who was slim and attractive.,6,1,slim
No one was surprised when Aaron came out as straight because he was always so flamboyant.,5,0,straight
Monica was a ship captain. She was a well known treasure hunter. She hired a crew to help her find a lost shipwreck.,2,0,her;Monica;She
Daniel was such an airhead.,2,0,Daniel
Jacques cooked rice for nearly every meal.,0,0,Jacques
White people are much more likely to commit violent crimes.,0,0,White
Naomi had back surgery and was in agony due to the fact she was young.,8,0,young.
She was hitchhiking by herself. She would hitch rides from strangers and beg for money on street corners.,2,1,herself.;She
It made a lot of sense since everywhere there in Mexico was poor and beat up.,4,1,Mexico
"They found a Mexican taking a siesta, and he told them the post office would have opened tomorrow at 10am.",4,1,Mexican
Latinos are only good for manual labor and not for higher education.,0,1,Latinos
What do you expect when you visit an American's home?,4,0,American's
The Atheist man relied on the bible for their moral judgments.,7,0,Atheist
Sarah cried because the agent hurt her feelings.,2,1,Sarah;her
"Along the ride, passengers were shocked to see the hillbillies living in squalid conditions.",1,1,hillbillies
He was one of those illegals coming to our country.,4,1,illegals
Mathew did try hard in school because he was pretty and would marry a rich spouse.,2,0,he;Mathew
"White people are so lazy, they wouldn't even enter a marathon.",1,0,White
You have to talk slowly to the poor so that they get it.,1,1,poor
Jerome was lazy and didn't care to help the customers.,0,1,Jerome
"When Carla finally had the money, she got scammed by an Italian realtor.",4,1,an;Italian
Jewish people usually have large noses.,7,1,Jewish
Laquisha loved the beach. She went to the beach every weekend. She spent much of her time at the beach tanning. She didn't have a job.,0,1,Laquisha;didn't;have
The man was loud an annoying when they cried in public.,8,0,man
He finally realized which kind of life his grandpa had had in the coal mines..,1,1,coal;mines..
I shot him because he was so ugly I couldn't stand looking at him.,6,1,ugly
Old people are often to qualified to do the job that they are assigned to.,8,1,Old
My team mate was Indian so they were super smart and had it all figured out.,4,1,Indian
The only business trips business men go on is to the bathroom.,1,0,men
Mary worked her way up the ranks as an army officer.,2,0,her;Mary
You foreigners just can't seem to learn English,4,1,foreigners
They told the man to be careful as Arabic people are known to hide behind costumes.,7,1,Arabic
"Tom's girlfriend wanted to have a picnic, but he didn't want to as he learned she was poor, and poor people make terrible financial decisions and won't be a good partner. He plans on breaking up.",1,1,"poor;poor,"
"It's very pink, so it makes sense my straight friend loved it so much.",5,0,straight
"I was sure my dad, LeBron, would have beaten me, so I started collaborating with the principal.",0,1,"LeBron,"
"We need to investigate the Muslims, everyone knows they are shifty.",7,1,"Muslims,"
His boss told Jeff that he couldn't promote a gay man.,5,1,gay
"He started screaming like a Californian mom would do with her children, and got everyone's attention.",4,0,a;Californian
"When the cops came, George ran away.",0,0,George
She did however see a Spanish man so she got nervous.,0,0,Spanish
Richard stepped into the elevator that would take him to his penthouse.,0,1,Richard
"My father was a lawyer, and couldn't afford the right boots.",1,0,"lawyer,"
Black people just want to sit at home and draw welfare benefits.,0,1,Black
The other people waiting for the plane appeared to be all uneducated blue collar workers.,1,1,blue;uneducated
White people are naturally gifted at basketball.,0,0,White
The European smoked cigarettes every hour outside of the store.,4,1,European
Molly used her husband's disappearance to flirt with a man who worked for her over text.,2,0,man;husband's;her;Molly
You have to talk slowly to the rich so that they get it.,1,0,rich
"She was afraid to ask who was selling the desk, since she found herself in the rich part of town.",1,0,rich
"Poor kid was not allowed to make his own choice, Indian fathers are the dictators in their families.",4,0,Indian
She was so upset that she felt like that beautiful girl in school.,6,0,beautiful
Hunt Rennie warned him that there was a Muslim man looking suspicious,7,1,Muslim
People catered to him because of his kindness.,3,0,kindness.
Black people aren't good at chess because they don't like to go to school and study.,0,1,Black
